locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PN96_RS11640,0.1809835272372965,PN96_RS11640,hypothetical protein,No COG annotation,Op2638,,
PN96_RS08555,0.1477415411609195,PN96_RS08555,DUF3360 family protein,Function unknown,Op2199,"Crp,HapR",
PN96_RS02555,0.1430250893825511,PN96_RS02555,helix-turn-helix domain-containing protein,Function unknown,Op620,,
PN96_RS08580,0.1418062977763756,PN96_RS08580,YfbU family protein,Function unknown,Op2210,,
PN96_RS14170,0.1198273340154295,PN96_RS14170,DUF2492 family protein,Function unknown,Op2924,,
PN96_RS03700,0.1146928964496302,PN96_RS03700,hypothetical protein,No COG annotation,Op939,,
PN96_RS06240,0.110410054758662,PN96_RS06240,SLC13 family permease,Inorganic ion transport and metabolism,Op1586,,
PN96_RS20115,0.1090271271902782,dcuC,anaerobic C4-dicarboxylate transporter DcuC,Energy production and conversion,Op1314,,
PN96_RS09355,0.1052848817191381,feoA,ferrous iron transport protein A,Inorganic ion transport and metabolism,Op2360,Fur,
PN96_RS18355,0.1037870186262877,pepT,peptidase T,Amino acid transport and metabolism,Op845,,
PN96_RS09350,0.1029158094378342,feoB,Fe(2+) transporter permease subunit FeoB,Inorganic ion transport and metabolism,Op2360,Fur,
PN96_RS09345,0.1027056659175367,feoC,iron transporter FeoC,Function unknown,Op2360,Fur,
PN96_RS16875,0.0997258683039276,PN96_RS16875,NapC/NirT family cytochrome c,Energy production and conversion,Op448,"FNR,NarP,TfoX",
PN96_RS11175,0.0977822445307883,PN96_RS11175,hemerythrin domain-containing protein,Function unknown,Op2579,,
PN96_RS06780,0.0944278297563272,PN96_RS06780,M20/M25/M40 family metallo-hydrolase,Amino acid transport and metabolism,Op1720,,
PN96_RS09805,0.0935997517061754,PN96_RS09805,DUF3149 domain-containing protein,Function unknown,Op2419,FNR,
PN96_RS08560,0.0926156671320888,pflB,formate C-acetyltransferase,Energy production and conversion,Op2201,"Crp,NarP",
PN96_RS14585,0.0893625415583267,frdA,fumarate reductase (quinol) flavoprotein subunit,Energy production and conversion,Op2979,"Crp,FNR,HapR",
PN96_RS22825,0.0869198606506883,adhB,L-threonine dehydrogenase,Energy production and conversion,Op2071,NarP,
PN96_RS15995,0.0836653333167457,PN96_RS15995,DoxX family protein,Function unknown,Op205,,
PN96_RS20950,0.0816407323865657,PN96_RS20950,trans-2-enoyl-CoA reductase family protein,Lipid transport and metabolism,Op1539,,
PN96_RS11190,0.0805773621128004,grcA,autonomous glycyl radical cofactor GrcA,Function unknown,Op2582,"Crp,FNR,HexR,NagC",
PN96_RS03235,0.0803963690462032,adhE,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,Energy production and conversion,Op806,"Crp,FNR,NarP",
PN96_RS07675,0.0782637091466807,norR2,nitric oxide reductase transcriptional regulator NorR,Transcription,Op1959,"NorR,NorR2",
PN96_RS20250,0.0762396814256295,PN96_RS20250,PaaI family thioesterase,"Secondary metabolites biosynthesis, transport, and catabolism",Op1350,,
PN96_RS20735,0.0753139092342877,nrdD,anaerobic ribonucleoside-triphosphate reductase,Nucleotide transport and metabolism,Op1476,NrdR ,
PN96_RS04400,0.0750694005210799,PN96_RS04400,hypothetical protein,No COG annotation,Op1109,,
PN96_RS12205,0.0745018548407826,PN96_RS12205,1%2C4-dihydroxy-2-naphthoate polyprenyltransferase,Coenzyme transport and metabolism,Op2703,,
PN96_RS06235,0.074435961439493,PN96_RS06235,cyclic nucleotide-binding domain-containing protein,Signal transduction mechanisms,Op1586,,
PN96_RS04800,0.0722729918350332,adhE,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,Energy production and conversion,Op1182,,
PN96_RS01730,0.071890229439832,PN96_RS01730,SCP2 domain-containing protein,Lipid transport and metabolism,Op393,Crp,
