locus,gene_weight,gene_name,gene_product,cog,regulator,Phage_1,link
SP5448_02390,0.22577926010000002,SP5448_02390,hypothetical protein,Function unknown,"CovR,Phage_1",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.437%22)
SP5448_02365,0.2219958566,SP5448_02365,phage capsid scaffolding protein,Function unknown,"Rgg,Rgg,Phage_1",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.432%22)
SP5448_02400,0.2182497462,SP5448_02400,hypothetical protein,Function unknown,Phage_1,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.439%22)
SP5448_02380,0.2175448388,SP5448_02380,hypothetical protein,Function unknown,Phage_1,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.435%22)
SP5448_02395,0.2168551263,SP5448_02395,hypothetical protein,Cell motility,"CovR,CovR,Phage_1",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.438%22)
SP5448_02370,0.2000446902,SP5448_02370,hypothetical protein,Function unknown,Phage_1,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.433%22)
SP5448_02385,0.19674867740000002,SP5448_02385,hypothetical protein,Function unknown,,False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.436%22)
SP5448_02375,0.1942713693,SP5448_02375,hypothetical protein,Function unknown,Phage_1,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.434%22)
SP5448_02335,0.1914077666,SP5448_02335,terminase,"Replication, recombination and repair",Mga,False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.426%22)
SP5448_02405,0.18719453,SP5448_02405,hypothetical protein,Function unknown,Phage_1,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.440%22)
SP5448_02425,0.1856322332,SP5448_02425,hyaluronoglucosaminidase,Function unknown,Phage_1,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.444%22)
SP5448_02460,0.1855642993,SP5448_02460,membrane protein,Function unknown,,False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.451%22)
SP5448_02420,0.1839770992,SP5448_02420,peptidase,Function unknown,Phage_1,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.443%22)
SP5448_02415,0.1794777482,SP5448_02415,hypothetical protein,Function unknown,Phage_1,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.442%22)
SP5448_02430,0.174360611,SP5448_02430,hypothetical protein,Function unknown,Phage_1,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.445%22)
SP5448_02410,0.17364139650000002,sca1,tail protein,"Cell cycle control, cell division, chromosome partitioning","Rgg,Rgg,Phage_1",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.441%22)
SP5448_02445,0.169068497,SP5448_02445,hypothetical protein,Function unknown,Phage_1,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.448%22)
SP5448_02455,0.1623677,SP5448_02455,membrane protein,Function unknown,"CcpA_core_M1,Phage_1",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.450%22)
SP5448_02435,0.16049021060000002,SP5448_02435,hypothetical protein,Function unknown,Phage_1,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.446%22)
SP5448_02345,0.1593640173,SP5448_02345,phage portal protein,Function unknown,Phage_1,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.428%22)
SP5448_02450,0.1578770495,SP5448_02450,membrane protein,Function unknown,"CcpA_core_M1,Phage_1",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.449%22)
SP5448_02465,0.15782922970000002,SP5448_02465,lysin,Function unknown,Phage_1,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.452%22)
SP5448_02340,0.1544659393,SP5448_02340,hypothetical protein,"Replication, recombination and repair","Mga,Rgg,Rgg",False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.427%22)
