locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PP_1002,0.1336416598701465,arcD-I,arginine/ornithine antiporter,Amino acid transport and metabolism,Op630,"TurA,FleQ",https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1002&e1=1&assembly=complete
PP_5591,0.1135717101107396,PP_5591,conserved protein of unknown function,Energy production and conversion,Op2099,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5591&e1=1&assembly=complete
PP_0807,0.1108513790681306,norR,DNA-binding transcriptional dual regulator (NO),Transcription,Op529,NorR,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0807&e1=1&assembly=complete
PP_3931,0.104497693322884,yfbS,putative transporter,Inorganic ion transport and metabolism,Op2568,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3931&e1=1&assembly=complete
PP_1001,0.1014476555347945,arcA,arginine deiminase,Amino acid transport and metabolism,Op630,FleQ,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1001&e1=1&assembly=complete
PP_3823,0.1002356809372605,PP_3823,Cytochrome c-type protein,Energy production and conversion,Op2500,RoxR,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3823&e1=1&assembly=complete
PP_3610,0.0953568550961879,PP_3610,conserved protein of unknown function,"Replication, recombination and repair",Op2347,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3610&e1=1&assembly=complete
PP_2108,0.0906876097890054,PP_2108,conserved protein of unknown function,Function unknown,Op1349,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2108&e1=1&assembly=complete
PP_2874,0.090441455256369,PP_2874,conserved protein of unknown function,No COG annotation,Op1856,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2874&e1=1&assembly=complete
PP_3723,0.0899179193150187,aruI,putative 2-ketoarginine decarboxylase AruI,Amino acid transport and metabolism,Op2440,GacA,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3723&e1=1&assembly=complete
PP_3661,0.0880352699673589,PP_3661,conserved membrane protein of unknown function%2C UPF0324 family,Function unknown,Op2387,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3661&e1=1&assembly=complete
PP_0273,0.086883079283247,PP_0273,conserved protein of unknown function,Function unknown,Op184,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0273&e1=1&assembly=complete
PP_2187,0.0865901477409488,PP_2187,Universal stress protein family,Signal transduction mechanisms,Op1411,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2187&e1=1&assembly=complete
PP_2107,0.0861578899189947,PP_2107,conserved protein of unknown function,"Post-translational modification, protein turnover, and chaperones",Op1348,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2107&e1=1&assembly=complete
PP_1130,0.0858638443745002,PP_1130,conserved protein of unknown function,No COG annotation,Op712,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1130&e1=1&assembly=complete
PP_3640,0.0850744623651753,PP_3640,Transcriptional regulator%2C AraC family,Transcription,Op2369,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3640&e1=1&assembly=complete
PP_0563,0.0817220117143927,PP_0563,Response regulator,Signal transduction mechanisms,Op359,"FleQ,AmrZ",https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0563&e1=1&assembly=complete
PP_0319,0.0813259827216983,PP_0319,conserved protein of unknown function,"Cell cycle control, cell division, chromosome partitioning",Op222,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0319&e1=1&assembly=complete
PP_1000,0.0812399325932211,arcB,ornithine carbamoyltransferase%2C catabolic,Amino acid transport and metabolism,Op630,FleQ,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1000&e1=1&assembly=complete
PP_4103,0.0792354071042731,PP_4103,Low-affinity inorganic phosphate transporter,Inorganic ion transport and metabolism,Op2669,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4103&e1=1&assembly=complete
PP_1729,0.0789223647053963,PP_1729,conserved protein of unknown function,No COG annotation,Op1079,FleQ,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1729&e1=1&assembly=complete
PP_1407,0.0788441419681445,PP_1407,Sulfate transporter,Inorganic ion transport and metabolism,Op884,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1407&e1=1&assembly=complete
PP_3839,0.0780963291601545,adhP,short-chain alcohol dehydrogenase,Function unknown,Op2511,FleQ,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3839&e1=1&assembly=complete
PP_1500,0.0774419076707704,PP_1500,putative Lipoprotein,Function unknown,Op944,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1500&e1=1&assembly=complete
PP_0318,0.075403580584476,PP_0318,conserved protein of unknown function,No COG annotation,Op222,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0318&e1=1&assembly=complete
PP_5189,0.0739352185379517,PP_5189,conserved protein of unknown function,No COG annotation,Op3381,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5189&e1=1&assembly=complete
PP_4323,0.0724869276959716,ccmE,Cytochrome c-type biogenesis protein CcmE,"Post-translational modification, protein turnover, and chaperones",Op2800,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4323&e1=1&assembly=complete
PP_3822,0.0717869106168988,PP_3822,Cytochrome c family protein,Energy production and conversion,Op2500,TurA,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3822&e1=1&assembly=complete
PP_5206,0.0704065282139314,yhiI,putative translation-related protein,Cell wall/membrane/envelope biogenesis,Op3393,"TurB,FleQ",https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5206&e1=1&assembly=complete
PP_1210,0.0703002272117822,dps,DNA-binding stress protein,Inorganic ion transport and metabolism,Op768,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1210&e1=1&assembly=complete
PP_0586,0.0696357660620612,cadA-II,cadmium translocating P-type ATPase,Inorganic ion transport and metabolism,Op374,CueR,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0586&e1=1&assembly=complete
PP_4250,0.0695684642593592,ccoN-I,cytochrome c oxidase subunit I%2C cbb3-type,Energy production and conversion,Op2755,"RoxR,FnrA",https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4250&e1=1&assembly=complete
PP_2161,0.0683229675491343,PP_2161,conserved protein of unknown function,Function unknown,Op1389,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2161&e1=1&assembly=complete
PP_1501,0.0679984760399975,PP_1501,conserved protein of unknown function,No COG annotation,Op944,AmrZ,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1501&e1=1&assembly=complete
PP_4625,0.0679450400401135,cidB,anti-holin regulator of holin CidA,Cell wall/membrane/envelope biogenesis,Op3012,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4625&e1=1&assembly=complete
PP_4115,0.0672496295599072,PP_4115,conserved exported protein of unknown function,"Intracellular trafficking, secretion, and vesicular transport",Op2681,AlgR,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4115&e1=1&assembly=complete
PP_0181,0.0669611650864223,PP_0181,conserved protein of unknown function,Function unknown,Op126,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0181&e1=1&assembly=complete
PP_0489,0.0668085490107501,fdoG,formate dehydrogenase-O major subunit,Energy production and conversion,Op317,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0489&e1=1&assembly=complete
