locus,gene_weight,gene_name,gene_product,cog,regulator,link
SP5448_06720,0.1941780458,sagE,streptolysin associated protein SagE,Function unknown,"CcpA,CcpA_core_M1,CovR,Rgg,Rgg,CovR,CovR,CovR,CovR,CovR,CovR,Nra_exponetional_M49",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1291%22)
SP5448_00890,0.1928360465,SP5448_00890,hypothetical protein,Function unknown,"CovR,Mga,Mga,Rgg,Rgg,CovR,CovR,CovR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.143%22)
SP5448_06725,0.1757082232,sagD,streptolysin associated protein SagD,Function unknown,"CcpA,CcpA_core_M1,CovR,Mga,Rgg,Rgg,CovR,CovR,CovR,CovR,CovR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1292%22)
SP5448_06740,0.1680475599,sagA,bacteriocin biosynthesis protein,Function unknown,"CcpA,CcpA_core_M1,CovR,Mga,Rgg,Rgg,CodY_M49,CovR,CovR,CovR,CovR,CovR,Irr_EE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1295%22)
SP5448_06705,0.1678345865,sagH,ABC transporter ATP-binding protein,Defense mechanisms,"CcpA,CcpA_core_M1,CovR,Mga,Rgg,Rgg,CovR,CovR,CovR,CovR,CovR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1288%22)
SP5448_06715,0.165986891,SP5448_06715,streptolysin associated protein SagF,Function unknown,"CcpA,CcpA_core_M1,CovR,Mga,Rgg,Rgg,CovR,CovR,CovR,CovR,CovR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1290%22)
SP5448_06730,0.1637102402,sagC,streptolysin associated protein SagC,Function unknown,"CcpA,CcpA_core_M1,CovR,Mga,Rgg,Rgg,CovR,CovR,CovR,CovR,CovR,Irr_LE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1293%22)
SP5448_06735,0.1623970031,sagB,streptolysin associated protein SagB,Energy production and conversion,"CcpA,CcpA_core_M1,CovR,Rgg,Rgg,CodY_M49,CovR,CovR,CovR,CovR,CovR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1294%22)
SP5448_06700,0.1593408212,sagI,ABC transporter ATP-binding protein,Defense mechanisms,"CcpA,CcpA_core_M1,CovR,TrxR_M1,Mga,Rgg,Rgg,CovR,CovR,CovR,CovR,CovR,CovR,CovR,Irr_LE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1287%22)
SP5448_06710,0.15568293730000002,sagG,ABC transporter ATP-binding protein,Defense mechanisms,"CcpA,CcpA_core_M1,CovR,Mga,Rgg,Rgg,CovR,CovR,CovR,CovR,CovR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1289%22)
SP5448_05305,-0.1401194423,pbuX,xanthine permease,Nucleotide transport and metabolism,"Purine,CcpA_core_M1,CovR,Mga,Rgg,Rgg",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1008%22)
SP5448_05310,-0.1548810989,xpt,xanthine phosphoribosyltransferase,Nucleotide transport and metabolism,"Purine,CcpA_core_M1,CovR,Mga,Rgg,Rgg",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1009%22)
SP5448_08100,-0.202856573,yceD,DNA-binding protein,Transcription,"CovR,CovR,CovR,CovR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1569%22)
