locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b0336,0.32191262730000003,codB,cytosine transporter,Nucleotide transport and metabolism,codBA,"RpoD,PurR,ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11327
b0337,0.2913881685,codA,cytosine/isoguanine deaminase,Nucleotide transport and metabolism,codBA,"RpoD,PurR,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11326
b0329,0.1587062613,yahO,DUF1471 domain-containing protein YahO,Function unknown,yahO,"omrA,omrB,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G6194
b3417,0.15285202,malP,maltodextrin phosphorylase,Carbohydrate transport and metabolism,malPQ,"RpoD,YcjW,Fnr,MalT",https://ecocyc.org/gene?orgid=ECOLI&id=EG10560
b0346,0.1283676449,mhpR,DNA-binding transcriptional activator MhpR,Transcription,mhpR-lacI,"RpoD,YbaQ,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=G6201
b0324,0.12472310410000001,yahJ,putative deaminase with metallo-dependent hydrolase domain,Nucleotide transport and metabolism,yahIJ,,https://ecocyc.org/gene?orgid=ECOLI&id=G6189
b0327,0.11933840450000001,yahM,uncharacterized protein YahM,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6192
b3416,0.10617839550000001,malQ,4-alpha-glucanotransferase,Carbohydrate transport and metabolism,malPQ,"RpoD,RpoE,Fnr,MalT",https://ecocyc.org/gene?orgid=ECOLI&id=EG10561
b0325,0.0986165049,yahK,aldehyde reductase%2C NADPH-dependent,Function unknown,yahK,,https://ecocyc.org/gene?orgid=ECOLI&id=G6190
b0345,-0.1260917441,lacI,DNA-binding transcriptional repressor LacI,Transcription,mhpR-lacI,"RpoD,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10525
