locus,gene_weight,gene_name,gene_product,cog,regulator,link
PA3126,0.2211259187,ibpA,heat-shock protein IbpA,"Post-translational modification, protein turnover,and chaperones",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3126&e1=1&assembly=complete
PA5054,0.2045409889,hslU,ATP-dependent protease ATP-binding subunit HslU,"Post-translational modification, protein turnover,and chaperones",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5054&e1=1&assembly=complete
PA1596,0.197001277,htpG,chaperone protein HtpG,"Post-translational modification, protein turnover,and chaperones",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1596&e1=1&assembly=complete
PA5053,0.196717156,hslV,ATP-dependent protease peptidase subunit,"Post-translational modification, protein turnover,and chaperones",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5053&e1=1&assembly=complete
PA4762,0.19662479770000002,grpE,heat shock protein GrpE,"Post-translational modification, protein turnover,and chaperones",RpoH,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4762&e1=1&assembly=complete
PA4761,0.1963709156,dnaK,molecular chaperone DnaK,"Post-translational modification, protein turnover,and chaperones",RpoH,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4761&e1=1&assembly=complete
PA0779,0.19371267960000002,PA0779,ATP-dependent protease,"Post-translational modification, protein turnover,and chaperones",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0779&e1=1&assembly=complete
PA4542,0.1871828596,clpB,chaperone protein ClpB,"Post-translational modification, protein turnover,and chaperones",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4542&e1=1&assembly=complete
PA4760,0.15278479650000001,dnaJ,molecular chaperone DnaJ,"Post-translational modification, protein turnover,and chaperones",RpoH,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4760&e1=1&assembly=complete
PA4387,0.1444235335,PA4387,phage exclusion suppressor FxsA,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4387&e1=1&assembly=complete
PA4386,0.14379571600000002,groES,co-chaperonin GroES,"Post-translational modification, protein turnover,and chaperones",RpoH,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4386&e1=1&assembly=complete
PA4385,0.1388351497,groEL,molecular chaperone GroEL,"Post-translational modification, protein turnover,and chaperones",RpoH,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4385&e1=1&assembly=complete
PA4759,0.1363292659,dapB,4-hydroxy-tetrahydrodipicolinate reductase,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4759&e1=1&assembly=complete
PA3952,0.1267134069,PA3952,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3952&e1=1&assembly=complete
PA1597,0.12556610640000002,PA1597,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1597&e1=1&assembly=complete
PA5055,0.0928282716,PA5055,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5055&e1=1&assembly=complete
PA4870,0.0913117259,PA4870,hypothetical protein,Signal transduction mechanisms,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4870&e1=1&assembly=complete
PA4061,0.08754944020000001,PA4061,thioredoxin,"Post-translational modification, protein turnover,and chaperones",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4061&e1=1&assembly=complete
PA0905,0.0827510623,rsmA,carbon storage regulator,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0905&e1=1&assembly=complete
PA4475,0.0702210991,PA4475,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4475&e1=1&assembly=complete
PA4752,0.068890853,ftsJ,cell division protein FtsJ,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4752&e1=1&assembly=complete
PA1803,0.0687627229,lon,Lon protease,"Post-translational modification, protein turnover,and chaperones",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1803&e1=1&assembly=complete
PA4474,0.0646939395,PA4474,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4474&e1=1&assembly=complete
PA2830,0.062089912100000005,htpX,protease HtpX,"Post-translational modification, protein turnover,and chaperones",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2830&e1=1&assembly=complete
