locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_1926,0.1532539201,flgA,flagellar basal body P-ring formation protein FlgA,Cell motility,,
PSPTO_1957,0.14775325020000002,fliE,flagellar hook-basal body complex protein FliE,Cell motility,,
PSPTO_1939,0.1476860474,flgF,flagellar basal body rod protein FlgF,Cell motility,,
PSPTO_0927,0.1468887371,PSPTO_0927,prepilin-type N-terminal cleavage/methylation domain-containing protein,Cell motility,,
PSPTO_1940,0.14612860260000002,flgG,flagellar basal-body rod protein FlgG,Cell motility,,
PSPTO_1934,0.1429797783,flgC,flagellar basal body rod protein FlgC,Cell motility,,
PSPTO_1933,0.1388597418,flgB,flagellar basal body rod protein FlgB,Cell motility,,
PSPTO_1941,0.1366228311,flgH,flagellar basal body L-ring protein FlgH,Cell motility,,
PSPTO_1968,0.1328279343,fliL,flagellar basal body-associated protein FliL,Cell motility,,
PSPTO_1958,0.1279825132,fliF,flagellar M-ring protein FliF,Cell motility,,
PSPTO_1920,0.1271288073,PSPTO_1920,dTDP-4-amino-4%2C6-dideoxy-D-glucose aminotransferase VioA,Amino acid transport and metabolism,,
PSPTO_1913,0.1252473443,PSPTO_1913,acyl carrier protein,No COG annotation,,
PSPTO_1986,0.11991542120000001,PSPTO_1986,ParA family protein,"Cell cycle control, cell division, chromosome partitioning",,
PSPTO_1955,0.1184554344,fleS,PAS domain-containing protein,Signal transduction mechanisms,,
PSPTO_1935,0.1138535274,flgD,flagellar hook assembly protein FlgD,Cell motility,,
PSPTO_1914,0.1104049366,PSPTO_1914,SDR family oxidoreductase,Lipid transport and metabolism,,
PSPTO_1942,0.1097181858,flgI,flagellar basal body P-ring protein FlgI,Cell motility,,
PSPTO_1976,0.1089885508,flhA,flagellar biosynthesis protein FlhA,Cell motility,,
PSPTO_1969,0.1080628731,fliM,flagellar motor switch protein FliM,Cell motility,,
PSPTO_1320,0.10744339060000001,PSPTO_1320,YkgJ family cysteine cluster protein,Function unknown,,
PSPTO_1915,0.1029169463,PSPTO_1915,dTDP-4-amino-4%2C6-dideoxy-D-glucose acetyltransferase VioB,Function unknown,,
PSPTO_1977,0.10190908500000001,flhF,flagellar biosynthesis protein FlhF,Cell motility,,
PSPTO_1959,0.0967587413,fliG,flagellar motor switch protein FliG,Cell motility,,
PSPTO_1956,0.09280984190000001,fleR,sigma-54-dependent Fis family transcriptional regulator,Signal transduction mechanisms,,
PSPTO_2700,0.0928002324,PSPTO_2700,hypothetical protein,No COG annotation,,
PSPTO_1970,0.0859751831,fliN,flagellar motor switch protein FliN,Cell motility,,
PSPTO_1978,0.0859155432,fleN,MinD/ParA family protein,"Cell cycle control, cell division, chromosome partitioning",,
PSPTO_1971,0.0758422809,fliO,flagellar biosynthetic protein FliO,Cell motility,,
PSPTO_1972,0.0741902376,fliP,flagellar type III secretion system pore protein FliP,Cell motility,,
PSPTO_1960,0.0734443521,fliH,flagellar assembly protein FliH,Cell motility,,
PSPTO_3821,0.06325620280000001,PSPTO_3821,DUF4823 domain-containing protein,Cell wall/membrane/envelope biogenesis,,
PSPTO_1916,0.062308803600000004,PSPTO_1916,ketoacyl-ACP synthase III,Lipid transport and metabolism,,
PSPTO_1919,0.0621258952,PSPTO_1919,class I SAM-dependent methyltransferase,Coenzyme transport and metabolism,,
PSPTO_1974,0.0619174984,fliR,flagellar type III secretion system protein FliR,Cell motility,,
PSPTO_1936,0.060485688700000005,flgE,flagellar hook protein FlgE,Cell motility,,
PSPTO_3660,-0.0704613872,xdhA,xanthine dehydrogenase small subunit,Energy production and conversion,PSPTO_3698,
PSPTO_1771,-0.0903291258,PSPTO_1771,DUF1127 domain-containing protein,Function unknown,,
