locus,gene_weight,gene_name,gene_product,cog,operon,regulator,PP_0204,link
PP_5172,0.2008379669505901,PP_5172,hypothetical protein,Function unknown,Op3369,"TurB,GacA",False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5172&e1=1&assembly=complete
PP_5171,0.1879418683909338,sbp-II,sulfate ABC transporter,Inorganic ion transport and metabolism,Op3369,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5171&e1=1&assembly=complete
PP_0233,0.1674265601469582,tauA,taurine ABC transporter periplasmic binding subunit,Inorganic ion transport and metabolism,Op159,GacA,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0233&e1=1&assembly=complete
PP_0236,0.160498902869164,ssuE,NAD(P)H-dependent FMN reductase subunit,Function unknown,Op162,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0236&e1=1&assembly=complete
PP_5166,0.1555404642373759,PP_5166,Sigma-54 dependent transcriptional regulator,Transcription,Op3366,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5166&e1=1&assembly=complete
PP_0231,0.148859950590045,tauC,taurine ABC transporter permease subunit,Inorganic ion transport and metabolism,Op159,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0231&e1=1&assembly=complete
PP_0232,0.1479908091629142,tauB-II,ATP-binding taurine transporter subunit,Inorganic ion transport and metabolism,Op159,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0232&e1=1&assembly=complete
PP_3528,0.1437749320291152,PP_3528,putative ABC transporter%2C periplasmic substrate-binding protein,Inorganic ion transport and metabolism,Op2285,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3528&e1=1&assembly=complete
PP_0237,0.1416830329774848,ssuA,aliphatic sulfonate ABC transporter - periplasmic binding protein / transport of isethionate,Inorganic ion transport and metabolism,Op162,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0237&e1=1&assembly=complete
PP_5165,0.1374918021787612,plpB,NLPA lipoprotein,Cell wall/membrane/envelope biogenesis,Op3365,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5165&e1=1&assembly=complete
PP_5167,0.1367746453827173,PP_5167,conserved hypothetical protein,Function unknown,Op3367,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5167&e1=1&assembly=complete
PP_0230,0.1354083171267139,atsK,alpha-ketoglutarate-dependent sulfonate dioxygenase,"Secondary metabolites biosynthesis, transport, and catabolism",Op158,GacA,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0230&e1=1&assembly=complete
PP_0238,0.130458316582694,ssuD,alkanesulfonate monooxygenase,Energy production and conversion,Op162,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0238&e1=1&assembly=complete
PP_0235,0.1289418839316056,PP_0235,Peroxidase,"Post-translational modification, protein turnover, and chaperones",Op161,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0235&e1=1&assembly=complete
PP_2772,0.123613039237108,PP_2772,putative Monooxygenase,Lipid transport and metabolism,Op1799,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2772&e1=1&assembly=complete
PP_0204,0.110939550352513,PP_0204,Transcriptional regulator%2C GntR family,Transcription,Op145,PP_0204,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0204&e1=1&assembly=complete
PP_0224,0.1066151875458464,PP_0224,Monooxygenase%2C DszC family,Lipid transport and metabolism,Op154,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0224&e1=1&assembly=complete
PP_0240,0.1053921723308467,ssuB,Aliphatic sulfonates import ATP-binding protein SsuB,Inorganic ion transport and metabolism,Op162,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0240&e1=1&assembly=complete
PP_0239,0.103572767477068,ssuC,aliphatic sulfonate ABC transporter - permease subunit / transport of isethionate,Inorganic ion transport and metabolism,Op162,GacA,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0239&e1=1&assembly=complete
PP_3529,0.1027210761713893,dmoA-II,dimethyl-sulfide monooxygenase,Energy production and conversion,Op2285,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3529&e1=1&assembly=complete
PP_2773,0.0990695183281921,PP_2773,conserved protein of unknown function,No COG annotation,Op1800,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2773&e1=1&assembly=complete
PP_2771,0.0956077227388552,PP_2771,Sigma-54 dependent transcriptional regulator,Transcription,Op1799,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2771&e1=1&assembly=complete
PP_0241,0.0926399163823249,PP_0241,Transporter,Coenzyme transport and metabolism,Op162,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0241&e1=1&assembly=complete
PP_5170,0.0891718436459768,cysU,sulfate ABC transporter%2C inner membrane subunit CysT,Inorganic ion transport and metabolism,Op3368,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5170&e1=1&assembly=complete
PP_0206,0.0861676120528158,PP_0206,Ferredoxin%2C 4Fe-4S,Energy production and conversion,Op146,PP_0204,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0206&e1=1&assembly=complete
PP_0921,0.0793002765465286,PP_0921,Transcriptional regulator%2C ArsR family,Transcription,Op590,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0921&e1=1&assembly=complete
PP_0205,0.0788352918473295,PP_0205,putative Oxidoreductase,Energy production and conversion,Op145,PP_0204,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0205&e1=1&assembly=complete
PP_2244,0.0786100301178335,PP_2244,putative transmembrane protein TauE like,Function unknown,Op1450,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2244&e1=1&assembly=complete
PP_0920,0.0766955390203907,xenB,Xenobiotic reductase B,Energy production and conversion,Op590,GacA,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0920&e1=1&assembly=complete
