locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM3231,0.21123751100000002,yqjK,putative inner membrane protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3231
STM2873,0.2066931371,prgI,cytoplasmic cell invasion protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2873
STM0025,0.1806789436,bcfE,fimbrial subunit,Cell motility,"argR,nac",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0025
STM1451,0.1526761506,gst,glutathionine S-transferase,"Post-translational modification, protein turnover,and chaperones",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1451
STM1946,0.1253637923,uvrC,UvrC,"Replication, recombination and repair","lexA,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1946
STM0017,0.1126524928,STM0017,putative protein,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0017
STM1452,0.0997625563,ydgR,putative POT family peptide transport protein,"Intracellular trafficking, secretion, and vesicular transport","gadX,lrp,nac,ompR,rpoD,ydcI",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1452
STM3454,0.09864299650000001,slyX,putative cytoplasmic protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3454
STM2945,0.090965397,sopD,secreted protein in the Sop family%3B transferred to eukaryotic cells,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2945
STM4227,0.08618709050000001,malG,maltose transport protein,"Intracellular trafficking, secretion, and vesicular transport","creB,crp,fis,malT,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4227
STM1301,-0.0990933366,STM1301,putative mutator MutT protein,"Replication, recombination and repair",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1301
