locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,link
PA4410,0.079440435,ddlB,,D-alanine--D-alanine ligase,Nucleotide transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4410&e1=1&assembly=complete
PA4409,0.07904870500000001,ftsQ,,cell division protein FtsQ,"Cell cycle control, cell division, chromosome partitioning",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4409&e1=1&assembly=complete
PA4411,0.07554504000000001,murC,,UDP-N-acetylmuramate--L-alanine ligase,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4411&e1=1&assembly=complete
PA1482,0.069004694,ccmH,,cytochrome c-type biogenesis protein CcmH,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1482&e1=1&assembly=complete
PA4412,0.06877377200000001,murG,,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4412&e1=1&assembly=complete
PA4408,0.065143728,ftsA,,cell division protein FtsA,"Cell cycle control, cell division, chromosome partitioning",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4408&e1=1&assembly=complete
PA1059,0.059930664,PA1059,,monovalent cation/H+ antiporter subunit G,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1059&e1=1&assembly=complete
PA4413,0.058662959,ftsW,,cell division protein FtsW,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4413&e1=1&assembly=complete
PA4417,0.058579071,murE,,UDP-N-acetylmuramoylalanyl-D-glutamate--2%2C6-diaminopimelate ligase,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4417&e1=1&assembly=complete
PA2237,0.055587108,pslG,,biofilm formation protein PslG,Carbohydrate transport and metabolism,AmrZ,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2237&e1=1&assembly=complete
PA3809,0.054611726000000006,fdx2,,(2Fe-2S) ferredoxin,Energy production and conversion,IscR,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3809&e1=1&assembly=complete
PA1481,0.054378976,ccmG,,cytochrome c-type biogenesis protein CcmG,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1481&e1=1&assembly=complete
PA4558,0.053573831,PA4558,,FkbP-type peptidyl-prolyl cis-trans isomerase,Carbohydrate transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4558&e1=1&assembly=complete
PA1483,0.053543816,cycH,,cytochrome c-type biogenesis protein CycH,"Post-translational modification, protein turnover,and chaperones",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1483&e1=1&assembly=complete
PA3802,0.05266110500000001,hisS,,histidine--tRNA ligase,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3802&e1=1&assembly=complete
PA4418,0.052189069000000005,ftsI,,penicillin-binding protein 3,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4418&e1=1&assembly=complete
PA4414,0.051726423,murD,,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4414&e1=1&assembly=complete
