locus,gene_weight,gene_name,gene_product,cog,regulator,appY,link
STM1786,0.2221646556,STM1786,hydrogenase-1 small subunit,Energy production and conversion,"appY,arcA,fis,iscR,narL,narP,rpoD,rpoS,ydeO",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1786
STM1788,0.2159208527,STM1788,putative Ni/Fe-hydrogenase 1 b-type cytochrome subunit,Energy production and conversion,"appY,arcA,fis,iscR,narL,narP,rpoD,rpoS,ydeO",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1788
STM1790,0.21518268570000001,STM1790,putative thiol-disulfide isomerase and thioredoxin,Function unknown,"appY,arcA,fis,iscR,narL,narP,rpoD,rpoS,ydeO",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1790
STM1789,0.20969679060000002,STM1789,putative hydrogenase maturation protease,Energy production and conversion,"appY,arcA,fis,iscR,narL,narP,rpoD,rpoS,ydeO",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1789
STM1791,0.20126314550000002,STM1791,putative hydrogenase-1 protein,Energy production and conversion,"appY,arcA,fis,iscR,narL,narP,rpoD,rpoS,ydeO",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1791
STM1793,0.1928382005,STM1793,putative cytochrome oxidase%2C subunit II,Energy production and conversion,"appY,arcA,rpoD,rpoS,ydeO",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1793
STM1792,0.18154592400000003,STM1792,putative cytochrome oxidase%2C subunit I,Energy production and conversion,"appY,arcA,rpoD,rpoS,ydeO",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1792
STM1562,0.17912249430000002,STM1562,putative periplasmic transport protein,Cell wall/membrane/envelope biogenesis,"fliZ,gadE,gadW,gadX,h-NS,lrp,marA,phoP,rcsB,rpoD,rpoS,torR",False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1562
STM1787,0.1686522463,STM1787,hydrogenase-1 large subunit,Energy production and conversion,"appY,arcA,fis,iscR,narL,narP,rpoD,rpoS,ydeO",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1787
STM4296,0.13905697150000002,adi,arginine decarboxylase,Amino acid transport and metabolism,"adiY,h-NS,ihf,rpoD",False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4296
STM4294,0.1284576977,yjdE,putative APC family putrescine/ornithine transport protein,"Intracellular trafficking, secretion, and vesicular transport","gadE;rcsB,phoB,rpoH",False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4294
