locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM1060,0.1427666709,STM1060,putative iron-sulfur protein,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1060
STM2219,0.135295356,yejF,putative ATPase component of ABC-type transport system,Inorganic ion transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2219
STM1087,0.13076704990000002,pipA,Pathogenicity island encoded protein: SPI5,Amino acid transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1087
STM4552,0.11763582380000001,STM4552,putative inner membrane protein,Function unknown,"fnr,fur,nac,oxyR,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4552
STM2983,0.1163625523,ygdI,putative lipoprotein,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2983
STM4451,0.1110227364,nrdG,anaerobic ribonucleotide reductase activating protein,Energy production and conversion,"fnr,h-NS,nrdR,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4451
STM2753,0.1058540115,STM2753,putative dehydrogenase,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2753
STM4172,0.1058193666,zraP,zinc-resistance associated protein,Cell motility,"rpoN,zraR",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4172
STM3036,0.1005524897,STM3036,putative inner membrane protein,Lipid transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3036
STM0841,0.1001614786,ybiU,putative cytoplasmic protein,Function unknown,arcA,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0841
STM0266,0.1000932845,STM0266,putative cytoplasmic protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0266
STM1422,0.0999078605,ssaU,secretion system apparatus protein,"Intracellular trafficking, secretion, and vesicular transport",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1422
STM2162,0.0959433393,yehW,putative ABC-type proline/glycine betaine transport system%2C permease component,Inorganic ion transport and metabolism,"rpoH,rpoS",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2162
STM3944,0.09327480090000001,STM3944,putative inner membrane protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3944
STM0843,0.0917570496,pflF,putative pyruvate formate lyase,Energy production and conversion,"arcA,fnr",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0843
STM0106,0.085711,yabJ,putative ABC-transport protein,Coenzyme transport and metabolism,"TPP,rpoD,sgrR",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0106
STM2752,0.08175699680000001,STM2752,putative PTS enzyme III glucitol,Carbohydrate transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2752
STM3527,0.0813155316,STM3527,putative inner membrane protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3527
STM1696,0.07991932900000001,sapF,ABC superfamily peptide transport protein,Inorganic ion transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1696
STM0101,0.07916765440000001,araD,L-ribulose-5-phosphate 4-epimerase,Carbohydrate transport and metabolism,"araC,crp,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0101
STM3633,0.0790538107,STM3633,putative bacterial regulatory protein,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3633
STM0583,0.072223892,ybdK,putative cytoplasmic protein,Nucleotide transport and metabolism,nac,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0583
STM3118,0.0720349144,STM3118,putative acetyl-CoA hydrolase,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3118
STM2443,0.0717606392,cysU,thiosulfate transport protein,Inorganic ion transport and metabolism,"cysB,h-NS,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2443
STM4282,0.0707939823,nrfG,component of formate-dependent nitrite reductase complex,"Post-translational modification, protein turnover,and chaperones","arcA,fis,flhD;flhC,fnr,ihf,narL,narP,nsrR,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4282
STM0142,0.06896794590000001,hofC,putative component in type IV pilin biogenesis,Cell motility,"crp,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0142
STM4592,0.0683495066,sthD,putative fimbrial subunit,Cell motility,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4592
STM4339,0.0682757321,blc,outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,rpoS,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4339
STM0771,0.0666393437,STM0771,putative ABC-type cobalamin/Fe3+-siderophores transport system%2C ATPase component,Coenzyme transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0771
STM2425,0.06662357220000001,yfeH,putative Na+-dependent transporter,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2425
STM0582,0.0653831077,ybdJ,putative inner membrane protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0582
STM2495,0.0649104281,yfgD,putative arsenate reductase,Inorganic ion transport and metabolism,rpoE,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2495
STM2553,0.0644493185,csiE,stationary phase inducible protein,Transcription,"crp,h-NS,lrp,nac,rpoD,rpoS",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2553
STM0844,0.0638169353,pflE,putative pyruvate formate lyase activating enzyme,Coenzyme transport and metabolism,"arcA,fnr",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0844
STM2058,0.0631314479,pduX,propanediol utilization protein,"Secondary metabolites biosynthesis, transport, and catabolism",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2058
STM2509,0.0630900169,STM2509,putative IS3-like transposase,"Replication, recombination and repair",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2509
STM0307,0.0630651613,STM0307,homology to Shigella VirG protein,Cell motility,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0307
STM1472,0.06284105050000001,STM1472,putative periplasmic protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1472
STM3669,0.062351572300000005,yiaL,putative cytoplasmic protein,Carbohydrate transport and metabolism,"crp,ihf,rpoD,rpoE,yiaJ",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3669
STM0952,0.0617205029,STM0952,putative transcriptional regulator%2C lysR family,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0952
