locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
USA300HOU_RS10370,0.16180856100000002,USA300HOU_RS10370,staphostatin A,No COG category,sspP,,https://aureowiki.med.uni-greifswald.de/SAUPAN004940000
USA300HOU_RS03725,0.161300584,USA300HOU_RS03725,hypothetical protein,No COG category,ycsN,,https://aureowiki.med.uni-greifswald.de/SAUPAN002573000
USA300HOU_RS15315,0.153570183,USA300HOU_RS15315,hypothetical protein,No COG category,,,
USA300HOU_RS10855,0.13773806900000002,USA300HOU_RS10855,toxin MazF,Function unknown,,Genomic Island 9,https://aureowiki.med.uni-greifswald.de/SAUPAN005160000
USA300HOU_RS12245,0.13633714,USA300HOU_RS12245,hypothetical protein,No COG category,,,
USA300HOU_RS09600,0.12898044,USA300HOU_RS09600,hypothetical protein,Function unknown,,Genomic Island 8,https://aureowiki.med.uni-greifswald.de/SAUPAN004549000
USA300HOU_RS06695,0.11965117400000001,USA300HOU_RS06695,hypothetical protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN003682000
USA300HOU_RS08530,0.11755559800000001,USA300HOU_RS08530,hypothetical protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN004187000
USA300HOU_RS14135,0.11174246700000001,USA300HOU_RS14135,hypothetical protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN006307000
USA300HOU_RS04240,0.109653446,USA300HOU_RS04240,hypothetical protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN002770000
USA300HOU_RS06605,0.10927624200000001,USA300HOU_RS06605,hypothetical protein,No COG category,,Genomic Island 4,https://aureowiki.med.uni-greifswald.de/SAUPAN003631000
USA300HOU_RS03830,0.109106616,USA300HOU_RS03830,hypothetical protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN002595000
USA300HOU_RS14670,0.103571546,USA300HOU_RS14670,hypothetical protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN006470000
USA300HOU_RS10490,0.096538039,USA300HOU_RS10490,membrane protein,No COG category,,YtrA,https://aureowiki.med.uni-greifswald.de/SAUPAN004998000
USA300HOU_RS12185,0.093951372,USA300HOU_RS12185,hypothetical protein,No COG category,,,
USA300HOU_RS12490,0.09291494500000001,USA300HOU_RS12490,hypothetical protein,No COG category,lytB,,https://aureowiki.med.uni-greifswald.de/SAUPAN005784000
USA300HOU_RS13395,0.092615006,USA300HOU_RS13395,hypothetical protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN006033000
USA300HOU_RS05790,0.092301623,USA300HOU_RS05790,hypothetical protein,No COG category,,WalR,https://aureowiki.med.uni-greifswald.de/SAUPAN003400000
USA300HOU_RS12890,0.09094453300000001,USA300HOU_RS12890,DUF4889 domain-containing protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN005909000
USA300HOU_RS06640,0.090114286,USA300HOU_RS06640,hypothetical protein,No COG category,,Genomic Island 4,https://aureowiki.med.uni-greifswald.de/SAUPAN003661000
USA300HOU_RS06680,0.089000493,USA300HOU_RS06680,hypothetical protein,Signal transduction mechanisms,,Genomic Island 4,https://aureowiki.med.uni-greifswald.de/SAUPAN003672000
USA300HOU_RS03295,0.088669124,USA300HOU_RS03295,hypothetical protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN004091000
USA300HOU_RS12995,0.087989357,USA300HOU_RS12995,hypothetical protein,No COG category,,,
USA300HOU_RS00330,0.08660838500000001,USA300HOU_RS00330,ArgR family transcriptional regulator,Transcription,,Genomic Island 1,https://aureowiki.med.uni-greifswald.de/SAUPAN000815000
USA300HOU_RS05980,0.08656838,yggT,cell division protein,Function unknown,"ylmE,sepF,yggT",,https://aureowiki.med.uni-greifswald.de/SAUPAN003461000
USA300HOU_RS02925,0.08615033700000001,dgK,deoxyguanosine kinase,Nucleotide transport and metabolism,"dcK,dgK",,https://aureowiki.med.uni-greifswald.de/SAUPAN002330000
USA300HOU_RS11605,0.082954253,USA300HOU_RS11605,hypothetical protein,Function unknown,,,https://aureowiki.med.uni-greifswald.de/SAUPAN005459000
USA300HOU_RS03400,0.08176132100000001,mnhe2,Na+/H+ antiporter subunit E,Inorganic ion transport and metabolism,"mnha2,mnhb2,mnhc2,mnhd2,mnhe2,mnhf2,mnhg2",,https://aureowiki.med.uni-greifswald.de/SAUPAN002498000
USA300HOU_RS09275,0.08129916200000001,ytzB,peptidase,Function unknown,ytzB,,https://aureowiki.med.uni-greifswald.de/SAUPAN004413000
USA300HOU_RS10505,0.081265561,USA300HOU_RS10505,hypothetical protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN005001000
USA300HOU_RS03175,0.081201964,USA300HOU_RS03175,hypothetical protein,Function unknown,,,https://aureowiki.med.uni-greifswald.de/SAUPAN002444000
USA300HOU_RS03125,0.079948461,USA300HOU_RS03125,hypothetical protein,Function unknown,,Genomic Island 2,https://aureowiki.med.uni-greifswald.de/SAUPAN002446000
USA300HOU_RS10150,0.07899568600000001,USA300HOU_RS10150,membrane protein,No COG category,recX,,https://aureowiki.med.uni-greifswald.de/SAUPAN004853000
USA300HOU_RS05580,0.078275407,USA300HOU_RS05580,hypothetical protein,No COG category,,,
USA300HOU_RS00335,0.07745666200000001,USA300HOU_RS00335,universal stress protein,Signal transduction mechanisms,,,https://aureowiki.med.uni-greifswald.de/SAUPAN000816000
USA300HOU_RS04545,0.077177902,USA300HOU_RS04545,hypothetical protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN003014000
USA300HOU_RS00485,0.07692874400000001,USA300HOU_RS00485,DUF4865 domain-containing protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN000846000
USA300HOU_RS13625,0.075703899,zitR,MarR family transcriptional regulator,Transcription,"yfmO,zitR",,https://aureowiki.med.uni-greifswald.de/SAUPAN006149000
USA300HOU_RS00215,0.072677534,USA300HOU_RS00215,hypothetical protein,No COG category,,Genomic Island 1,https://aureowiki.med.uni-greifswald.de/SAUPAN000500000
USA300HOU_RS11740,0.072427237,USA300HOU_RS11740,multidrug resistance efflux pump SepA,No COG category,,Genomic Island 10,https://aureowiki.med.uni-greifswald.de/SAUPAN005555000
USA300HOU_RS06915,0.07175019,USA300HOU_RS06915,hypothetical protein,No COG category,glcT,,https://aureowiki.med.uni-greifswald.de/SAUPAN003747000
USA300HOU_RS09830,0.07095019100000001,USA300HOU_RS09830,hypothetical protein,Function unknown,,VraS2,https://aureowiki.med.uni-greifswald.de/SAUPAN004769000
USA300HOU_RS10815,0.07075286700000001,USA300HOU_RS10815,hypothetical protein,No COG category,,"VraR,Genomic Island 9",https://aureowiki.med.uni-greifswald.de/SAUPAN005122000
USA300HOU_RS09460,0.06983162,USA300HOU_RS09460,hypothetical protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN004480000
USA300HOU_RS01555,0.068885601,USA300HOU_RS01555,hypothetical protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN001197000
USA300HOU_RS13510,0.068350586,USA300HOU_RS13510,hypothetical protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN006093000
USA300HOU_RS03150,0.066200204,USA300HOU_RS03150,hypothetical protein,Function unknown,,Genomic Island 2,https://aureowiki.med.uni-greifswald.de/SAUPAN002458000
USA300HOU_RS03275,0.065537314,sarA,transcriptional regulator,Transcription,sarA,,https://aureowiki.med.uni-greifswald.de/SAUPAN002485000
USA300HOU_RS03610,0.065042785,sarX,MarR family transcriptional regulator,Transcription,sarX,WalR,https://aureowiki.med.uni-greifswald.de/SAUPAN002548000
USA300HOU_RS00315,0.064465704,USA300HOU_RS00315,Crp/Fnr family transcriptional regulator,Transcription,,Genomic Island 1,https://aureowiki.med.uni-greifswald.de/SAUPAN000812000
