,name,x,y,cog,color,link
meta,start,0.055177874894210166,,,,
PA0001,dnaA,483,0.0051384726,"Replication, recombination and repair",#1e90ff,
PA0002,dnaN,2056,-0.00035250550000000004,"Replication, recombination and repair",#1e90ff,
PA0003,recF,3169,0.0052945235,"Replication, recombination and repair",#1e90ff,
PA0004,gyrB,4275,0.0032105572000000002,"Replication, recombination and repair",#1e90ff,
PA0005,lptA,7018,-0.0017706564000000001,Lipid transport and metabolism,#87cefa,
PA0006,PA0006,7803,0.0079627775,Carbohydrate transport and metabolism,#ffc0cb,
PA0007,PA0007,8671,0.0016102682,Energy production and conversion,#708090,
PA0008,glyS,10434,-0.0152894764,"Translation, ribosomal structure and biogenesis",#daa520,
PA0009,glyQ,12488,-0.0094537784,"Translation, ribosomal structure and biogenesis",#daa520,
PA0010,tag,13540,-0.0071463882,"Replication, recombination and repair",#1e90ff,
PA0011,PA0011,14235,0.0175107119,Cell wall/membrane/envelope biogenesis,#c71585,
PA0012,PA0012,15207,-0.0061985525,Function unknown,#0000ff,
PA0013,PA0013,15620,0.0088284412,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PA0014,PA0014,16335,-0.0040059206,No COG annotation,#00bfbf,
PA0015,PA0015,16900,-0.0010047740000000002,Cell motility,#da70d6,
PA0016,trkA,17366,-0.0038405455,Inorganic ion transport and metabolism,#8b4513,
PA0017,PA0017,18767,-0.0085803012,"Translation, ribosomal structure and biogenesis",#daa520,
PA0018,fmt,20068,-0.0048376352,"Translation, ribosomal structure and biogenesis",#daa520,
PA0019,def,21067,-0.0051726260000000005,"Translation, ribosomal structure and biogenesis",#daa520,
PA0020,PA0020,21712,-0.0031569565,Function unknown,#0000ff,
PA0021,PA0021,22872,-0.0218198758,"Replication, recombination and repair",#1e90ff,
PA0022,PA0022,24001,-0.0045808798,"Translation, ribosomal structure and biogenesis",#daa520,
PA0023,qor,24568,0.0017651596,Energy production and conversion,#708090,
PA0024,hemF,25736,-0.008317857,Coenzyme transport and metabolism,#d3d3d3,
PA0025,aroE,26711,-0.0132551704,Amino acid transport and metabolism,#ff0000,
PA0026,plcB,27646,-0.0078589865,No COG annotation,#00bfbf,
PA0027,PA0027,28613,-0.009063799400000001,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0028,PA0028,29896,-0.0125159591,No COG annotation,#00bfbf,
PA0029,PA0029,30502,-0.0079821717,Inorganic ion transport and metabolism,#8b4513,
PA0030,PA0030,32060,-0.0074436029,Amino acid transport and metabolism,#ff0000,
PA0031,betC,33000,0.0017934876,Inorganic ion transport and metabolism,#8b4513,
PA0032,PA0032,34624,-0.010204932,Transcription,#000000,
PA0032a,PA0032a,35549,-0.0130030393,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
PA0033,PA0033,35905,-0.0113036709,Signal transduction mechanisms,#f4a460,
PA0034,PA0034,36278,-0.0087155337,Transcription,#000000,
PA0035,trpA,37087,-0.0097354066,Amino acid transport and metabolism,#ff0000,
PA0036,trpB,37890,-0.0010810618,Amino acid transport and metabolism,#ff0000,
PA0037,trpI,39202,-0.0203756511,Transcription,#000000,
PA0038,PA0038,40190,-0.0009314648000000001,Function unknown,#0000ff,
PA0039,PA0039,40589,-0.0008576586000000001,Function unknown,#0000ff,
PA0040,PA0040,41113,0.0104206422,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PA0041,PA0041,42914,0.0204956077,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PA0041a,PA0041a,54121,0.033232934900000004,"Replication, recombination and repair",#1e90ff,
PA0042,PA0042,56546,0.011652962400000001,No COG annotation,#00bfbf,
PA0043,PA0043,57212,-0.0012002612,Function unknown,#0000ff,
PA0044,exoT,58786,-0.0147992329,Function unknown,#0000ff,
PA0045,PA0045,60656,-0.0103433644,Cell wall/membrane/envelope biogenesis,#c71585,
PA0046,PA0046,61373,-0.0020128752,Function unknown,#0000ff,
PA0047,PA0047,61879,0.0043525071,Function unknown,#0000ff,
PA0048,PA0048,62403,0.005114562400000001,Transcription,#000000,
PA0049,PA0049,63068,0.0046210933,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0050,PA0050,65339,0.0058107552,No COG annotation,#00bfbf,
PA0051,phzH,66303,0.0090337757,Amino acid transport and metabolism,#ff0000,
PA0052,PA0052,68188,0.0035048056,"Replication, recombination and repair",#1e90ff,
PA0054,PA0054,69543,-0.0006329648,"Translation, ribosomal structure and biogenesis",#daa520,
PA0055,PA0055,70130,0.0020641680000000003,Function unknown,#0000ff,
PA0056,PA0056,70702,-0.0078473514,Transcription,#000000,
PA0057,PA0057,71730,-0.018311013100000002,Function unknown,#0000ff,
PA0058,PA0058,72680,-0.0151309718,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0059,osmC,73468,-0.0040241901,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0060,PA0060,74034,-0.0037387223,Function unknown,#0000ff,
PA0061,PA0061,74279,-0.029391494100000002,No COG annotation,#00bfbf,
PA0062,PA0062,74773,-0.004741541,No COG annotation,#00bfbf,
PA0063,PA0063,75281,-0.0021296198,Function unknown,#0000ff,
PA0064,PA0064,76416,-0.0123269144,No COG annotation,#00bfbf,
PA0065,PA0065,77432,-0.0113712454,Function unknown,#0000ff,
PA0066,PA0066,78090,-0.0033433619000000003,Function unknown,#0000ff,
PA0067,prlC,78710,-0.001122055,Amino acid transport and metabolism,#ff0000,
PA0068,PA0068,80752,-0.013288619500000001,Function unknown,#0000ff,
PA0069,PA0069,81116,-0.024439408200000002,"Replication, recombination and repair",#1e90ff,
PA0070,PA0070,82404,-0.0017372989,Function unknown,#0000ff,
PA0071,tagR2,83380,-0.0016925223,Function unknown,#0000ff,
PA0072,PA0072,85085,0.018989781100000002,Defense mechanisms,#90ee90,
PA0073,PA0073,86284,-0.0209567747,Defense mechanisms,#90ee90,
PA0074,ppkA,87000,-0.0013657862,Transcription,#000000,
PA0075,pppA,90106,0.0012011963,Signal transduction mechanisms,#f4a460,
PA0076,PA0076,90844,-0.008146890300000001,Function unknown,#0000ff,
PA0077,icmF1,91521,-0.0069179581000000006,Function unknown,#0000ff,
PA0078,PA0078,95048,0.001298984,Cell motility,#da70d6,
PA0079,PA0079,96404,-0.0015471391000000001,Function unknown,#0000ff,
PA0080,PA0080,97754,-0.0015158195,Function unknown,#0000ff,
PA0081,fha1,98263,0.0031970248,Signal transduction mechanisms,#f4a460,
PA0082,PA0082,100124,0.0066102024,Function unknown,#0000ff,
PA0083,PA0083,101247,-0.0105148169,Function unknown,#0000ff,
PA0084,PA0084,101778,-0.0006385089000000001,Function unknown,#0000ff,
PA0085,hcp1,103350,0.0063227179,Function unknown,#0000ff,
PA0086,PA0086,104006,-0.0110932682,Function unknown,#0000ff,
PA0087,PA0087,104853,0.0025491208,Function unknown,#0000ff,
PA0088,PA0088,105359,-0.0090493734,Function unknown,#0000ff,
PA0089,PA0089,107182,0.0044887723,Function unknown,#0000ff,
PA0090,clpV1,108221,-0.0110437672,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0091,vgrG1,110976,-0.0022001603,Function unknown,#0000ff,
PA0092,PA0092,113022,-0.0058984619000000005,No COG annotation,#00bfbf,
PA0093,PA0093,113303,0.0016463623,Function unknown,#0000ff,
PA0094,PA0094,114611,0.0161977784,Function unknown,#0000ff,
PA0095,PA0095,115299,-0.0048757972,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PA0096,PA0096,117552,0.0017150566000000002,No COG annotation,#00bfbf,
PA0097,PA0097,117931,-0.0050760591,Function unknown,#0000ff,
PA0098,PA0098,119127,0.007708421700000001,Cell wall/membrane/envelope biogenesis,#c71585,
PA0099,PA0099,120164,0.0132124493,Transcription,#000000,
PA0100,PA0100,121346,0.006360561000000001,Function unknown,#0000ff,
PA0101,PA0101,122248,0.0013763802,Energy production and conversion,#708090,
PA0102,PA0102,123871,0.0051588444,Inorganic ion transport and metabolism,#8b4513,
PA0103,PA0103,124810,0.0025648019,Inorganic ion transport and metabolism,#8b4513,
PA0103a,PA0103a,126368,0.0022193991,No COG annotation,#00bfbf,
PA0105,coxB,127378,-0.0034646372,Energy production and conversion,#708090,
PA0106,coxA,128512,0.0066723702000000005,Energy production and conversion,#708090,
PA0107,PA0107,130115,0.0059790136,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0108,coIII,130680,-0.0047733106,Energy production and conversion,#708090,
PA0109,PA0109,131583,-0.0044133818,Function unknown,#0000ff,
PA0110,PA0110,131808,-0.0052197864,Function unknown,#0000ff,
PA0111,PA0111,132577,-0.0224122278,Function unknown,#0000ff,
PA0112,PA0112,133220,-0.0043683823,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0113,PA0113,134319,-0.0003695924,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0114,senC,135259,-0.0019486128,Function unknown,#0000ff,
PA0115,PA0115,135934,0.0038601663,Function unknown,#0000ff,
PA0116,PA0116,136518,-0.0033821846,Transcription,#000000,
PA0117,PA0117,137248,0.0146432304,Lipid transport and metabolism,#87cefa,
PA0118,PA0118,138001,-0.0082886735,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
PA0119,PA0119,138818,0.0066689950000000005,Energy production and conversion,#708090,
PA0120,PA0120,140216,0.0064101348,Transcription,#000000,
PA0121,PA0121,141003,0.0007279892,Transcription,#000000,
PA0122,PA0122,141917,-0.0115764951,Function unknown,#0000ff,
PA0123,PA0123,142359,-0.00832429,Transcription,#000000,
PA0124,PA0124,143567,0.0256439696,Function unknown,#0000ff,
PA0125,PA0125,143845,0.0167584536,Transcription,#000000,
PA0126,PA0126,144248,-0.007610881900000001,No COG annotation,#00bfbf,
PA0127,PA0127,144969,-0.0097203514,Function unknown,#0000ff,
PA0128,PA0128,145542,0.009989947,Inorganic ion transport and metabolism,#8b4513,
PA0129,gabP,145965,0.0030939461000000002,Amino acid transport and metabolism,#ff0000,
PA0130,PA0130,147561,0.0010933929,Energy production and conversion,#708090,
PA0131,PA0131,149138,0.0063584843,Function unknown,#0000ff,
PA0132,PA0132,149425,0.0090581573,Amino acid transport and metabolism,#ff0000,
PA0133,PA0133,150906,0.0009326619000000001,Transcription,#000000,
PA0134,PA0134,151936,-0.0013353416,Nucleotide transport and metabolism,#87ceeb,
PA0135,PA0135,153696,0.0043096145,No COG annotation,#00bfbf,
PA0136,PA0136,154417,-0.0024242121000000003,Function unknown,#0000ff,
PA0137,PA0137,155988,0.0027221872,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PA0138,PA0138,157108,0.010973698300000001,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PA0139,ahpC,158199,0.0030995252,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0140,ahpF,158907,-0.0061905744,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0141,PA0141,160552,0.0101649093,Function unknown,#0000ff,
PA0142,PA0142,161906,0.0030595699,Nucleotide transport and metabolism,#87ceeb,
PA0143,nuh,163363,-0.0064231525,Carbohydrate transport and metabolism,#ffc0cb,
PA0144,PA0144,164443,-0.024410429,Nucleotide transport and metabolism,#87ceeb,
PA0145,PA0145,165219,0.0073218885,Nucleotide transport and metabolism,#87ceeb,
PA0146,PA0146,165976,-0.0076172658,Function unknown,#0000ff,
PA0147,PA0147,167146,-0.0075794525,Energy production and conversion,#708090,
PA0148,PA0148,168213,-0.011021411200000001,Nucleotide transport and metabolism,#87ceeb,
PA0149,PA0149,169361,-0.0164539054,Transcription,#000000,
PA0150,PA0150,169903,-0.009721052400000001,Inorganic ion transport and metabolism,#8b4513,
PA0151,PA0151,171047,0.0090061937,Inorganic ion transport and metabolism,#8b4513,
PA0152,pcaQ,173811,-0.0123122096,Transcription,#000000,
PA0153,pcaH,174773,-0.0126863654,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
PA0154,pcaG,175503,0.0200681032,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
PA0155,pcaR,176315,-0.0032931874,Transcription,#000000,
PA0156,PA0156,177307,0.00020225240000000002,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PA0157,PA0157,178455,-0.0086842382,Cell wall/membrane/envelope biogenesis,#c71585,
PA0158,PA0158,179522,-0.0075887261,Defense mechanisms,#90ee90,
PA0159,PA0159,182768,0.008283585900000001,Transcription,#000000,
PA0160,PA0160,183822,0.016215564300000002,No COG annotation,#00bfbf,
PA0162,opdC,184594,0.014772932400000001,Cell wall/membrane/envelope biogenesis,#c71585,
PA0163,PA0163,185957,0.0053579047,Transcription,#000000,
PA0164,PA0164,186832,-0.0022057025,Amino acid transport and metabolism,#ff0000,
PA0165,PA0165,189120,0.0090944295,Cell wall/membrane/envelope biogenesis,#c71585,
PA0166,PA0166,190198,-0.0088916355,Nucleotide transport and metabolism,#87ceeb,
PA0167,PA0167,191697,-0.0016756561,Transcription,#000000,
PA0168,PA0168,192368,-0.0009445614,Function unknown,#0000ff,
PA0169,PA0169,192965,-0.0123018026,Signal transduction mechanisms,#f4a460,
PA0170,PA0170,193799,-0.007685432900000001,Function unknown,#0000ff,
PA0171,PA0171,194206,-0.0072120212,No COG annotation,#00bfbf,
