locus,gene_weight,gene_name,gene_product,COG,operon,regulator,RpoN,RpoS,NtrC,link
b1748,0.189480049,astC,succinylornithine transaminase,Amino acid transport and metabolism,astCADBE,"RpoD,RpoN,RpoS,ArgR,NtrC,Lrp",True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6944
b1747,0.1858544265,astA,arginine N-succinyltransferase,Amino acid transport and metabolism,astCADBE,"RpoD,RpoN,RpoS,ArgR,NtrC",True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6943
b1488,0.17484427200000002,ddpX,D-alanyl-D-alanine dipeptidase,Cell wall/membrane/envelope biogenesis,ddpXABCDF,"RpoN,RpoS,NtrC",True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6782
b1746,0.1586330974,astD,aldehyde dehydrogenase,Energy production and conversion,astCADBE,"RpoD,RpoN,RpoS,ArgR,NtrC",True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6942
b1745,0.1470387416,astB,N-succinylarginine dihydrolase,Amino acid transport and metabolism,astCADBE,"RpoD,RpoN,RpoS,ArgR,NtrC",True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6941
b1487,0.1429293518,ddpA,putative D%2CD-dipeptide ABC transporter periplasmic binding protein,Amino acid transport and metabolism,ddpXABCDF,"RpoN,RpoS,NtrC",True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6781
b1486,0.142020113,ddpB,putative D%2CD-dipeptide ABC transporter membrane subunit DdpB,Amino acid transport and metabolism,ddpXABCDF,"RpoN,RpoS,NtrC",True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6780
b4565,0.13008008340000002,sgcB,putative PTS enzyme IIB component SgcB,Carbohydrate transport and metabolism,sgcXBCQAER,"Crp,SlyA",False,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10241
b1744,0.1293509953,astE,succinylglutamate desuccinylase,Amino acid transport and metabolism,astCADBE,"RpoD,RpoN,RpoS,ArgR,NtrC",True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6940
b1485,0.1064249719,ddpC,putative D%2CD-dipeptide ABC transporter membrane subunit DdpC,Amino acid transport and metabolism,ddpXABCDF,"RpoN,RpoS,NtrC,Nac",True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6779
b1484,0.1019637837,ddpD,putative D%2CD-dipeptide ABC transporter ATP-binding subunit DdpD,Inorganic ion transport and metabolism,ddpXABCDF,"RpoN,RpoS,NtrC",True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6778
b1483,0.0900403389,ddpF,putative D%2CD-dipeptide ABC transporter ATP-binding subunit DdpF,Inorganic ion transport and metabolism,ddpXABCDF,"RpoN,RpoS,NtrC",True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6777
b3452,0.08856313560000001,ugpA,sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA,Carbohydrate transport and metabolism,ugpBAECQ,"RpoD,Crp,PhoB",False,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11046
b2344,0.0858291944,fadL,long-chain fatty acid outer membrane channel/bacteriophage T2 receptor,Cell wall/membrane/envelope biogenesis,fadL,"PhoP,YbiH,RpoS,Crp,ArcA,ppGpp,OmpR,FadR,Lrp,rybB",False,True,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10280
b4067,0.0842232086,actP,acetate/glycolate:cation symporter,Inorganic ion transport and metabolism,acs-yjcH-actP,"RpoD,omrB,omrA,RpoN,RpoS,Crp,Fis,IHF",True,True,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11942
b3451,0.084001079,ugpE,sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE,Carbohydrate transport and metabolism,ugpBAECQ,"RpoD,Crp,PhoB",False,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11049
b3268,0.0838422333,yhdW,putative ABC transporter periplasmic binding protein YhdW,No COG annotation,,"NtrC,RpoN,Lrp",True,False,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12834
b3453,0.08183257840000001,ugpB,sn-glycerol 3-phosphate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,ugpBAECQ,"RpoD,Crp,ppGpp,PhoB",False,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11047
b4068,0.0778417889,yjcH,conserved inner membrane protein YjcH,Function unknown,acs-yjcH-actP,"RpoD,omrA,omrB,RpoS,IHF,Fis,Crp",False,True,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11943
