locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b2870,0.3429180443,ygeW,putative carbamoyltransferase YgeW,Nucleotide transport and metabolism,ygeW,Crp,https://ecocyc.org/gene?orgid=ECOLI&id=G7489
b2871,0.3196881106,ygeX,2%2C3-diaminopropionate ammonia-lyase,Amino acid transport and metabolism,ygeX,,https://ecocyc.org/gene?orgid=ECOLI&id=G7490
b2872,0.2996147389,ygeY,putative peptidase YgeY,Amino acid transport and metabolism,ygeY,,https://ecocyc.org/gene?orgid=ECOLI&id=G7491
b2873,0.2319147661,hyuA,phenylhydantoinase,Nucleotide transport and metabolism,hyuA,,https://ecocyc.org/gene?orgid=ECOLI&id=G7492
b2866,0.21555541920000001,xdhA,putative xanthine dehydrogenase molybdenum-binding subunit XdhA,Nucleotide transport and metabolism,xdhABC,"RpoN,Fnr,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7485
b2868,0.2106962336,xdhC,putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC,Nucleotide transport and metabolism,xdhABC,"RpoN,Fnr,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G7487
b2888,0.20299222500000003,uacT,urate:H(+) symporter,Nucleotide transport and metabolism,uacT,,https://ecocyc.org/gene?orgid=ECOLI&id=G7507
b2867,0.1960958854,xdhB,putative xanthine dehydrogenase FAD-binding subunit XdhB,Nucleotide transport and metabolism,xdhABC,"RpoN,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=G7486
b2874,0.1336121617,yqeA,putative amino acid kinase YqeA,Amino acid transport and metabolism,yqeA,YidZ,https://ecocyc.org/gene?orgid=ECOLI&id=G7493
b2887,0.12369996100000001,ygfT,fused putative oxidoreductase%2C Fe-S subunit and nucleotide-binding subunit,Energy production and conversion,ygfTS,,https://ecocyc.org/gene?orgid=ECOLI&id=G7506
b2878,0.1163145497,ygfK,putative oxidoreductase%2C Fe-S subunit,Energy production and conversion,ygfK-ssnA,RpoN,https://ecocyc.org/gene?orgid=ECOLI&id=G7497
b2879,0.10954640310000001,ssnA,putative aminohydrolase,Nucleotide transport and metabolism,ygfK-ssnA,"RpoD,RpoN",https://ecocyc.org/gene?orgid=ECOLI&id=G7498
b2880,0.0928549532,ygfM,putative oxidoreductase,Energy production and conversion,ygfM-xdhD,,https://ecocyc.org/gene?orgid=ECOLI&id=G7499
b2875,0.0896687713,yqeB,XdhC-CoxI family protein YqeB,"Post-translational modification, protein turnover,and chaperones",yqeB,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7494
b2881,0.0879353247,xdhD,fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit,Nucleotide transport and metabolism,ygfM-xdhD,,https://ecocyc.org/gene?orgid=ECOLI&id=G7500
b1800,0.0777240256,dmlA,D-malate/3-isopropylmalate dehydrogenase (decarboxylating),Energy production and conversion,dmlA,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6986
b2886,0.0711801104,ygfS,putative oxidoreductase%2C 4Fe-4S ferredoxin-type subunit,Energy production and conversion,ygfTS,,https://ecocyc.org/gene?orgid=ECOLI&id=G7505
