locus,gene_weight,gene_name,gene_product,cog,regulator,RpoS,link
b3555,0.1842512628074757,yiaG,putative DNA-binding transcriptional regulator YiaG,Transcription,"YehT,YidL,YhjC,RpoS,Lrp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12624
b0897,0.162735903912437,ycaC,putative hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism","YcjW,Fnr,Nac,BaeR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11241
b2672,0.1617644368753265,ygaM,DUF883 domain-containing protein YgaM,Function unknown,"ppGpp,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7400
b1732,0.1425726966384982,katE,catalase II,Inorganic ion transport and metabolism,"RpoS,Fur,Fis,Lrp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10509
b0329,0.1355458524156582,yahO,DUF1471 domain-containing protein YahO,Function unknown,"omrA,omrB,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6194
b4411,0.1349683128365529,ecnB,bacteriolytic entericidin B lipoprotein,Function unknown,"OmpR,YbaQ,RpoS,Nac,ppGpp,micA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G0-9562
b4149,0.1315962541807343,blc,outer membrane lipoprotein Blc,Cell wall/membrane/envelope biogenesis,"RpoS,Nac,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7837
b0871,0.1309317467700629,poxB,pyruvate oxidase,Energy production and conversion,"RpoD,SoxS,RpoS,MarA,Cra,NarP,ppGpp,NsrR,OxyR,NarL,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10754
b4376,0.1299687131741923,osmY,periplasmic chaperone OsmY,Function unknown,"RpoD,RpoS,Crp,Fis,Lrp,IHF,FliZ,Nac,ArcA,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11391
b2266,0.1278874602462996,elaB,tail anchored inner membrane protein,Function unknown,"RpoS,ppGpp,OxyR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7173
b1188,0.1273226379533169,ycgB,PF04293 family protein YcgB,Function unknown,"ppGpp,Lrp,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11516
b2464,0.1257354820766079,talA,transaldolase A,Nucleotide transport and metabolism,"RpoS,CreB,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11797
b1897,0.1251005721104049,otsB,trehalose-6-phosphate phosphatase,Carbohydrate transport and metabolism,"RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11752
b1259,0.1244049842124689,yciG,protein YciG,No COG annotation,"RpoS,McbR,H-NS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11127
b0790,0.1237513869922873,ybhP,endonuclease/exonuclease/phosphatase domain-containing protein YbhP,"Replication, recombination and repair",ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6407
b2465,0.1175342336066407,tktB,transketolase 2,Carbohydrate transport and metabolism,"PhoB,YidZ,RpoS,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12100
b4568,0.1174544268767526,ytjA,DUF1328 domain-containing protein YtjA,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10475
b1836,0.1165403799593806,yebV,protein YebV,Function unknown,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7009
b1953,0.1159641540640831,yodD,stress-induced protein,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7046
b2080,0.1136599016858812,yegP,DUF1508 domain-containing protein YegP,Function unknown,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7117
b2131,0.1132620675039244,osmF,glycine betaine ABC transporter periplasmic binding protein OsmF,Cell wall/membrane/envelope biogenesis,"RpoH,RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12012
b4743,0.1122090824866987,ynaL,protein YnaL,No COG annotation,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-8900
b1783,0.1069371141095865,yeaG,protein kinase YeaG,Signal transduction mechanisms,"NtrC,RpoN,Lrp,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6969
b1004,0.1046405117030697,wrbA,NAD(P)H:quinone oxidoreductase,Function unknown,"oxyS,YdcI,RpoS,ppGpp,CsgD,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11540
b3073,0.1024838923302039,patA,putrescine aminotransferase,Coenzyme transport and metabolism,"YfeD,RpoN,RpoS,IHF,Fis,NtrC,Lrp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7596
b3003,0.1022416966998772,yghA,NADP(+)-dependent aldehyde reductase,Lipid transport and metabolism,"YcjW,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11292
b2302,0.1021154185683737,yfcG,disulfide reductase,"Post-translational modification, protein turnover,and chaperones",,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7194
b4269,0.101425994112088,ahr,aldehyde reductase%2C NADPH-dependent,Energy production and conversion,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11436
b1896,0.1011461744012638,otsA,trehalose-6-phosphate synthase,Carbohydrate transport and metabolism,"YidZ,YbaQ,RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11751
b3447,0.0998200733011107,ggt,glutathione hydrolase proenzyme,Cell wall/membrane/envelope biogenesis,"YdcN,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10374
b1051,0.0995974080338362,msyB,acidic protein that suppresses heat sensitivity of a secY mutant,Function unknown,"RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11338
b0789,0.0992273528137966,clsB,cardiolipin synthase B,Lipid transport and metabolism,"YidZ,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6406
b1003,0.0988691745946477,yccJ,PF13993 family protein YccJ,Function unknown,"RpoS,ppGpp,CsgD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12703
b0753,0.0967553575708528,ybgS,PF13985 family protein YbgS,Function unknown,"ppGpp,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6394
b1784,0.094873752156223,yeaH,DUF444 domain-containing protein YeaH,Function unknown,"NtrC,YfeD,RpoN,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6970
b4107,0.0921573072866296,yjdN,conserved protein YjdN,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10712
b1195,0.0908916508055696,ymgE,PF04226 family protein YmgE,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6624
b3239,0.0899882023635735,yhcO,putative barnase inhibitor,Transcription,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7684
b1795,0.0886437194531008,yeaQ,PF04226 family protein YeaQ,Function unknown,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6981
b1478,0.088154014633504,adhP,ethanol dehydrogenase/alcohol dehydrogenase,Energy production and conversion,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6775
