,name,x,y,cog,color,link
meta,start,0.035339144282856796,,,,
PA0001,dnaA,483,-0.0016826152,"Replication, recombination and repair",#1e90ff,
PA0002,dnaN,2056,0.0039213528,"Replication, recombination and repair",#1e90ff,
PA0003,recF,3169,-0.0009091029,"Replication, recombination and repair",#1e90ff,
PA0004,gyrB,4275,0.0024371762,"Replication, recombination and repair",#1e90ff,
PA0005,lptA,7018,-0.0008011313000000001,Lipid transport and metabolism,#87cefa,
PA0006,PA0006,7803,-0.0035127639,Carbohydrate transport and metabolism,#ffc0cb,
PA0007,PA0007,8671,-0.0039880898000000005,Energy production and conversion,#708090,
PA0008,glyS,10434,0.0061775001,"Translation, ribosomal structure and biogenesis",#daa520,
PA0009,glyQ,12488,0.0023473307,"Translation, ribosomal structure and biogenesis",#daa520,
PA0010,tag,13540,-0.0037281776000000003,"Replication, recombination and repair",#1e90ff,
PA0011,PA0011,14235,0.0003874919,Cell wall/membrane/envelope biogenesis,#c71585,
PA0012,PA0012,15207,0.0014935548,Function unknown,#0000ff,
PA0013,PA0013,15620,0.0029593634,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PA0014,PA0014,16335,0.0010248078,No COG annotation,#00bfbf,
PA0015,PA0015,16900,-7.49023e-05,Cell motility,#da70d6,
PA0016,trkA,17366,0.0028105249000000003,Inorganic ion transport and metabolism,#8b4513,
PA0017,PA0017,18767,-0.0004226618,"Translation, ribosomal structure and biogenesis",#daa520,
PA0018,fmt,20068,0.0044013057,"Translation, ribosomal structure and biogenesis",#daa520,
PA0019,def,21067,0.0046030938,"Translation, ribosomal structure and biogenesis",#daa520,
PA0020,PA0020,21712,0.000446431,Function unknown,#0000ff,
PA0021,PA0021,22872,-0.0013104041,"Replication, recombination and repair",#1e90ff,
PA0022,PA0022,24001,0.0027632973,"Translation, ribosomal structure and biogenesis",#daa520,
PA0023,qor,24568,0.0051677897000000006,Energy production and conversion,#708090,
PA0024,hemF,25736,0.0101774343,Coenzyme transport and metabolism,#d3d3d3,
PA0025,aroE,26711,0.0072275816000000005,Amino acid transport and metabolism,#ff0000,
PA0026,plcB,27646,0.0039954187,No COG annotation,#00bfbf,
PA0027,PA0027,28613,-0.0006058046,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0028,PA0028,29896,-0.0008564036,No COG annotation,#00bfbf,
PA0029,PA0029,30502,0.0003964951,Inorganic ion transport and metabolism,#8b4513,
PA0030,PA0030,32060,0.0071129914,Amino acid transport and metabolism,#ff0000,
PA0031,betC,33000,-0.0085473511,Inorganic ion transport and metabolism,#8b4513,
PA0032,PA0032,34624,0.0040790133,Transcription,#000000,
PA0032a,PA0032a,35549,0.0028434812,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
PA0033,PA0033,35905,0.0003021006,Signal transduction mechanisms,#f4a460,
PA0034,PA0034,36278,0.0074463089,Transcription,#000000,
