,name,x,y,cog,color,link
meta,start,0.11508462086645,,,,
b0002,thrA,337,-0.0017291026000000001,Amino acid transport and metabolism,#ff0000,
b0003,thrB,2801,-0.0048844949,Nucleotide transport and metabolism,#87ceeb,
b0004,thrC,3734,-0.0033399330000000002,Amino acid transport and metabolism,#ff0000,
b0005,yaaX,5234,-0.0109310723,Function unknown,#708090,
b0006,yaaA,5683,-0.0245299268,Function unknown,#708090,
b0007,yaaJ,6529,0.0160536396,Amino acid transport and metabolism,#ff0000,
b0008,talB,8238,0.0184035289,Carbohydrate transport and metabolism,#ffc0cb,
b0009,mog,9306,0.0072838449,Nucleotide transport and metabolism,#87ceeb,
b0010,satP,9928,-0.010623902900000001,Function unknown,#708090,
b0011,yaaW,10643,-0.0045117827000000004,Function unknown,#708090,
b0014,dnaK,12163,0.0054229494,"Post-translational modification, protein turnover,and chaperones",#add8e6,
b0015,dnaJ,14168,-0.007591632,"Post-translational modification, protein turnover,and chaperones",#add8e6,
b0016,insL-1,15445,-0.0054663653000000005,"Replication, recombination and repair",#1e90ff,
b0018,mokC,16751,0.0109121752,Function unknown,#708090,
b0019,nhaA,17489,0.0028169280000000002,Inorganic ion transport and metabolism,#0000ff,
b0020,nhaR,18715,0.0013841931,Transcription,#000000,
b0021,insB-1,19811,0.0102542617,"Replication, recombination and repair",#1e90ff,
b0022,insA-1,20233,-0.0100746319,"Replication, recombination and repair",#1e90ff,
b0023,rpsT,20815,-0.009122153400000001,"Translation, ribosomal structure and biogenesis",#daa520,
b0025,ribF,21407,-0.0013433820000000002,Coenzyme transport and metabolism,#008000,
b0026,ileS,22391,-0.0026457609,"Translation, ribosomal structure and biogenesis",#daa520,
b0027,lspA,25207,-0.0084728372,Cell wall/membrane/envelope biogenesis,#c71585,
b0028,fkpB,25826,-0.000247698,"Post-translational modification, protein turnover,and chaperones",#add8e6,
b0029,ispH,26277,-0.0078497155,Lipid transport and metabolism,#40e0d0,
b0030,rihC,27293,-0.0066041248000000006,Nucleotide transport and metabolism,#87ceeb,
b0031,dapB,28374,-0.0121692173,Amino acid transport and metabolism,#ff0000,
b0032,carA,29651,-0.0168836124,Nucleotide transport and metabolism,#87ceeb,
b0033,carB,30817,-0.0104568444,Nucleotide transport and metabolism,#87ceeb,
b0034,caiF,34300,0.0085478419,Transcription,#000000,
b0036,caiD,35377,-0.0187110971,Lipid transport and metabolism,#40e0d0,
b0037,caiC,36271,-0.0143809608,Lipid transport and metabolism,#40e0d0,
b0038,caiB,37898,0.0046954628,Energy production and conversion,#90ee90,
b0039,caiA,39244,-0.0039252215,Lipid transport and metabolism,#40e0d0,
b0040,caiT,40417,0.0217005707,Cell wall/membrane/envelope biogenesis,#c71585,
b0041,fixA,42403,0.0152214281,Energy production and conversion,#90ee90,
b0042,fixB,43188,0.0024535964000000003,Energy production and conversion,#90ee90,
b0043,fixC,44180,0.0226613651,Energy production and conversion,#90ee90,
b0045,yaaU,45807,0.0022081358000000002,Inorganic ion transport and metabolism,#0000ff,
b0046,kefF,47246,-0.0014454177,Energy production and conversion,#90ee90,
b0047,kefC,47769,-0.0005806263,Inorganic ion transport and metabolism,#0000ff,
b0048,folA,49823,-0.0084563977,Coenzyme transport and metabolism,#008000,
b0049,apaH,50380,-0.0102169922,Signal transduction mechanisms,#f4a460,
b0050,apaG,51229,-0.015045906500000001,Inorganic ion transport and metabolism,#0000ff,
b0051,rsmA,51609,-0.0009518048,"Translation, ribosomal structure and biogenesis",#daa520,
b0052,pdxA,52427,-0.0036824086,Coenzyme transport and metabolism,#008000,
b0053,surA,53416,-0.0080709904,"Post-translational modification, protein turnover,and chaperones",#add8e6,
b0054,lptD,54755,-0.0067522097,Cell wall/membrane/envelope biogenesis,#c71585,
b0055,djlA,57364,-0.0037501917,"Post-translational modification, protein turnover,and chaperones",#add8e6,
b0058,rluA,59687,0.00370138,"Translation, ribosomal structure and biogenesis",#daa520,
b0059,rapA,60358,-0.0139868245,Transcription,#000000,
b0060,polB,63429,-0.0120098772,"Replication, recombination and repair",#1e90ff,
b0061,araD,65855,0.0128604628,Carbohydrate transport and metabolism,#ffc0cb,
b0062,araA,66835,-0.0041291067,Carbohydrate transport and metabolism,#ffc0cb,
b0063,araB,68348,0.0033103211000000002,Nucleotide transport and metabolism,#87ceeb,
b0064,araC,70387,-0.0108054676,Transcription,#000000,
b0065,yabI,71351,-0.0088935063,Function unknown,#708090,
b0066,thiQ,72229,0.0006022115,Inorganic ion transport and metabolism,#0000ff,
b0067,thiP,72911,0.0054560699,Inorganic ion transport and metabolism,#0000ff,
b0068,thiB,74497,0.0023128191000000003,Inorganic ion transport and metabolism,#0000ff,
b0069,sgrR,75644,0.0117884458,Transcription,#000000,
b0070,setA,77621,-0.006619116600000001,Inorganic ion transport and metabolism,#0000ff,
b0071,leuD,78848,-0.066558236,Amino acid transport and metabolism,#ff0000,
b0072,leuC,79464,-0.0684145875,Amino acid transport and metabolism,#ff0000,
b0073,leuB,80867,-0.0764855482,Energy production and conversion,#90ee90,
b0074,leuA,81958,-0.0781283724,Amino acid transport and metabolism,#ff0000,
b0076,leuO,84368,0.016471283,Transcription,#000000,
b0077,ilvI,85630,-0.0239393266,Coenzyme transport and metabolism,#008000,
b0078,ilvH,87357,-0.013110951400000001,Amino acid transport and metabolism,#ff0000,
b0080,cra,88028,-0.053112026900000005,Transcription,#000000,
b0081,mraZ,89634,-0.0070962524,Transcription,#000000,
b0082,rsmH,90094,-0.0103076728,"Translation, ribosomal structure and biogenesis",#daa520,
b0083,ftsL,91032,-0.0139769811,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0084,ftsI,91413,-0.0041759822,Cell wall/membrane/envelope biogenesis,#c71585,
b0085,murE,93166,-0.008697662600000001,Cell wall/membrane/envelope biogenesis,#c71585,
b0086,murF,94650,-0.0111996718,Cell wall/membrane/envelope biogenesis,#c71585,
b0087,mraY,96002,0.0044858551,Cell wall/membrane/envelope biogenesis,#c71585,
b0088,murD,97087,0.0005441553,Cell wall/membrane/envelope biogenesis,#c71585,
b0089,ftsW,98403,0.0075102669000000006,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0090,murG,99644,0.0004481867,Cell wall/membrane/envelope biogenesis,#c71585,
b0091,murC,100765,0.0012744495000000002,Cell wall/membrane/envelope biogenesis,#c71585,
b0092,ddlB,102233,-0.0013671333,Nucleotide transport and metabolism,#87ceeb,
b0093,ftsQ,103155,0.0106328494,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0094,ftsA,103982,0.0048990872,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0095,ftsZ,105305,-0.003033149,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0096,lpxC,106557,0.0036092650000000004,Cell wall/membrane/envelope biogenesis,#c71585,
b0097,secM,107705,0.0029370436,Function unknown,#708090,
