locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_3770,0.1166507677,PSPTO_3770,hypothetical protein,Function unknown,,
PSPTO_3489,0.09917856300000001,PSPTO_3489,sugar ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,
PSPTO_3490,0.0937600153,PSPTO_3490,sugar ABC transporter substrate-binding protein,Carbohydrate transport and metabolism,,
PSPTO_3496,0.0931473711,iolI,TIM barrel protein,Carbohydrate transport and metabolism,,
PSPTO_3497,0.09059166610000001,mmsA-3,CoA-acylating methylmalonate-semialdehyde dehydrogenase,Energy production and conversion,,
PSPTO_3499,0.0891463042,iolE,myo-inosose-2 dehydratase,Carbohydrate transport and metabolism,,
PSPTO_3498,0.0884441341,iolB,5-deoxy-glucuronate isomerase,Carbohydrate transport and metabolism,,
PSPTO_3495,0.0880494186,iolD,3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione acylhydrolase (decyclizing),Amino acid transport and metabolism,,
PSPTO_3494,0.0877334213,iolG,Gfo/Idh/MocA family oxidoreductase,Function unknown,,
PSPTO_2722,0.0860922286,PSPTO_2722,Gfo/Idh/MocA family oxidoreductase,Function unknown,,
PSPTO_3500,0.0847409771,iolC,5-dehydro-2-deoxygluconokinase,Coenzyme transport and metabolism,,
PSPTO_3771,0.0846957495,PSPTO_3771,MFS transporter,Carbohydrate transport and metabolism,,
PSPTO_3290,0.07984881690000001,PSPTO_3290,OprD family porin,Function unknown,PvdS,
PSPTO_3488,0.0796130332,PSPTO_3488,ABC transporter permease,Inorganic ion transport and metabolism,,
PSPTO_3772,0.0794253072,PSPTO_3772,dihydroxy-acid dehydratase,Amino acid transport and metabolism,,
PSPTO_2636,0.0766928622,galM,galactose mutarotase,Carbohydrate transport and metabolism,,
PSPTO_2178,0.073583707,eda-2,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,Carbohydrate transport and metabolism,,
PSPTO_2179,0.07311745630000001,dgoD,galactonate dehydratase,Cell wall/membrane/envelope biogenesis,,
PSPTO_3493,0.0729163101,PSPTO_3493,sugar phosphate isomerase/epimerase,Carbohydrate transport and metabolism,,
PSPTO_3675,0.07190008590000001,PSPTO_3675,1-aminocyclopropane-1-carboxylate deaminase,Amino acid transport and metabolism,,
PSPTO_2132,0.0706539999,PSPTO_2132,SgcJ/EcaC family oxidoreductase,Function unknown,,
PSPTO_2640,0.0689390037,araH,L-arabinose ABC transporter permease AraH,Inorganic ion transport and metabolism,,
PSPTO_RS09680,0.0638008435,PSPTO_RS09680,hypothetical protein,No COG annotation,,
PSPTO_2180,0.0612965186,PSPTO_2180,MFS transporter,Carbohydrate transport and metabolism,,
PSPTO_1697,0.0591425608,PSPTO_1697,hypothetical protein,No COG annotation,,
PSPTO_3077,-0.0684105998,PSPTO_3077,alkene reductase,Energy production and conversion,,
PSPTO_RS25995,-0.07804442340000001,PSPTO_RS25995,immunity protein Imm5,No COG annotation,,
