locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
BSU_17678,0.1389652258301265,ynzJ,hypothetical protein (putative phage origin),No COG annotation,Op1339,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17678
BSU_34399,0.13708154852718885,BSU_34399,hypothetical protein,No COG annotation,Op2685,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_34399
BSU_04840,0.13033821551725672,ydcO,ICEBs1 mobile element: conserved protein of unknown function,No COG annotation,Op361,ImmR,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04840
BSU_05099,0.12677576991344375,ydzM,conserved phage protein of unknown function,No COG annotation,Op387,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05099
BSU_40579,0.1216829401816967,yyzL,hypothetical protein,No COG annotation,Op3116,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40579
BSU_22900,0.12153196729638432,ypfB,conserved hypothetical protein,Function unknown,Op1845,SigF,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_22900
BSU_19510,0.1203233424785592,yojB,conserved hypothetical protein,No COG annotation,Op1517,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19510
BSU_06033,0.1200155576349698,ydzTc,hypothetical protein%3B putative integrase (fragment)%3B C-terminal part of YdzT%3B defective prophage 3,"Replication, recombination and repair",Op474,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06033
BSU_16299,0.1173305609720414,swrD,flagellar power transducer required for swarming,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16299
BSU_04745,0.11604101050030133,BSU_04745,hypothetical protein,No COG annotation,Op351,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04745
BSU_26559,0.10851104987779896,yrzN,hypothetical protein,No COG annotation,Op2116,SigK,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26559
BSU_40578,0.10547352489935287,yyzK,hypothetical protein,No COG annotation,Op3115,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40578
BSU_14460,0.10436725160787133,ykpC,conserved hypothetical protein,Function unknown,Op1136,"SigI,WalR",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14460
BSU_38495,0.10271241345024323,BSU_38495,hypothetical protein,No COG annotation,Op2983,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38495
BSU_05344,0.09999565816811767,ydzSc,conserved hypothetical protein%3B C-terminal part of ydzS,No COG annotation,Op416,AseR,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05344
BSU_32120,0.0984213791229915,yuzG,conserved protein or unknown function,No COG annotation,Op2524,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32120
BSU_19910,0.09447343984797624,yotE,hypothetical protein%3B phage SPbeta,No COG annotation,Op1558,"SigK,SigA,SigE,CsoR",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19910
BSU_06120,0.09297749802137738,ydjB,hypothetical protein%3B prophage region 3,Function unknown,Op492,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06120
