locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,operon,regulator,YtrA,link
SACI_RS08880,0.2894640591687237,ytrA,Saci_1851,GntR family transcriptional regulator,Transcription,Op1069,"YtrA,heat-shock",True,https://www.uniprot.org/uniprot/A0A0U2WX46
SACI_RS04795,0.1566361307363527,Saci_1004,Saci_1004,hypothetical protein,Function Unknown,Op526,,False,https://www.uniprot.org/uniprot/A0A0U3FLQ2
SACI_RS11760,0.1269872219530837,SACI_RS11760,,quinol oxidase subunit 2,Energy production and conversion,Op1249,,False,https://www.uniprot.org/uniprot/UPI000B5A7FB5
SACI_RS09945,0.12053009520792388,adh_2,Saci_2057,NAD(P)-dependent alcohol dehydrogenase,General Function Prediction Only,Op1222,YtrA,True,https://www.uniprot.org/uniprot/A0A0U2NH16
SACI_RS03165,0.11721961938879075,Saci_0664,Saci_0664,hypothetical protein,"Translation, ribosomal structure and biogenesis",Op356,,False,https://www.uniprot.org/uniprot/A0A0U3FMW0
SACI_RS10385,0.11637400255170595,asd2,Saci_2147,aspartate-semialdehyde dehydrogenase,Amino acid transport and metabolism,Op1289,YtrA,True,https://www.uniprot.org/uniprot/A0A0U3FHI6
SACI_RS00195,0.0947403371707845,IMPDH_1,Saci_0044,CBS domain-containing protein,Function Unknown,Op23,YtrA,True,https://www.uniprot.org/uniprot/A0A0U3GVE4
SACI_RS05365,0.07838395289183238,bcp_1,Saci_1125,peroxiredoxin,"Posttranslational modification, protein turnover, chaperones",Op611,FadR,False,https://www.uniprot.org/uniprot/A0A0U3GSS4
SACI_RS11090,0.07765127961081622,Saci_2292,Saci_2292,hypothetical protein,Function Unknown,Op1394,,False,https://www.uniprot.org/uniprot/A0A0U3H3Z3
SACI_RS11075,0.07704601811564721,Saci_2289,Saci_2289,hotdog fold thioesterase,"Secondary metabolites biosynthesis, transport and catabolism",Op1394,,False,https://www.uniprot.org/uniprot/A0A0U2WU88
SACI_RS08735,0.06969156484684863,Saci_1822,Saci_1822,"Rieske 2Fe-2S domain-containing protein (ferritin homolog), ROS-related",Inorganic ion transport and metabolism,Op1044,,False,https://www.uniprot.org/uniprot/A0A0U3FIG0
SACI_RS10990,0.06965068023439272,rbr1,Saci_2272,rubrerythrin,Energy production and conversion,Op1380,,False,https://www.uniprot.org/uniprot/A0A0U2X1W1
SACI_RS11085,0.06903696176284271,Saci_2291,Saci_2291,Zn-ribbon domain-containing OB-fold protein,General Function Prediction Only,Op1394,,False,https://www.uniprot.org/uniprot/A0A0U3HBN7
SACI_RS11080,0.06872844254884339,paaK,Saci_2290,phenylacetate--CoA ligase,Coenzyme transport and metabolism,Op1394,,False,https://www.uniprot.org/uniprot/A0A0U3HBP0
SACI_RS08730,0.06732940145415887,dps,Saci_1821,"DNA polymerase, DNA protection protein DPS",General Function Prediction Only,Op1043,aCPSF2-stat,False,https://www.uniprot.org/uniprot/A0A0U3HGY0
