locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PP_4707,0.154112663100609,PP_4707,OsmY-related protein,Function unknown,Op3072,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4707&e1=1&assembly=complete
PP_3241,0.1495707288196081,PP_3241,conserved exported protein of unknown function,Function unknown,Op2107,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3241&e1=1&assembly=complete
PP_5592,0.1472665107308626,PP_5592,conserved protein of unknown function,No COG annotation,Op2107,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5592&e1=1&assembly=complete
PP_1750,0.1413626221554589,asnB,asparagine synthetase,Nucleotide transport and metabolism,Op1096,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1750&e1=1&assembly=complete
PP_0869,0.1405820989995214,yehW,osmoprotectant ABC transporter permease subunit,Inorganic ion transport and metabolism,Op563,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0869&e1=1&assembly=complete
PP_1502,0.1319770184346202,PP_1502,OmpA family protein,Cell wall/membrane/envelope biogenesis,Op945,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1502&e1=1&assembly=complete
PP_1503,0.1317633431624006,PP_1503,conserved protein of unknown function,Function unknown,Op946,AmrZ,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1503&e1=1&assembly=complete
PP_1748,0.123420760159962,PP_1748,conserved protein of unknown function,Carbohydrate transport and metabolism,Op1095,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1748&e1=1&assembly=complete
PP_1749,0.1227656008027254,PP_1749,GNAT family acetyltransferase,Coenzyme transport and metabolism,Op1096,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1749&e1=1&assembly=complete
PP_4738,0.1193035413491136,PP_4738,conserved exported protein of unknown function,No COG annotation,Op3092,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4738&e1=1&assembly=complete
PP_0870,0.1164321775107683,PP_0870,putative Glycine betaine/carnitine/choline ABC transporter%2C periplasmic binding protein,Cell wall/membrane/envelope biogenesis,Op563,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0870&e1=1&assembly=complete
PP_0868,0.1151290428620178,yehX,ABC transporter ATP-binding subunit,Inorganic ion transport and metabolism,Op563,TurA,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0868&e1=1&assembly=complete
PP_3262,0.110976782766925,PP_3262,putative Metallothionein,Function unknown,Op2119,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3262&e1=1&assembly=complete
PP_4855,0.1108109536166685,PP_4855,Osmotically-inducible lipoprotein OsmE,"Translation, ribosomal structure and biogenesis",Op3168,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4855&e1=1&assembly=complete
PP_0085,0.102223251700341,PP_0085,conserved protein of unknown function,Function unknown,Op59,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0085&e1=1&assembly=complete
PP_4856,0.0995641894874786,PP_4856,Ferritin%2C Dps family protein,Inorganic ion transport and metabolism,Op3169,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4856&e1=1&assembly=complete
