locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_4506,0.1779723383,grpE,nucleotide exchange factor GrpE,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_4505,0.1758009042,dnaK,molecular chaperone DnaK,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_2208,0.1700200703,htpG,molecular chaperone HtpG,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_2170,0.1614165217,PSPTO_2170,Hsp20 family protein,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_5141,0.1460011904,hslU,ATP-dependent protease ATPase subunit HslU,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_4377,0.1435285745,groES,co-chaperone GroES,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_4210,0.1390082933,lon,endopeptidase La,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_4376,0.137687535,groL,chaperonin GroEL,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_4897,0.13624284720000002,cbpA,curved DNA-binding protein,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_5140,0.1351953019,hslV,ATP-dependent protease subunit HslV,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_5142,0.12636785250000002,PSPTO_5142,DUF971 domain-containing protein,Function unknown,,
PSPTO_0153,0.11871752690000001,PSPTO_0153,LLM class flavin-dependent oxidoreductase,Energy production and conversion,,
PSPTO_2164,0.115879086,uvrB,excinuclease ABC subunit UvrB,"Replication, recombination and repair",,
PSPTO_4504,0.1142519728,dnaJ,molecular chaperone DnaJ,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_4667,0.10991843250000001,PSPTO_4667,DUF2076 domain-containing protein,Function unknown,,
PSPTO_0829,0.1086050397,clpB,ATP-dependent chaperone ClpB,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_4503,0.1047573936,dapB,4-hydroxy-tetrahydrodipicolinate reductase,Amino acid transport and metabolism,,
PSPTO_RS24155,0.0984660234,PSPTO_RS24155,DUF1534 domain-containing protein,Function unknown,,
PSPTO_3724,0.0980042315,lon,endopeptidase La,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_0405,0.0928763392,msrA,peptide-methionine (S)-S-oxide reductase MsrA,Energy production and conversion,,
PSPTO_1205,0.0903242503,PSPTO_1205,HPF/RaiA family ribosome-associated protein,"Translation, ribosomal structure and biogenesis",,
PSPTO_4465,0.08085396880000001,tldD,metalloprotease TldD,Function unknown,,
PSPTO_2730,0.0748392159,cysI,nitrite/sulfite reductase,Energy production and conversion,,
PSPTO_4611,0.0734964423,PSPTO_4611,YncE family protein,Function unknown,,
PSPTO_2729,0.07325037150000001,PSPTO_2729,DUF934 domain-containing protein,Function unknown,,
PSPTO_4379,0.072598256,fxsA,membrane protein FxsA,Function unknown,AlgU,
PSPTO_RS08685,0.0718563542,PSPTO_RS08685,hypothetical protein,No COG annotation,,
PSPTO_1778,0.07134967610000001,htpX,protease HtpX,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_4463,0.07105202470000001,pmbA,metalloprotease PmbA,Function unknown,,
PSPTO_4942,0.0704415906,hfq,RNA chaperone Hfq,"Translation, ribosomal structure and biogenesis",,
PSPTO_4024,0.06808255590000001,fnr-1,ferredoxin--NADP reductase,Energy production and conversion,,
PSPTO_4466,0.0679569283,PSPTO_4466,carbon-nitrogen hydrolase family protein,Function unknown,,
PSPTO_RS29925,0.0605636923,PSPTO_RS29925,hypothetical protein,No COG annotation,,
PSPTO_RS14105,0.057758281,PSPTO_RS14105,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_2241,-0.0680025329,kdpF,K(+)-transporting ATPase subunit F,No COG annotation,,
