locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigD,link
BSU_13690,0.14389017916911634,motA,motility protein A%3B MotA component of the H+-coupled stator flagellum complex,Cell motility,Op1072,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13690
BSU_35360,0.137607860568391,hag,flagellin protein,Cell motility,Op2763,"SigD,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35360
BSU_13680,0.13088950504831487,motB,motility protein B%3B MotB component of the H+-coupled stator flagellum complex,Cell motility,Op1072,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13680
BSU_38400,0.12613692366173412,epr,extracellular serine protease,"Post-translational modification, protein turnover, and chaperones",Op2975,"Spo0A,SinR,SigD,DegU,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38400
BSU_07360,0.12564664282140714,yfmS,chemotaxis sensory transducer (sensed target unknown),Cell motility,Op589,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07360
BSU_07350,0.12287748693580634,vdhT,vanillin dehydrogenase,Energy production and conversion,Op589,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07350
BSU_31240,0.1207079976978315,mcpA,methyl-accepting chemotaxis protein,Cell motility,Op2459,"SigD,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31240
BSU_35860,0.11992154415773515,pgdS,gamma-DD-glutamyl hydrolase (PGA depolymerase),Cell wall/membrane/envelope biogenesis,Op2792,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35860
BSU_12120,0.11415959446496715,yjfB,conserved hypothetical protein,Function unknown,Op947,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12120
BSU_35350,0.11093771259535744,yvyC,putative flagellar protein of unknown function,Cell motility,Op2762,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35350
BSU_10380,0.11073054000322777,hemAT,heme-based dioxygen sensor,Cell motility,Op815,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10380
BSU_13950,0.1101808104290884,mcpC,methyl-accepting chemotaxis protein,Cell motility,Op1095,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13950
BSU_09370,0.1075515314342092,lytF,gamma-D-glutamate-meso-diaminopimelate muropeptidase (major autolysin%2C vegetative),Cell wall/membrane/envelope biogenesis,Op723,"SinR,SigD,SlrR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09370
BSU_28890,0.10664019956285126,yscB,putative lipoprotein,No COG annotation,Op2295,"SigD,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28890
BSU_35340,0.10378067787330916,fliD,flagellar hook-associated capping protein 2 (HAP2),Cell motility,Op2762,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35340
BSU_35330,0.10313438136215264,fliS,flagellar assembly protein FliS,Cell motility,Op2762,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35330
BSU_35320,0.10154735335457496,fliT,flagellar assembly protein FliT involved in control of flagella expression,Function unknown,Op2762,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35320
BSU_15960,0.10023718465947533,ylqB,conserved exported protein of unknown function,No COG annotation,Op1233,"SigD,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_15960
BSU_31260,0.0953251590358754,mcpB,methyl-accepting chemotaxis protein,Cell motility,Op2460,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31260
BSU_14010,0.09497698115949092,cheV,coupling protein and response regulator for CheA activity in response to attractants (chemotaxis),Signal transduction mechanisms,Op1102,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14010
BSU_35319,0.09403472554835947,yvzG,conserved protein of unknown function,No COG annotation,Op2761,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35319
BSU_35780,0.09081666079715517,lytD,exported N-acetylglucosaminidase (major autolysin) (CWBP90),Carbohydrate transport and metabolism,Op2786,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35780
BSU_11570,0.08790631068256567,cwlQ,bifunctional muramidase and murein lytic transglycosylase,Cell wall/membrane/envelope biogenesis,Op901,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11570
BSU_36400,0.08548407133857204,flhO,flagellar basal-body accessory rod protein,Cell motility,Op2834,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36400
BSU_31230,0.08547406013174502,tlpB,methyl-accepting chemotaxis protein,Cell motility,Op2458,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31230
BSU_13420,0.08196224524191732,dgcW,diguanylate cyclase,Signal transduction mechanisms,Op1050,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13420
BSU_35640,0.08146088155089393,lytA,membrane bound lipoprotein,No COG annotation,Op2772,"SigA,SinR,SigD,YvrHb,SlrR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35640
BSU_02050,0.08109723884426451,ybdO,putative phage protein%3B prophage region 1,Function unknown,Op152,"SigD,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02050
BSU_18610,0.08045218505553978,yoaH,putative methyl-accepting chemotaxis protein,Cell motility,Op1423,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18610
BSU_31250,0.07765208856867001,tlpA,methyl-accepting chemotaxis protein (membrane curvature dependent localisation),Cell motility,Op2459,"SigD,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31250
BSU_35410,0.07696889083371927,flgK,flagellar hook-filament junction,Cell motility,Op2766,"ComK,SigA,SigD,DegU,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35410
BSU_35239,0.07677468717920513,swrAAn,swarming motility protein%3B N-terminal part of swrAA,Function unknown,Op2755,"SigA,SigD,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35239
BSU_35430,0.0765995543399133,flgM,anti-sigma factor repressor of sigma(D)-dependent transcription,Transcription,Op2766,"ComK,SigA,SigD,DegU,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35430
BSU_35420,0.0761583529014975,flgN,factor required for flagellar based motility,Cell motility,Op2766,"ComK,SigA,SigD,DegU,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35420
BSU_19760,0.07586210088009057,cgeD,putative glycosyltransferase involved in maturation of the outermost layer of the spore,Cell wall/membrane/envelope biogenesis,Op1545,"GerE,SigK,SigD",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19760
BSU_35400,0.0758325265451982,flgL,flagellar hook-filament junction protein,Cell motility,Op2766,"ComK,SigA,SigD,DegU,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35400
BSU_21330,0.07556614083582086,yomK,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1706,YonO,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21330
BSU_35620,0.07517753168915697,lytC,N-acetylmuramoyl-L-alanine amidase (major autolysin),Cell wall/membrane/envelope biogenesis,Op2772,"SigA,SinR,SigD,YvrHb,SlrR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35620
BSU_21540,0.07483590712298771,yolA,conserved exported protein of unknown function%3B SPbeta phage,Function unknown,Op1723,AbrB,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21540
BSU_38800,0.07474133867953679,yxkH,putative exported polysaccharide deacetylase%2C lipoprotein,Carbohydrate transport and metabolism,Op2998,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38800
BSU_34020,0.0730526735989856,yvbX,putative epimerase modification of peptidoglycan,Function unknown,Op2667,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_34020
BSU_36390,0.07257158155315321,flhP,flagellar hook-basal body accessory protein,Cell motility,Op2834,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36390
BSU_11950,0.07157081020984754,yjcQ,conserved hypothetical protein%3B phage island,Function unknown,Op931,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11950
BSU_35630,0.07137426650208935,lytB,modifier of major autolysin amidase LytC,"Cell cycle control, cell division, chromosome partitioning",Op2772,"SigA,SinR,SigD,YvrHb,SlrR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35630
BSU_20320,0.07137201846809985,yorN,conserved hypothetical protein%3B phage SPbeta,No COG annotation,Op1600,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20320
BSU_35230,0.07006302669880943,swrAAc,swarming motility protein fragment%3B C-terminal part of swrAA,Function unknown,Op2754,"SigA,SigD,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35230
BSU_35390,0.06928155613263651,yviE,conserved protein of unknown function,No COG annotation,Op2765,"ComK,SigA,SigD,DegU,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35390
BSU_11940,0.06907101286034432,yjcP,conserved hypothetical protein: phage island,No COG annotation,Op931,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11940
BSU_21530,0.06823868931267553,yolB,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1722,AbrB,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21530
BSU_03440,0.06776235872935399,tlpC,methyl-accepting chemotaxis protein (plant colonization),Cell motility,Op259,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03440
BSU_26210,0.06774216825239092,yqaR,hypothetical protein%3B skin element,No COG annotation,Op2079,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26210
BSU_38850,0.06640041326036704,yxkC,conserved protein of unknown function,Function unknown,Op3002,"SigD,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38850
BSU_21940,0.06581901248079533,degR,activator of degradative enzymes (aprE%2C nprE%2C sacB) production or activity,No COG annotation,Op1768,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21940
BSU_33690,0.06354920464997461,yvaQ,putative methyl-accepting transducer,Cell motility,Op2648,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33690
BSU_35440,0.06200130165241344,yvyF,putative transcriptional regulator of flagella formation,Function unknown,Op2766,"ComK,SigA,SigD,DegU,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35440
BSU_24450,0.05685135511648401,efp,elongation factor P,"Translation, ribosomal structure and biogenesis",Op1942,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24450
BSU_26120,0.05645725212478694,yqbG,conserved phage protein of unknown function%3B skin element,Function unknown,Op2070,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26120
BSU_16440,0.055604857302566806,cheW,modulation of CheA activity in response to attractants (chemotaxis),Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16440
BSU_19750,0.05516055579667821,cgeE,protein involved in maturation of the outermost layer of the spore,Transcription,Op1545,"GerE,SigK,SigD",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19750
BSU_16460,0.05425480176254067,cheD,sequence specific deamidase required for methylation of methyl-accepting chemotaxis proteins (MCPs) by CheR,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16460
BSU_38930,0.05349580459940543,yxjJ,conserved protein of unknown function,No COG annotation,Op3010,"SigB,DegU",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38930
BSU_16450,0.053267322688519074,cheC,signal terminating phosphatase of CheR-mediated methylation of methyl-accepting chemotaxis proteins (MCPs),Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16450
BSU_19749,0.05147705130665881,yoyG,putative toxin of a type I toxin family (sporulation operon),No COG annotation,Op1544,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19749
