locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
new_1421204_1422144_c,0.14368476,S484,3'UTR of mtnA,No COG category,,"SigA,S-box",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1421204_1422144_c
new_176316_176924,0.129195371,S65,intergenic region,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_176316_176924
new_953026_953194,0.11411443,S307,intergenic region,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_953026_953194
new_101212_101289,0.113873062,S44,intergenic region,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_101212_101289
BSU00240,0.102882639,csfB,inhibitor of [[protein|SigG ]]and [[protein|3CB24D493B3282278B7DC61CE3C793DFA815F9E2]],Function unknown,csfB,"SigK,SigF",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU00240
new_22452_22529,0.1023598,S14,3' of trnSL-Ser1,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_22452_22529
BSU00450,0.100614451,sspF,small acid-soluble spore protein (minor),Function unknown,sspF,SigG,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU00450
new_14811_15868,0.09777031800000001,S8,intergenic region,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_14811_15868
new_3989908_3990230,0.097151519,S1493,3'UTR of yxkC,No COG category,,"SigD,TnrA",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3989908_3990230
new_53111_53182,0.095700786,S30,5'UTR of sspF,No COG category,,SigG,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_53111_53182
new_70382_70493,0.094929742,S36,intergenic region,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_70382_70493
BSU08770,0.09176729300000001,ygzA,unknown,No COG category,ygzA,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08770
new_35356_35458,0.08644953400000001,S21,intergenic region,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_35356_35458
BSU21030,0.078958821,yonP,unknown,No COG category,yonP->yonN,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21030
new_3193548_3194425_c,0.077799884,S1187,intergenic region,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3193548_3194425_c
BSU18950,0.076874613,yozL,unknown,Function unknown,yozL->yobH,LexA,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU18950
new_529454_530352,0.07611564700000001,S169,3' of trnS-Leu2,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_529454_530352
new_2264353_2265142_c,0.075567802,S807,3'UTR of bdbB,No COG category,,"Rok,Abh,DnaA,YvrHb,AbrB",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2264353_2265142_c
new_154838_155119,0.075011466,S59,5'UTR of ybaJ,No COG category,,AbrB,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_154838_155119
new_3385699_3386762_c,0.07465532,S1269,intergenic region,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3385699_3386762_c
BSU_tRNA_24,0.07343501599999999,trnI-Thr,transfer RNA-Thr,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_tRNA_24
new_3744322_3745406_c,0.073069745,S1402,intergenic region,No COG category,,SigD,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3744322_3745406_c
new_22531_23167,0.072305662,S15,3' of trnSL-Ser1,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_22531_23167
new_2387674_2387835_c,0.066711583,S862,5'UTR of spoIVA,No COG category,,"SigE,SpoIIID",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2387674_2387835_c
new_952948_953024,0.066627415,S306,3' of trnD-Leu1,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_952948_953024
new_1262896_1264544,0.06616269999999999,S430,3' of trnSL-Val2,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1262896_1264544
new_3669959_3672791,0.06612467799999999,S1367,5'UTR of yvzE,No COG category,,SigB,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3669959_3672791
new_649828_649902,-0.078429216,S208,5'UTR of groES,No COG category,,"HrcA,SigA",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_649828_649902
new_204977_205210,-0.085413197,S72,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_204977_205210
BSU22650,-0.119330831,trpF,phosphoribosylanthranilate isomerase,Amino acid transport and metabolism,"trpE->trpA, trpE->aroE",MtrB,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU22650
