locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_4159,0.1738818939,PSPTO_4159,bacterioferritin-associated ferredoxin,Inorganic ion transport and metabolism,,
PSPTO_2133,0.17066919390000002,pvdS,RNA polymerase factor sigma-70,Transcription,,
PSPTO_1209,0.1649420395,PSPTO_1209,sigma-70 family RNA polymerase sigma factor,Transcription,,
PSPTO_3462,0.16090688490000002,PSPTO_3462,TonB-dependent siderophore receptor,Cell wall/membrane/envelope biogenesis,,
PSPTO_3157,0.1496821313,PSPTO_3157,DUF4880 domain-containing protein,Function unknown,,
PSPTO_1210,0.1418627382,PSPTO_1210,DUF3649 domain-containing protein,Function unknown,,
PSPTO_2605,0.1262542754,PSPTO_2605,TonB-dependent receptor,Cell wall/membrane/envelope biogenesis,,
PSPTO_0069,0.12551685610000002,exbB,tonB-system energizer ExbB,"Intracellular trafficking, secretion, and vesicular transport",,
PSPTO_0068,0.12240300720000001,exbD,TonB system transport protein ExbD,"Intracellular trafficking, secretion, and vesicular transport",,
PSPTO_1203,0.1163358966,PSPTO_1203,sigma-70 family RNA polymerase sigma factor,Transcription,,
PSPTO_1208,0.1154140253,PSPTO_1208,FecR family protein,Inorganic ion transport and metabolism,,
PSPTO_3574,0.1090111782,PSPTO_3574,TonB-dependent siderophore receptor,Inorganic ion transport and metabolism,,
PSPTO_0067,0.1045838573,tonB-1,energy transducer TonB,Cell wall/membrane/envelope biogenesis,,
PSPTO_3596,0.099810011,PSPTO_3596,FTR1 family protein,Inorganic ion transport and metabolism,,
PSPTO_2604,0.0979348284,PSPTO_2604,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,
PSPTO_3597,0.0935040374,efeO,iron uptake system protein EfeO,Inorganic ion transport and metabolism,,
PSPTO_1204,0.0920150438,PSPTO_1204,FecR family protein,Inorganic ion transport and metabolism,,
PSPTO_3294,0.0914826916,PSPTO_3294,TonB-dependent receptor,Cell wall/membrane/envelope biogenesis,,
PSPTO_1211,0.0893998009,PSPTO_1211,PepSY domain-containing protein,Function unknown,,
PSPTO_2152,0.0797535627,PSPTO_2152,TonB-dependent siderophore receptor,Inorganic ion transport and metabolism,PvdS,
PSPTO_4366,0.0774630272,PSPTO_4366,peptidase,Inorganic ion transport and metabolism,,
PSPTO_3598,0.0767601754,efeB,deferrochelatase/peroxidase EfeB,Inorganic ion transport and metabolism,,
PSPTO_1212,0.0710946955,PSPTO_1212,DUF3325 domain-containing protein,Function unknown,,
PSPTO_2603,0.0685788198,PSPTO_2603,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,
PSPTO_0786,0.06799434160000001,PSPTO_0786,response regulator transcription factor,Signal transduction mechanisms,,
PSPTO_4183,0.0634309807,rpmE-1,type B 50S ribosomal protein L31,"Translation, ribosomal structure and biogenesis",,
PSPTO_2143,0.062445443,PSPTO_2143,hypothetical protein,No COG annotation,,
PSPTO_4611,-0.0672300256,PSPTO_4611,YncE family protein,Function unknown,,
PSPTO_4160,-0.0881083653,bfr,bacterioferritin,Inorganic ion transport and metabolism,,
