,name,x,y,cog,color,link
meta,start,0.09021070970120751,,,,
ABUW_6001,ABUW_6001,1,-0.0287819277,No COG annotation,#87cefa,
ABUW_6002,ABUW_6002,1185,-0.0182008746,No COG annotation,#87cefa,
ABUW_6003,ABUW_6003,1642,-0.0035444774,No COG annotation,#87cefa,
ABUW_5001,repAci1,1,-0.014677058500000001,"Replication, recombination and repair",#ff00ff,
ABUW_5002,ABUW_5002,944,-0.0124852021,No COG annotation,#87cefa,
ABUW_5003,ABUW_5003,1539,-0.0266507705,No COG annotation,#87cefa,
ABUW_5004,ABUW_5004,1871,0.0221061966,Function unknown,#708090,
ABUW_5005,ABUW_5005,2586,-0.00038380850000000003,No COG annotation,#87cefa,
ABUW_5006,ABUW_5006,2753,-0.0144742123,Function unknown,#708090,
ABUW_5007,ABUW_5007,3036,-0.013232405000000001,Function unknown,#708090,
ABUW_5008,ABUW_5008,3478,-0.0050582326,Inorganic ion transport and metabolism,#0000ff,
ABUW_5010,ABUW_5010,6194,-0.004328448,No COG annotation,#87cefa,
ABUW_5011,ABUW_5011,6978,-0.0009446904,No COG annotation,#87cefa,
ABUW_5012,ABUW_5012,7151,0.0047959372,No COG annotation,#87cefa,
ABUW_5013,ABUW_5013,7794,0.0032797124000000003,No COG annotation,#87cefa,
ABUW_5014,ABUW_5014,8170,-0.0020560955,No COG annotation,#87cefa,
ABUW_0001,dnaA,95,-0.0115340131,"Replication, recombination and repair",#ff00ff,
ABUW_0002,dnaN,1590,-0.0067900358,"Replication, recombination and repair",#ff00ff,
ABUW_0003,recF,2753,-0.0008800793000000001,"Replication, recombination and repair",#ff00ff,
ABUW_0004,gyrB,3888,-8.373070000000001e-05,"Replication, recombination and repair",#ff00ff,
ABUW_0005,ABUW_0005,6394,0.0110365833,Energy production and conversion,#90ee90,
ABUW_0006,ABUW_0006,6870,0.0043172169,Function unknown,#708090,
ABUW_0007,ABUW_0007,7678,-0.0017760149000000001,Function unknown,#708090,
ABUW_0008,ABUW_0008,9866,-0.0158906255,Carbohydrate transport and metabolism,#ffc0cb,
ABUW_0009,ABUW_0009,11126,-0.0114736891,Carbohydrate transport and metabolism,#ffc0cb,
ABUW_0010,adeT,12476,-0.0053907314,Carbohydrate transport and metabolism,#ffc0cb,
ABUW_0011,ABUW_0011,13605,-0.0176522375,Energy production and conversion,#90ee90,
ABUW_0012,ABUW_0012,13998,-0.0053091853,Lipid transport and metabolism,#40e0d0,
ABUW_0013,anmK,14971,-0.0020067125,Nucleotide transport and metabolism,#00bfbf,
ABUW_0014,tyrS,16160,0.0009166608000000001,"Translation, ribosomal structure and biogenesis",#000000,
ABUW_0020,ABUW_0020,23706,0.0057905744,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
ABUW_0021,ABUW_0021,24363,0.0047198062,Cell wall/membrane/envelope biogenesis,#c71585,
ABUW_0022,ABUW_0022,25685,0.0250650205,Function unknown,#708090,
ABUW_0023,ABUW_0023,27176,0.0046762999999999996,Function unknown,#708090,
ABUW_0024,sun,27363,0.006173208800000001,"Translation, ribosomal structure and biogenesis",#000000,
ABUW_0025,fmt,28664,0.0041304309,"Translation, ribosomal structure and biogenesis",#000000,
ABUW_0026,ilvD,29975,0.0080314601,Amino acid transport and metabolism,#ff0000,
ABUW_0027,ABUW_0027,32118,0.0029469026,No COG annotation,#87cefa,
ABUW_0028,ABUW_0028,33507,-0.0079321176,Function unknown,#708090,
ABUW_0029,ABUW_0029,34226,-0.0026361011,Transcription,#f4a460,
ABUW_0030,ABUW_0030,35196,0.0276266543,Nucleotide transport and metabolism,#00bfbf,
ABUW_0031,ppc,36792,0.031138642600000002,Coenzyme transport and metabolism,#008000,
ABUW_0032,ABUW_0032,39518,-0.0251991462,No COG annotation,#87cefa,
ABUW_0033,ABUW_0033,39647,-0.014791038000000001,Transcription,#f4a460,
ABUW_0034,ABUW_0034,40420,0.0286129327,Cell wall/membrane/envelope biogenesis,#c71585,
ABUW_0035,ABUW_0035,41523,0.0567491861,Defense mechanisms,#d3d3d3,
ABUW_0036,ABUW_0036,44788,0.0105589449,No COG annotation,#87cefa,
ABUW_0037,dnaJ,45270,-0.0185144671,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
ABUW_0038,ABUW_0038,46497,-0.0092668933,No COG annotation,#87cefa,
ABUW_0039,dapB,47032,-0.008236936,Amino acid transport and metabolism,#ff0000,
ABUW_0040,ABUW_0040,47905,-0.0123028102,Function unknown,#708090,
ABUW_0041,ABUW_0041,48599,0.0215059952,Amino acid transport and metabolism,#ff0000,
ABUW_0042,alrA,49794,0.0145309698,Function unknown,#708090,
ABUW_0043,ABUW_0043,50718,-0.006019099700000001,Transcription,#f4a460,
ABUW_0044,ABUW_0044,51604,-0.0046734919,No COG annotation,#87cefa,
ABUW_0045,ABUW_0045,52069,-0.0014633882,Transcription,#f4a460,
ABUW_0046,ABUW_0046,53496,0.01800933,Function unknown,#708090,
ABUW_0047,tag,54563,-0.0087489626,"Replication, recombination and repair",#ff00ff,
ABUW_0048,ABUW_0048,55154,0.013440566800000001,No COG annotation,#87cefa,
ABUW_0049,ABUW_0049,55409,0.0138455009,Cell wall/membrane/envelope biogenesis,#c71585,
ABUW_0050,mutY,55993,-0.013145934500000001,"Replication, recombination and repair",#ff00ff,
ABUW_0051,ABUW_0051,57168,-0.0123819781,Nucleotide transport and metabolism,#00bfbf,
ABUW_0052,ABUW_0052,57715,-0.0180012283,"Secondary metabolites biosynthesis, transport, and catabolism",#1e90ff,
ABUW_0053,ABUW_0053,58624,-0.004921843600000001,Function unknown,#708090,
ABUW_0054,ABUW_0054,58977,-0.010662414200000001,Function unknown,#708090,
ABUW_0055,ABUW_0055,59548,-0.0074154665000000005,Carbohydrate transport and metabolism,#ffc0cb,
ABUW_0056,ABUW_0056,60823,-0.0018728546000000002,"Replication, recombination and repair",#ff00ff,
ABUW_0057,ABUW_0057,62104,-0.0045819102,Inorganic ion transport and metabolism,#0000ff,
ABUW_0058,ABUW_0058,63229,0.012290625500000001,No COG annotation,#87cefa,
ABUW_0059,purC,63622,0.0138223935,Nucleotide transport and metabolism,#00bfbf,
ABUW_0060,ABUW_0060,64378,-0.0035488927000000003,Cell wall/membrane/envelope biogenesis,#c71585,
ABUW_0061,dapA,64996,-0.0154413212,Amino acid transport and metabolism,#ff0000,
ABUW_0062,pncA,66219,0.0027126844,"Secondary metabolites biosynthesis, transport, and catabolism",#1e90ff,
ABUW_0063,ABUW_0063,66918,-0.00015848780000000002,Function unknown,#708090,
ABUW_0064,ABUW_0064,68034,0.0015809259,Defense mechanisms,#d3d3d3,
ABUW_0065,ABUW_0065,69387,-0.0282539085,Function unknown,#708090,
