locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b1751,0.3422438814,ydjY,4Fe-4S ferredoxin-type domain-containing protein YdjY,No COG annotation,ydjXYZ-ynjABCD,,https://ecocyc.org/gene?orgid=ECOLI&id=G6946
b1752,0.2574114706,ydjZ,DedA family protein YdjZ,Function unknown,ydjXYZ-ynjABCD,,https://ecocyc.org/gene?orgid=ECOLI&id=G6947
b1750,0.230707035,ydjX,DedA family protein YdjX,Function unknown,ydjXYZ-ynjABCD,,https://ecocyc.org/gene?orgid=ECOLI&id=G6945
b1930,0.2051971652,yedF,putative sulfurtransferase YedF,"Post-translational modification, protein turnover,and chaperones",yedEF,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11661
b4334,0.2030351097,yjiL,putative ATPase%2C activator of (R)-hydroxyglutaryl-CoA dehdratase,Lipid transport and metabolism,yjiML,"YidZ,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=G7931
b1757,0.19135851750000002,ynjE,molybdopterin synthase sulfurtransferase,Cell wall/membrane/envelope biogenesis,ynjE,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6952
b1929,0.1831856852,yedE,putative selenium transporter YedE,Function unknown,yedEF,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11660
b1753,0.16518473120000002,ynjA,AhpD-like domain-containing protein YnjA,Function unknown,ydjXYZ-ynjABCD,,https://ecocyc.org/gene?orgid=ECOLI&id=G6948
b4335,0.16174423940000002,yjiM,putative dehydratase subunit,Amino acid transport and metabolism,yjiML,,https://ecocyc.org/gene?orgid=ECOLI&id=G7932
b1754,0.1506650134,ynjB,putative ABC transporter periplasmic binding protein YnjB,Function unknown,ydjXYZ-ynjABCD,"YdcN,YidZ,YcaN",https://ecocyc.org/gene?orgid=ECOLI&id=G6949
b4715,0.1472504329,ytiA,uncharacterized protein YtiA,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16640
b1755,0.10636564280000001,ynjC,putative ABC transporter membrane subunit YnjC,Inorganic ion transport and metabolism,ydjXYZ-ynjABCD,,https://ecocyc.org/gene?orgid=ECOLI&id=G6950
b4333,0.09729236990000001,yjiK,uncharacterized protein YjiK,Function unknown,yjiK,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7930
b3020,0.0933485357,ygiS,putative deoxycholate binding periplasmic protein,Amino acid transport and metabolism,ygiS,,https://ecocyc.org/gene?orgid=ECOLI&id=G7570
