locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
BSU_18239,0.23719855365162176,lgeHB,methylcrotonyl-CoA carboxylase%3B biotinylated subunit (leucine degradation),Lipid transport and metabolism,Op1390,SigE,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18239
BSU_18220,0.2273118791471008,ldeF,methylglutaconyl-CoA hydratase (leucine degradation),Lipid transport and metabolism,Op1390,SigE,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18220
BSU_18230,0.2232751627435153,ldeG,hydroxymethylglutaryl-CoA lyase (leucine degradation),Amino acid transport and metabolism,Op1390,SigE,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18230
BSU_18250,0.21329354162688524,ldeI,acetoacetyl-CoA synthetase,Lipid transport and metabolism,Op1390,SigE,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18250
BSU_18240,0.21327956498725026,ldeHA,biotin carboxylase for subunit LdeHB of methylcrotonyl-CoA carboxylase,Lipid transport and metabolism,Op1390,SigE,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18240
BSU_18210,0.20887196536874306,ldeE,methylcrotonoyl-CoA carboxylase subunit (leucine degradation),Lipid transport and metabolism,Op1390,SigE,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18210
BSU_18260,0.2029396212348259,ldeJ,isovaleryl-CoA dehydrogenase (leucine degradation),Lipid transport and metabolism,Op1390,SigE,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18260
BSU_18140,0.15671131989958131,ynfE,conserved hypothetical protein,No COG annotation,Op1383,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18140
BSU_18200,0.1453813647369595,nrnB,oligoribonuclease (nanoRNase),Function unknown,Op1389,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18200
BSU_18290,0.1260958047230314,yngL,putative integral inner membrane protein,Function unknown,Op1394,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18290
BSU_18280,0.09906242977824224,yngK,putative exported glycoside hydrolase,Signal transduction mechanisms,Op1393,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18280
BSU_18130,0.09541763584934156,eglS,endo-1%2C4-beta-glucanase,Carbohydrate transport and metabolism,Op1382,SigA,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18130
BSU_18270,0.09256362775642722,ynzE,conserved hypothetical protein,Function unknown,Op1391,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18270
BSU_18150,0.0838931512789251,xynC,secreted endo-xylanase,Cell wall/membrane/envelope biogenesis,Op1384,AbrB,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18150
BSU_18190,0.0832293190520087,yngC,putative integral inner membrane protein%2C phosphatase or phosphate isomerase,Function unknown,Op1388,"SigM,YclJ",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18190
BSU_18160,0.08211692773945879,xynD,arabinoxylan arabinofuranohydrolase,Carbohydrate transport and metabolism,Op1385,AbrB,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18160
