,name,x,y,cog,color,link
meta,start,0.07118040645,,,,
SP5448_00005,dnaA,232,0.0154491592,"Replication, recombination and repair",#87ceeb,
SP5448_00010,dnaN,1742,0.0006093953,"Replication, recombination and repair",#87ceeb,
SP5448_00015,yyzM,2953,0.0694704671,Function unknown,#708090,
SP5448_00020,ychF,3480,0.0131549862,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00025,pth,4665,0.0125659108,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00030,mfd,5237,0.0001805302,"Replication, recombination and repair",#87ceeb,
SP5448_00035,yabO,8902,0.0678697533,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00040,divIC,9161,0.038624917,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
SP5448_00050,XK27_09285,9667,0.0296355734,Defense mechanisms,#d3d3d3,
SP5448_00055,tilS,10950,0.0642755621,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
SP5448_00060,hpt,12241,0.0972606652,Nucleotide transport and metabolism,#87cefa,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.12%22)
SP5448_00065,ftsH,12805,-0.0012315968,"Posttranslational modification, protein turnover, chaperones",#00bfbf,
SP5448_00070,yfnA,15040,0.013177877800000001,Amino acid transport and metabolism,#ff0000,
SP5448_00185,usp,25163,0.0642218085,Cell wall/membrane/envelope biogenesis,#c71585,
SP5448_00190,prs_1,26612,0.0150063509,Nucleotide transport and metabolism,#87cefa,
SP5448_00195,recO,27760,0.0468187132,"Replication, recombination and repair",#87ceeb,
SP5448_00200,plsX,28618,0.020305757100000002,Lipid transport and metabolism,#40e0d0,
SP5448_00205,acpP1,29618,-0.0020897814,Function unknown,#708090,
SP5448_00210,purC,30011,0.0323353549,Nucleotide transport and metabolism,#87cefa,
SP5448_00215,purL,30839,-0.020858136200000002,Nucleotide transport and metabolism,#87cefa,
SP5448_00220,purF,34725,-0.013943356300000001,Nucleotide transport and metabolism,#87cefa,
SP5448_00225,purM,36207,-0.0188076354,Nucleotide transport and metabolism,#87cefa,
SP5448_00230,purN,37397,-0.0103238848,Nucleotide transport and metabolism,#87cefa,
SP5448_00235,purH,38135,-0.0098340402,Nucleotide transport and metabolism,#87cefa,
SP5448_00240,SP5448_00240,39740,-0.00440628,Function unknown,#708090,
SP5448_00245,purD,41117,-0.0139107129,Nucleotide transport and metabolism,#87cefa,
SP5448_00250,purE,42660,-0.0314920555,Nucleotide transport and metabolism,#87cefa,
SP5448_00255,purK,43138,-0.0040440542,Nucleotide transport and metabolism,#87cefa,
SP5448_00260,SP5448_00260,44238,-0.0156514898,Function unknown,#708090,
SP5448_00265,purB,45899,-0.0285860377,Nucleotide transport and metabolism,#87cefa,
SP5448_00270,SP5448_00270,47323,-0.0159085468,Transcription,#1e90ff,
SP5448_00280,ruvB,48460,-0.0074207629,"Replication, recombination and repair",#87ceeb,
SP5448_00285,ptpA,49596,-0.0095357359,Signal transduction mechanisms,#ff00ff,
SP5448_00290,XK27_09805,50056,-0.020956185800000002,Function unknown,#708090,
SP5448_00295,XK27_09800,50454,-0.0297878756,Lipid transport and metabolism,#40e0d0,
SP5448_00300,adhE,52538,0.0049668503,Energy production and conversion,#90ee90,
SP5448_00305,adhP,55432,0.02105628,Energy production and conversion,#90ee90,
SP5448_00310,norN,56836,-0.0035092506,Defense mechanisms,#d3d3d3,
SP5448_00315,rpsJ,58329,0.0515517522,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00320,rplC,58853,0.0140512161,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00325,rplD,59503,-0.013482833500000001,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00330,rplW,60126,-0.0025835228000000003,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00335,rplB,60440,-0.0138659725,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00340,rpsS,61412,-0.0076496486,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00345,rplV,61706,-0.0024623614000000003,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00350,rpsC,62063,-0.0135095113,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00355,rplP,62720,-0.012061545100000001,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00360,rpmC,63143,-0.008113439,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00365,rpsQ,63375,-0.000278928,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00370,rplN,63660,-0.0065880233,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00375,rplX,64107,0.011529527000000001,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00380,rplE,64436,0.0043514118,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00385,rpsN_1,64994,-0.010306829200000001,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00390,rpsH,65330,-0.0063323246000000005,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00395,rplF,65931,-0.0078611685,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00400,rplR,66572,0.0006147114,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00405,rpsE,66947,0.0013820851,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00410,rpmD,67456,0.0028079591,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00415,rplO,67852,0.0037879848,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00420,secY,68309,0.0032045975,"Intracellular trafficking, secretion, and vesicular transport",#8b4513,
SP5448_00425,adk_1,69763,0.0124445253,Nucleotide transport and metabolism,#87cefa,
