locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM0043,0.12629035630000002,rpsT,30S ribosomal subunit protein S20,"Translation, ribosomal structure and biogenesis",arcA,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0043
STM3209,0.12357657990000001,rpsU,30S ribosomal subunit protein S21,"Translation, ribosomal structure and biogenesis","arcA,crp,lexA,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3209
STM3839,0.11305290850000001,rpmH,50S ribosomal subunit protein L34,"Translation, ribosomal structure and biogenesis","arcA,fnr,nac",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3839
STM1949,0.1041616436,yecF,putative cytoplasmic protein,Function unknown,fliA,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1949
STM3727,0.0979336236,rpmG,50S ribosomal subunit protein L33,"Translation, ribosomal structure and biogenesis",arcA,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3727
STM3283,0.0964849348,rpsO,30S ribosomal subunit protein S15,"Translation, ribosomal structure and biogenesis","arcA,argR,crp,fis,fnr,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3283
STM3298,0.0931650119,yhbY,putative RNA-binding protein,"Translation, ribosomal structure and biogenesis",nac,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3298
STM1196,0.0930426101,acpP,acyl carrier protein,Lipid transport and metabolism,"arcA,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1196
STM0632,0.0889946524,ybeC,putative Sec-independent protein secretion pathway component,"Intracellular trafficking, secretion, and vesicular transport",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0632
STM3303,0.0880369364,rpmA,50S ribosomal subunit protein L27,"Translation, ribosomal structure and biogenesis","arcA,fnr,mlrA,nac,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3303
STM4096,0.0875176854,rpmE,50S ribosomal subunit protein L31,"Translation, ribosomal structure and biogenesis",rpoH,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4096
STM4170,0.0847353312,hupA,DNA-binding protein HU-alpha,"Replication, recombination and repair","crp,fis,nac,yieP",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4170
STM2224,0.0825070023,rplY,50S ribosomal subunit protein L25,"Translation, ribosomal structure and biogenesis","arcA,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2224
STM3728,0.0801625032,rpmB,50S ribosomal subunit protein L28,"Translation, ribosomal structure and biogenesis",arcA,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3728
STM0451,0.0789756835,hupB,DNA-binding protein HU-beta%2C NS1 (HU-1),"Replication, recombination and repair","crp,fis,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0451
STM0943,0.076704225,cspD,CspA-like protein but not cold shock induced,Transcription,"crp,h-NS,mqsA,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0943
STM3304,0.07515497060000001,rplU,50S ribosomal subunit protein L21,"Translation, ribosomal structure and biogenesis","arcA,fnr,mlrA,nac,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3304
STM1715,0.0750927299,yciN,putative cytoplasmic protein,Function unknown,lrp,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1715
STM3344,0.0740699786,rpsI,30S ribosomal subunit protein S9,"Translation, ribosomal structure and biogenesis","crp,fis,fnr,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3344
STM0180,0.06994796460000001,panD,aspartate 1-decarboxylase,Coenzyme transport and metabolism,rpoD,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0180
