locus,gene_weight,gene_name,gene_product,COG,operon,regulator,RcsAB,link
b2053,0.23584045150000002,gmd,GDP-mannose 4%2C6-dehydratase,Nucleotide transport and metabolism,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11787
b2052,0.2073231049,fcl,GDP-L-fucose synthase,Carbohydrate transport and metabolism,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11788
b2062,0.20414901700000002,wza,outer membrane polysaccharide export protein Wza,Cell wall/membrane/envelope biogenesis,wza-wzb-wzc-wcaAB,"RpoD,RpoE,RcsAB,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7107
b4026,0.1992936855,yjbE,uncharacterized protein YjbE,No COG annotation,yjbEFGH,"RpoD,RcsAB,IHF",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11923
b2055,0.19929264260000001,wcaE,putative colanic acid biosynthesis glycosyl transferase,Function unknown,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7100
b2060,0.18725567240000002,wzc,protein-tyrosine kinase Wzc,"Cell cycle control, cell division, chromosome partitioning",wza-wzb-wzc-wcaAB,"RpoD,RpoE,RcsAB,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7105
b2054,0.18206977970000002,wcaF,putative acyl transferase,Function unknown,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7099
b2061,0.1753259378,wzb,protein-tyrosine phosphatase,Signal transduction mechanisms,wza-wzb-wzc-wcaAB,"RpoD,RpoE,RcsAB,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7106
b2051,0.1748005703,gmm,GDP-mannose mannosyl hydrolase,Nucleotide transport and metabolism,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11789
b2059,0.1737613426,wcaA,putative colanic acid biosynthesis glycosyl transferase,Cell wall/membrane/envelope biogenesis,wza-wzb-wzc-wcaAB,"RpoD,RcsAB",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7104
b1951,0.1670019831,rcsA,DNA-binding transcriptional activator RcsA,Transcription,rcsA,"RpoD,H-NS,RcsAB,GadE,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10820
b2056,0.1586942164,wcaD,putative colanic acid polymerase,Function unknown,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7101
b2050,0.1573145554,wcaI,putative colanic biosynthesis glycosyl transferase,Carbohydrate transport and metabolism,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11790
