locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_0679,0.1366098615,PSPTO_0679,outer membrane beta-barrel protein,Cell wall/membrane/envelope biogenesis,,
PSPTO_2254,0.115010977,PSPTO_2254,methyl-accepting chemotaxis protein,Cell motility,,
PSPTO_1669,0.1091395934,tdcD,propionate kinase,Coenzyme transport and metabolism,,
PSPTO_2253,0.1030971512,PSPTO_2253,hypothetical protein,No COG annotation,,
PSPTO_1993,0.10241792770000001,hemN,oxygen-independent coproporphyrinogen III oxidase,Coenzyme transport and metabolism,,
PSPTO_RS16575,0.09903705730000001,PSPTO_RS16575,transposase,"Replication, recombination and repair",,
PSPTO_4284,0.09621229640000001,PSPTO_4284,GNAT family N-acetyltransferase,Transcription,,
PSPTO_1667,0.0959871038,PSPTO_1667,universal stress protein,Signal transduction mechanisms,,
PSPTO_4285,0.0926686849,yiaY,L-threonine dehydrogenase,Energy production and conversion,,
PSPTO_0517,0.0877301311,PSPTO_0517,carbon-nitrogen hydrolase family protein,Function unknown,,
PSPTO_RS29875,0.08247164950000001,PSPTO_RS29875,GNAT family N-acetyltransferase,No COG annotation,,
PSPTO_0518,0.0792394366,PSPTO_0518,NAD(P)/FAD-dependent oxidoreductase,Amino acid transport and metabolism,,
PSPTO_4648,0.0698617903,cioA,cytochrome ubiquinol oxidase subunit I,Energy production and conversion,,
PSPTO_5112,0.0695526997,PSPTO_5112,MFS transporter,Amino acid transport and metabolism,,
PSPTO_3155,0.0675884555,PSPTO_3155,indolepyruvate ferredoxin oxidoreductase family protein,Energy production and conversion,,
PSPTO_4647,0.0646553072,cydB,cytochrome d ubiquinol oxidase subunit II,Energy production and conversion,,
PSPTO_5505,0.0637364697,PSPTO_5505,FMN-binding negative transcriptional regulator,Transcription,PSPTO_5504,
PSPTO_2609,0.058591788500000005,PSPTO_2609,copper chaperone PCu(A)C,Function unknown,,
PSPTO_4160,0.058298897200000005,bfr,bacterioferritin,Inorganic ion transport and metabolism,,
PSPTO_4283,0.057385285800000005,pnlA,polysaccharide lyase family 1 protein,Carbohydrate transport and metabolism,,
PSPTO_2399,-0.0575255338,rbsB-2,sugar ABC transporter substrate-binding protein,Carbohydrate transport and metabolism,,
PSPTO_0495,-0.0593510565,bioF,8-amino-7-oxononanoate synthase,Coenzyme transport and metabolism,BirA,
PSPTO_4263,-0.0620342162,PSPTO_4263,SDR family oxidoreductase,Lipid transport and metabolism,,
PSPTO_5340,-0.06506873540000001,PSPTO_5340,OFA family MFS transporter,Inorganic ion transport and metabolism,,
PSPTO_2132,-0.0678402022,PSPTO_2132,SgcJ/EcaC family oxidoreductase,Function unknown,,
PSPTO_1697,-0.0678683985,PSPTO_1697,hypothetical protein,No COG annotation,,
