locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM2747,0.24332059120000002,STM2747,putative cytoplasmic protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2747
STM1554,0.20231445480000002,STM1554,putative coiled-coil protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1554
STM2627,0.2018741403,STM2627,Gifsy-1 prophage protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2627
STM2746,0.1944039988,STM2746,putative excinuclease ATPase subunit,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2746
STM4315,0.1854751863,STM4315,putative AraC-type DNA-binding domain-containing protein,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4315
STM0952,0.1570189485,STM0952,putative transcriptional regulator%2C lysR family,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0952
STM4265,0.1470570901,soxS,transcriptional activator of superoxide response regulon,Transcription,"acrR,fnr,fur,oxyR,rpoD,soxR,soxS",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4265
STM2625,0.1349412917,STM2625,Gifsy-1 prophage protein,"Replication, recombination and repair",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2625
STM3519,0.1298907983,rtcB,putative cytoplasmic protein,Function unknown,"ihf,rpoN,rtcR",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3519
STM2624,0.1288923083,STM2624,Gifsy-1 prophage protein,Carbohydrate transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2624
STM1555,0.1282053638,STM1555,putative transcriptional regulator,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1555
STM2565,0.1141530149,purG,phosphoribosylformylglycinamidine synthetase,Nucleotide transport and metabolism,"purR,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2565
STM0494,0.0955296364,ushA,UDP-sugar hydrolase 5'-nucleotidase,Nucleotide transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0494
STM4313,0.09399057470000001,STM4313,putative cytoplasmic protein,"Secondary metabolites biosynthesis, transport, and catabolism",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4313
STM4524,-0.0993022095,hsdS,specificity determinant for hsdM and hsdR,Defense mechanisms,fnr,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4524
STM2005,-0.1243543168,STM2005,putative endoprotease,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2005
