locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b2626,0.12160285380000001,yfjJ,CP4-57 prophage%3B protein YfjJ,Function unknown,yfjJ,,https://ecocyc.org/gene?orgid=ECOLI&id=G7361
b2669,0.0797715242,stpA,DNA-binding transcriptional repressor StpA with RNA chaperone activity,Transcription,stpA,"RpoD,StpA,Lrp,H-NS,ArgR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11554
b3627,-0.0577749481,waaO,UDP-D-glucose:(glucosyl)LPS alpha-1%2C3-glucosyltransferase,Cell wall/membrane/envelope biogenesis,rirA-waaQGPSBOJYZU,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11352
b3662,-0.058303876600000006,nepI,purine ribonucleoside exporter,Amino acid transport and metabolism,nepI,SoxS,https://ecocyc.org/gene?orgid=ECOLI&id=EG11689
b3572,-0.0583173451,avtA,valine--pyruvate aminotransferase,Amino acid transport and metabolism,avtA,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG10107
b3553,-0.0584676588,ghrB,glyoxylate reductase,Energy production and conversion,ghrB,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12272
b3623,-0.058868669500000005,waaU,putative ADP-heptose:LPS heptosyltransferase 4,Cell wall/membrane/envelope biogenesis,rirA-waaQGPSBOJYZU,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11423
b3592,-0.0589318886,yibF,glutathione transferase-like protein YibF,"Post-translational modification, protein turnover,and chaperones",yibF,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11762
b3596,-0.059516591300000005,yibG,tetratricopeptide-like domain-containing protein YibG,Function unknown,,gcvB,https://ecocyc.org/gene?orgid=ECOLI&id=EG11763
b3647,-0.0600740494,ligB,DNA ligase B,"Replication, recombination and repair",ligB,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG11334
b3586,-0.0602690896,yiaV,putative membrane fusion protein,Defense mechanisms,yiaWV,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12290
b3629,-0.060392608900000005,waaS,lipopolysaccharide core biosynthesis protein,Cell wall/membrane/envelope biogenesis,rirA-waaQGPSBOJYZU,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11350
b0758,-0.0605629174,galT,galactose-1-phosphate uridylyltransferase,Energy production and conversion,galETKM,"RpoD,RpoS,Crp,GalR,GalS,H-NS,HU",https://ecocyc.org/gene?orgid=ECOLI&id=EG10366
b3649,-0.0606107497,rpoZ,RNA polymerase subunit omega,Transcription,rpoZ-spoT-trmH-recG,"RpoD,DksA,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10899
b3637,-0.0606487135,rpmB,50S ribosomal subunit protein L28,"Translation, ribosomal structure and biogenesis",yicR-rpmBG-mutM,"YfeC,ppGpp,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10886
b3648,-0.0612840881,gmk,guanylate kinase,Nucleotide transport and metabolism,gmk,"RpoD,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10965
b3659,-0.061350652500000005,setC,putative arabinose exporter,Inorganic ion transport and metabolism,setC,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11687
b3640,-0.061565677000000006,dut,deoxyuridine triphosphatase,Nucleotide transport and metabolism,dut-slmA,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG10251
b3632,-0.061886374800000005,waaQ,lipopolysaccharide core heptosyltransferase 3,Cell wall/membrane/envelope biogenesis,rirA-waaQGPSBOJYZU,"RpoD,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11341
b3655,-0.061890905100000004,yicH,AsmA famly protein YicH,Cell wall/membrane/envelope biogenesis,yicH,"YeiE,ppGpp,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11684
b3653,-0.062149155000000005,gltS,glutamate:sodium symporter,Inorganic ion transport and metabolism,gltS,YneJ,https://ecocyc.org/gene?orgid=ECOLI&id=EG10406
b4555,-0.0622295953,yicS,uncharacterized protein YicS,No COG annotation,yicS,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10469
