locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b2369,0.1893148559,evgA,DNA-binding transcriptional activator EvgA,Transcription,evgAS,"RpoD,RpoS,EvgA,H-NS,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11609
b2971,0.1746689706,yghG,lipoprotein YghG,Cell wall/membrane/envelope biogenesis,yghG,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7538
b2970,0.1555640788,yghF,putative type II secretion system C-type protein,"Intracellular trafficking, secretion, and vesicular transport",yghF,"YdcN,RpoE",https://ecocyc.org/gene?orgid=ECOLI&id=G7537
b4466,0.14245570300000002,yghJ,putative lipoprotein YghJ,Cell wall/membrane/envelope biogenesis,yghJ,,https://ecocyc.org/gene?orgid=ECOLI&id=G7541
b1675,0.1154812541,fumD,fumarase D,Function unknown,fumD,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G6903
b2370,0.1144976654,evgS,sensory histidine kinase EvgS,Signal transduction mechanisms,evgAS,"RpoD,RpoS,ppGpp,EvgA,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11610
b2972,0.1100881086,pppA,prepilin peptidase,Cell motility,pppA,,https://ecocyc.org/gene?orgid=ECOLI&id=G7539
b2969,0.1036004719,yghE,putative type II secretion system L-type protein,"Intracellular trafficking, secretion, and vesicular transport",yghED,,https://ecocyc.org/gene?orgid=ECOLI&id=G7536
b4331,-0.0997090639,kptA,RNA 2'-phosphotransferase,"Translation, ribosomal structure and biogenesis",kptA,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7928
b1495,-0.1039953599,yddB,putative TonB-dependent receptor,Inorganic ion transport and metabolism,yddAB,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11743
b1761,-0.1197276283,gdhA,glutamate dehydrogenase,Amino acid transport and metabolism,gdhA,"RpoD,YeiE,gcvB,Crp,Nac,Fur,Fnr,ArgP,ppGpp,Lrp,GlaR,spf",https://ecocyc.org/gene?orgid=ECOLI&id=EG10372
b3151,-0.1220178424,yraQ,permease family protein YraQ,Function unknown,yraQ,"ppGpp,ArgR",https://ecocyc.org/gene?orgid=ECOLI&id=G7645
b2681_1,-0.1561500861,ygaY_1,,No COG Annotation,ygaY_1Y_2,,
b2012,-0.16494895510000002,yeeD,putative sulfurtransferase YeeD,"Post-translational modification, protein turnover,and chaperones",yeeED,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11894
b2013,-0.17334505490000002,yeeE,inner membrane protein YeeE,Function unknown,yeeED,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11895
