locus,gene_weight,gene_name,gene_product,cog,operon,regulator,LiuR,link
PN96_RS19325,0.1593115266409244,ivdD2,enoyl-CoA hydratase,Lipid transport and metabolism,Op1107,LiuR,True,
PN96_RS19310,0.1483222570918024,ivdA2,thiolase family protein,Lipid transport and metabolism,Op1101,LiuR,True,
PN96_RS19315,0.1464330037591351,ivdB2,CoA-acylating methylmalonate-semialdehyde dehydrogenase,Energy production and conversion,Op1103,LiuR,True,
PN96_RS19320,0.1447808293970022,ivdC2,acyl-CoA dehydrogenase family protein,Energy production and conversion,Op1105,LiuR,True,
PN96_RS19330,0.1432763550398537,ivdE2,enoyl-CoA hydratase/isomerase family protein,Lipid transport and metabolism,Op1107,LiuR,True,
PN96_RS19340,0.1366161064703112,ivdG2,SDR family oxidoreductase,Lipid transport and metabolism,Op1108,LiuR,True,
PN96_RS19335,0.1289227662566447,ivdF,3-hydroxyisobutyrate dehydrogenase,Coenzyme transport and metabolism,Op1108,LiuR,True,
PN96_RS19165,0.1218700705825303,fadD,long-chain fatty acid--CoA ligase,Lipid transport and metabolism,Op1060,LiuR,True,
PN96_RS19155,0.117974328779314,etfD1,electron transfer flavoprotein-ubiquinone oxidoreductase,Energy production and conversion,Op1057,LiuR,True,
PN96_RS19290,0.1149773567073362,liuC,enoyl-CoA hydratase/isomerase family protein,Lipid transport and metabolism,Op1094,LiuR,True,
PN96_RS19160,0.1145200563345686,livG,ABC transporter ATP-binding protein,Amino acid transport and metabolism,Op1060,LiuR,True,
PN96_RS19150,0.1131896526696526,etfB,electron transfer flavoprotein subunit beta/FixA family protein,Energy production and conversion,Op1053,LiuR,True,
PN96_RS19145,0.1055843966239897,etfA,FAD-binding protein,Energy production and conversion,Op1053,LiuR,True,
PN96_RS19295,0.1018821224963266,liuB,methylcrotonoyl-CoA carboxylase,Lipid transport and metabolism,Op1097,LiuR,True,
PN96_RS21220,0.1015450027173173,PN96_RS21220,efflux RND transporter periplasmic adaptor subunit,Cell wall/membrane/envelope biogenesis,Op1613,,False,
PN96_RS19170,0.1013326802790893,livH,branched-chain amino acid ABC transporter permease,Inorganic ion transport and metabolism,Op1060,LiuR,True,
PN96_RS19175,0.0999513782655908,livM,branched-chain amino acid ABC transporter permease,"Intracellular trafficking, secretion, and vesicular transport",Op1060,LiuR,True,
PN96_RS06770,0.0947811557593195,hmgA,homogentisate 1%2C2-dioxygenase,"Secondary metabolites biosynthesis, transport, and catabolism",Op1716,TyrR,False,
PN96_RS21215,0.0938562885605746,PN96_RS21215,efflux RND transporter periplasmic adaptor subunit,Cell wall/membrane/envelope biogenesis,Op1613,,False,
PN96_RS06765,0.0921935624119836,hmgC,fumarylacetoacetate hydrolase family protein,"Secondary metabolites biosynthesis, transport, and catabolism",Op1716,TyrR,False,
PN96_RS19360,0.0873885209298041,PN96_RS19360,choline ABC transporter substrate-binding protein,Amino acid transport and metabolism,Op1116,,False,
PN96_RS19185,0.0860258683855839,livF,ABC transporter ATP-binding protein,Amino acid transport and metabolism,Op1066,LiuR,True,
PN96_RS14500,0.0854762681962511,PN96_RS14500,CpxP family protein,Cell motility,Op2965,,False,
PN96_RS19280,0.0851101935104886,liuE,hydroxymethylglutaryl-CoA lyase,Amino acid transport and metabolism,Op1094,LiuR,True,
PN96_RS19180,0.0844889887992894,livK,ABC transporter substrate-binding protein,Amino acid transport and metabolism,Op1064,LiuR,True,
PN96_RS22790,0.0843823836127536,phhA,phenylalanine 4-monooxygenase,Amino acid transport and metabolism,Op2057,TyrR,False,
PN96_RS19285,0.0785724282030502,liuD,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,Lipid transport and metabolism,Op1094,LiuR,True,
PN96_RS22785,0.0769445489323699,phhB,4a-hydroxytetrahydrobiopterin dehydratase,Coenzyme transport and metabolism,Op2057,TyrR,False,
PN96_RS06775,0.0760940259419918,hppD,4-hydroxyphenylpyruvate dioxygenase,Energy production and conversion,Op1716,TyrR,False,
PN96_RS19355,0.0745068976501825,betA,choline dehydrogenase,Energy production and conversion,Op1111,,False,
PN96_RS19190,0.0740257980858408,PN96_RS19190,AMP-binding protein,Coenzyme transport and metabolism,Op1066,,False,
PN96_RS19300,0.0740158424913619,liuA,isovaleryl-CoA dehydrogenase,Energy production and conversion,Op1097,LiuR,True,
PN96_RS21015,0.070707693132036,PN96_RS21015,outer membrane protein transport protein,Lipid transport and metabolism,Op1559,,False,
PN96_RS06760,0.068675919758123,hmgB,maleylacetoacetate isomerase,"Post-translational modification, protein turnover, and chaperones",Op1716,TyrR,False,
PN96_RS07525,0.0672543801081104,PsrA,TetR family transcriptional regulator,Transcription,Op1920,PsrA,False,
PN96_RS18925,0.0662013165731755,paaJ,phenylacetate-CoA oxygenase subunit PaaJ,"Replication, recombination and repair",Op999,,False,
PN96_RS19350,0.0651290724743303,betB,betaine-aldehyde dehydrogenase,Energy production and conversion,Op1111,,False,
