locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM2895,0.2122340579,invB,surface presentation of antigens,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2895
STM4257,0.20346950090000002,STM4257,putative inner membrane or exported,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4257
STM2893,0.2028340964,invI,surface presentation of antigens,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2893
STM2894,0.1945456955,invC,surface presentation of antigens,Nucleotide transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2894
STM2892,0.1880064461,invJ,surface presentation of antigens,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2892
STM2891,0.1876938883,spaO,surface presentation of antigens,Cell motility,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2891
STM2890,0.1867346846,spaP,surface presentation of antigens,"Intracellular trafficking, secretion, and vesicular transport",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2890
STM2897,0.1855692623,invE,invasion protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2897
STM4258,0.1855160377,STM4258,putative methyl-accepting chemotaxis protein,"Intracellular trafficking, secretion, and vesicular transport",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4258
STM2874,0.1844870956,prgH,cell invasion protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2874
STM4260,0.1798367367,STM4260,membrane permease,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4260
STM2896,0.1763941656,invA,invasion protein,"Intracellular trafficking, secretion, and vesicular transport",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2896
STM2873,0.175304692,prgI,cytoplasmic cell invasion protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2873
STM4259,0.1722147906,STM4259,putative ABC exporter outer membrane component-like protein,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4259
STM2872,0.1672041752,prgJ,cytoplasmic cell invasion protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2872
STM2898,0.1656126124,invG,outer membrane invasion protein,Cell motility,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2898
STM2876,0.1612104033,hilA,invasion genes transcription activator,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2876
STM2889,0.16008676500000002,spaQ,surface presentation of antigens,"Intracellular trafficking, secretion, and vesicular transport",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2889
STM2888,0.1512003247,spaR,surface presentation of antigens,"Intracellular trafficking, secretion, and vesicular transport",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2888
STM2871,0.1492873861,prgK,cell invasion protein,"Intracellular trafficking, secretion, and vesicular transport",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2871
STM2887,0.134022454,spaS,surface presentation of antigens,Cell motility,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2887
STM2875,0.1263671028,hilD,regulatory helix-turn-helix proteins%2C araC family,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2875
STM2870,0.1240092153,STM2870,putative inner membrane protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2870
STM2877,0.10607646450000001,iagB,cell invasion protein,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2877
STM2900,0.10534592370000001,invH,invasion protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2900
STM1328,0.0988197707,STM1328,putative outer membrane protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1328
STM4315,0.0818516923,STM4315,putative AraC-type DNA-binding domain-containing protein,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4315
STM2866,0.0751884738,sprB,transcriptional regulator,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2866
STM4312,0.0739260614,STM4312,putative phage protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4312
STM2868,0.0638871062,STM2868,putative cytoplasmic protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2868
STM2886,0.0638164313,sicA,surface presentation of antigens,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2886
STM2885,0.060793711900000005,sipB,cell invasion protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2885
STM2869,0.0592096038,orgA,putative flagellar biosynthesis/type III secretory pathway protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2869
STM4313,0.0588982448,STM4313,putative cytoplasmic protein,"Secondary metabolites biosynthesis, transport, and catabolism",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4313
