locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_4707,0.2000217966,cmaD,acyl carrier protein,"Secondary metabolites biosynthesis, transport, and catabolism",,
PSPTO_4681,0.1945787042,cfa1,acyl carrier protein,Lipid transport and metabolism,,
PSPTO_4723,0.1939441027,PSPTO_4723,DUF1330 domain-containing protein,Function unknown,,
PSPTO_4682,0.1922464211,cfa2,coronafacic acid dehydratase,Lipid transport and metabolism,,
PSPTO_4680,0.18429704730000002,cfl,acyl--CoA ligase,Lipid transport and metabolism,,
PSPTO_4683,0.1745013288,cfa3,beta-ketoacyl-[acyl-carrier-protein] synthase family protein,Lipid transport and metabolism,,
PSPTO_4708,0.1743216727,cmaE,alpha/beta fold hydrolase,Function unknown,,
PSPTO_4685,0.165761251,cfa5,acyl--CoA ligase,Lipid transport and metabolism,,
PSPTO_4684,0.1642316036,cfa4,coronafacic acid synthetase,No COG annotation,,
PSPTO_4710,0.1549882182,cmaB,chlorinating enzyme,"Secondary metabolites biosynthesis, transport, and catabolism",,
PSPTO_4709,0.1509793895,cmaA,L-allo-isoleucine:holo-[CmaA peptidyl-carrier protein] ligase,"Secondary metabolites biosynthesis, transport, and catabolism",,
PSPTO_4686,0.14439075240000002,cfa6,type I polyketide synthase,"Secondary metabolites biosynthesis, transport, and catabolism",,
PSPTO_4689,0.14412041550000002,ccrA,crotonyl-CoA carboxylase/reductase,Energy production and conversion,,
PSPTO_4711,0.1421062523,cmaC,coronamic acid synthetase CmaC,No COG annotation,,
PSPTO_4712,0.1387144078,cmaT,alpha/beta fold hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",,
PSPTO_4713,0.1309511605,PSPTO_4713,alanyl-tRNA editing protein,Function unknown,,
PSPTO_4688,0.1062836598,PSPTO_4688,PaaI family thioesterase,No COG annotation,,
PSPTO_4690,0.0829376654,cfa9,thioesterase,"Secondary metabolites biosynthesis, transport, and catabolism",,
PSPTO_4714,0.08188257310000001,cmaU,LysE family transporter,Amino acid transport and metabolism,,
PSPTO_4722,0.075999908,hopAO1,effector protein hopD2,Signal transduction mechanisms,,
PSPTO_4687,0.0714302114,cfa7,type I polyketide synthase,"Secondary metabolites biosynthesis, transport, and catabolism",,
PSPTO_0371,0.0682137055,iaaL,AMP-binding protein,Coenzyme transport and metabolism,,
PSPTO_1233,0.0637546235,algF,alginate biosynthesis protein AlgF,Cell wall/membrane/envelope biogenesis,,
PSPTO_0097,0.0629698675,PSPTO_0097,DUF1127 domain-containing protein,Function unknown,PSPTO_0096,
PSPTO_1232,0.0610397539,algA,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,Cell wall/membrane/envelope biogenesis,,
PSPTO_0209,0.0605867706,lysA,diaminopimelate decarboxylase,Amino acid transport and metabolism,,
PSPTO_5642,0.059099137100000004,PSPTO_5642,hypothetical protein,No COG annotation,,
PSPTO_4716,0.0560532578,PSPTO_4716,hypothetical protein,No COG annotation,,
PSPTO_1235,0.0549767854,algI,MBOAT family protein,Cell wall/membrane/envelope biogenesis,,
PSPTO_RS29830,0.0548912925,PSPTO_RS29830,type III effector AvrRps4,No COG annotation,,
PSPTO_1234,0.0538423726,algJ,alginate O-acetylase,Function unknown,,
PSPTO_4001,0.052306536,avrPto1,type III effector protein AvrPto1,Function unknown,,
PSPTO_1236,0.0514956735,algL,mannuronate-specific alginate lyase,Cell wall/membrane/envelope biogenesis,,
PSPTO_0211,0.0509105324,iucD,lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein,Energy production and conversion,,
PSPTO_2177,-0.0527282819,dgoK,2-dehydro-3-deoxygalactonokinase,Carbohydrate transport and metabolism,,
PSPTO_4199,-0.0538860586,PSPTO_4199,hypothetical protein,No COG annotation,,
PSPTO_2180,-0.0541574674,PSPTO_2180,MFS transporter,Carbohydrate transport and metabolism,,
