locus,comp,gene_name,product,operon,TF,link
b2369,0.189314855898,evgA,EvgA transcriptional activator,evgAS,"evgA, h-NS, rpoD, rpoS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11609
b2971,0.174668970619,yghG,putative lipoprotein,yghG,,https://ecocyc.org/gene?orgid=ECOLI&id=G7538
b2970,0.155564078751,yghF,"predicted secretion pathway protein, C-type protein",yghF,"nac, rpoE",https://ecocyc.org/gene?orgid=ECOLI&id=G7537
b4466,0.142455702992,sslE,predicted lipoprotein,yghJ,,https://ecocyc.org/gene?orgid=ECOLI&id=G7541
b1675,0.115481254144,ydhZ,putative protein,fumD,cra,https://ecocyc.org/gene?orgid=ECOLI&id=G6903
b2370,0.114497665407,evgS,EvgS sensory histidine kinase,evgAS,"evgA, h-NS, rpoD, rpoS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11610
b2972,0.110088108641,pppA,prepilin peptidase,pppA,,https://ecocyc.org/gene?orgid=ECOLI&id=G7539
b2969,0.10360047186799999,yghE,"predicted secretion pathway protein, L-type protein (pseudogene)",yghED,,https://ecocyc.org/gene?orgid=ECOLI&id=G7536
b4331,-0.099709063916,kptA,enzyme with tRNA 2'-phosphotransferase activity,kptA,,https://ecocyc.org/gene?orgid=ECOLI&id=G7928
b1495,-0.103995359945,yddB,"outer membrane protein, putative porin",yddAB,fur,https://ecocyc.org/gene?orgid=ECOLI&id=EG11743
b1761,-0.119727628302,gdhA,glutamate dehydrogenase,gdhA,"argP, crp, fnr, fur, nac, rpoD, yeiE",https://ecocyc.org/gene?orgid=ECOLI&id=EG10372
b3151,-0.12201784235600001,yraQ,inner membrane protein YraQ,yraQ,"argR, nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7645
b2681_1,-0.15615008606699998,ygaY_1,,ygaY_1Y_2,,
b2012,-0.16494895507500001,yeeD,conserved protein,yeeED,lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11894
b2013,-0.173345054885,yeeE,inner membrane protein YeeE,yeeED,lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11895
