k,name,in_iM,gene_weight,regulator,function,category
43,Uncharacterized 2,False,0.042509412,,"Contains cold shock, sporulation onset, toxin, amino acid homeostasis, translataional, other proteins, many RNAs",Uncharacterized
71,"TnrA + CodY – Leucine, Methionine, and Threonine",False,0.027041471,[TnrA + CodY + ThrR] / [TnrA + CodY + T-box + CcpA + SigA],"Synthesis and salvage of leucine, methionine, threonine",Amino Acids
53,ComA – Surfactants,False,0.023043732,[ComA + CcpA + TnrA] / [Abh + SigA + ComA + Spx + PhoP + CodY + PerR],"Activated during transition to stationary phase (quorum sensing), production of surfactant and exoenzymes to improve nutrient delivery in the biofilm, ComS for activation of competence ",Lifestyles
22,Spβ-1 – SP-β Prophage 1,False,-0.022784467000000003,,Temperature-responsive SP-beta prophage. Response to stressors such as cold and ethanol. Subset of  SPbeta Prophage 2.,Mobile Genes
40,NadR / BirA – NAD and Biotin,False,-0.020616174,[NadR] / [BirA],"Biosynthesis of NAD and biotin, plus safA & coxA sporulation proteins and repression of manganese uptake",Multi-Purpose
42,Noise – Carbon Source Transition 1,False,0.017564994,,Likely accounting for noise in the carbon source transition experiments,Uncharacterized
56,AhrC – Arginine,False,-0.017534981,AhrC + YlxR,Uptake and biosynthesis of arginine,Amino Acids
63,Noise – Carbon Source Transition 2,False,-0.017256446,,Likely accounting for noise in carbon source transition and gluconnate experiments,Uncharacterized
70,Thi-Box – Thiamine,False,-0.016691152,Thi-box,Synthesis and uptake of thiamine,Other Organics
54,DegU – Toxins and Colony Establishment,False,0.015290832,DegU,"Response to arrested flagellar motor. Secretion of yukE, a homolog of virulence factor EsxA. Production of antitoxins and putative toxin y-genes. Production of hydrophobic biofilm layer and lipoproteins for motility. Many unknown proteins.",Lifestyles
32,CzrA – Toxic Cation Export,False,-0.015212482000000001,CzrA,"Resistance to Zn, Cu, Co, Ni, and Cd",Elements
61,FrlR – Amino Sugars,False,0.01516233,FrlR,Amino sugar uptake and metabolism,Carbon
80,LicR – Lichenan,False,-0.014923389,LicR,"Uptake, phosphorylation, and utilization of lechenin, a glucan found in soil",Carbon
67,CymR / NsrR – Sulfur and Nitrate Respiration,False,-0.014754987,[SigA + CymR] / [ResD + SigA + NsrR],Import and utilization of sulfonate and cystine for cysteine production. Nitrite reduction,Multi-Purpose
17,Uncharacterized 1,False,-0.014660004,,"Contains a SigE/SigG inhibitor, spore coat proteins, translational proteins, oxidative stress response, many RNAs",Uncharacterized
38,GlpP – Glycerol,False,0.01395096,GlpP,Glycerol uptake and utilization,Carbon
24,Uncharacterized 5,False,-0.013236314,,Contains many poorly characterized RNAs with noisy activity ,Uncharacterized
