locus,gene_weight,gene_name,gene_product,cog,regulator,DguR,SouR,link
PA5397,0.19810753080000001,PA5397,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5397&e1=1&assembly=complete
PA5416,0.1814381196,soxB,sarcosine oxidase subunit beta,Amino acid transport and metabolism,"SouR,GbdR",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5416&e1=1&assembly=complete
PA5420,0.17927202320000002,purU2,formyltetrahydrofolate deformylase,Nucleotide transport and metabolism,"SouR,GbdR",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5420&e1=1&assembly=complete
PA5417,0.1764315784,soxD,sarcosine oxidase subunit delta,Amino acid transport and metabolism,"SouR,GbdR",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5417&e1=1&assembly=complete
PA5419,0.1725297533,soxG,sarcosine oxidase subunit gamma,Amino acid transport and metabolism,"SouR,GbdR",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5419&e1=1&assembly=complete
PA5418,0.1702329161,soxA,sarcosine oxidase subunit alpha,Energy production and conversion,"SouR,GbdR",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5418&e1=1&assembly=complete
PA5410,0.16987895890000002,gbcA,protein GbcA,Inorganic ion transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5410&e1=1&assembly=complete
PA5411,0.1498756599,gbcB,protein GbcB,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5411&e1=1&assembly=complete
PA5398,0.14767491200000002,dgcA,dimethylglycine catabolism protein DgcA,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5398&e1=1&assembly=complete
PA5399,0.1450934958,dgcB,dimethylglycine catabolism protein DgcB,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5399&e1=1&assembly=complete
PA5415,0.1385046292,glyA1,serine hydroxymethyltransferase,Amino acid transport and metabolism,"SouR,GbdR",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5415&e1=1&assembly=complete
PA5396,0.13848650540000002,PA5396,hypothetical protein,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5396&e1=1&assembly=complete
PA3236,0.13704279600000002,PA3236,glycine betaine-binding protein,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3236&e1=1&assembly=complete
PA5421,0.1350711545,fdhA,glutathione-independent formaldehyde dehydrogenase,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5421&e1=1&assembly=complete
PA5400,0.1329342097,PA5400,electron transfer flavoprotein subunit alpha,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5400&e1=1&assembly=complete
PA5401,0.1299258794,PA5401,hypothetical protein,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5401&e1=1&assembly=complete
PA2762,0.1165097957,PA2762,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2762&e1=1&assembly=complete
PA3467,0.0931439663,PA3467,major facilitator superfamily transporter,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3467&e1=1&assembly=complete
PA5379,0.0893315348,sdaB,L-serine dehydratase,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5379&e1=1&assembly=complete
PA1646,0.07938963460000001,PA1646,chemotaxis transducer,Cell motility,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1646&e1=1&assembly=complete
PA5377,0.07856259510000001,PA5377,ABC transporter permease,"Intracellular trafficking, secretion, and vesicular transport",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5377&e1=1&assembly=complete
PA5376,0.077928839,PA5376,ABC transporter ATP-binding protein,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5376&e1=1&assembly=complete
PA5381,0.0774665934,PA5381,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5381&e1=1&assembly=complete
PA5082,0.0716700374,PA5082,ABC transporter,Amino acid transport and metabolism,DguR,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5082&e1=1&assembly=complete
PA5378,0.0714700338,PA5378,hypothetical protein,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5378&e1=1&assembly=complete
PA5084,0.060747811000000006,PA5084,oxidoreductase,Amino acid transport and metabolism,DguR,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5084&e1=1&assembly=complete
PA4505,0.059386897,PA4505,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4505&e1=1&assembly=complete
PA2444,0.058649336100000005,glyA2,serine hydroxymethyltransferase,Amino acid transport and metabolism,GcsR,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2444&e1=1&assembly=complete
PA4506,0.0570101804,PA4506,peptide ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4506&e1=1&assembly=complete
