locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b2192,0.2392916673,insH-8,IS5 transposase and trans-activator,"Replication, recombination and repair",insH-8,,https://ecocyc.org/gene?orgid=ECOLI&id=G7150
b0552,0.23870105600000002,insH-2,DLP12 prophage%3B IS5 transposase and trans-activator,"Replication, recombination and repair",insH-2,,https://ecocyc.org/gene?orgid=ECOLI&id=G6308
b3218,0.23668417160000002,insH-10,IS5 transposase and trans-activator,"Replication, recombination and repair",insH-10,,https://ecocyc.org/gene?orgid=ECOLI&id=G7672
b0259,0.236018372,insH-1,CP4-6 prophage%3B IS5 transposase and trans-activator,"Replication, recombination and repair",insH-1,,https://ecocyc.org/gene?orgid=ECOLI&id=G6134
b0656,0.2330700941,insH-3,IS5 transposase and trans-activator,"Replication, recombination and repair",insH-3,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=G6360
b3505,0.2309670225,insH-11,IS5 transposase and trans-activator,"Replication, recombination and repair",insH-11,,https://ecocyc.org/gene?orgid=ECOLI&id=G7769
b1994,0.2072578016,insH-6,CP4-44 prophage%3B IS5 transposase and trans-activator,"Replication, recombination and repair",insH-6,,https://ecocyc.org/gene?orgid=ECOLI&id=G7074
b2030,0.20499537580000002,insH-7,IS5 transposase and trans-activator,"Replication, recombination and repair",insH-7,,https://ecocyc.org/gene?orgid=ECOLI&id=G7092
b1997,0.14253515490000002,insC-3,CP4-44 prophage%3B IS2 insertion element repressor InsA,"Replication, recombination and repair",insCD-3C-3D-3,,https://ecocyc.org/gene?orgid=ECOLI&id=G7077
b2861,0.1412734266,insC-4,IS2 insertion element repressor InsA,"Replication, recombination and repair",insCD-4C-4D-4-ygeONM,,https://ecocyc.org/gene?orgid=ECOLI&id=G7481
b1403,0.1377896177,insC-2,IS2 insertion element repressor InsA,"Replication, recombination and repair",insCD-2C-2D-2,,https://ecocyc.org/gene?orgid=ECOLI&id=G6724
b4284,0.1310405984,insI-3,KpLE2 phage-like element%3B IS30 transposase,"Replication, recombination and repair",insMI-3,,https://ecocyc.org/gene?orgid=ECOLI&id=G7905
b2860,0.13018784390000002,insD-4,IS2 insertion element protein InsB,"Replication, recombination and repair",insCD-4C-4D-4-ygeONM,,https://ecocyc.org/gene?orgid=ECOLI&id=G7480
b1402,0.12878171700000002,insD-2,IS2 insertion element protein InsB,"Replication, recombination and repair",insCD-2C-2D-2,,https://ecocyc.org/gene?orgid=ECOLI&id=G6723
b1027,0.1259850373,insE-4,IS3 element protein InsE,"Replication, recombination and repair",insEF-4E-4F-4,,https://ecocyc.org/gene?orgid=ECOLI&id=G6534
b0373,0.1234411078,insE-2,IS3 element protein InsE,"Replication, recombination and repair",insEF-2E-2F-2,,https://ecocyc.org/gene?orgid=ECOLI&id=G6224
b1996,0.1222653274,insD-3,CP4-44 prophage%3B IS2 insertion element protein InsB,"Replication, recombination and repair",insCD-3C-3D-3,,https://ecocyc.org/gene?orgid=ECOLI&id=G7076
b1370,0.0799446613,insH-5,Rac prophage%3B IS5 transposase and trans-activator,"Replication, recombination and repair",insH-5,,https://ecocyc.org/gene?orgid=ECOLI&id=G6693
b0022,0.0781374684,insA-1,IS1 protein InsA,"Replication, recombination and repair",insAB-1A-1B-1,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6086
b0372,0.0774248055,insF-2,IS3 element protein InsF,"Replication, recombination and repair",insEF-2E-2F-2,YidZ,https://ecocyc.org/gene?orgid=ECOLI&id=G6223
b1026,0.0747914026,insF-4,IS3 element protein InsF,"Replication, recombination and repair",insEF-4E-4F-4,,https://ecocyc.org/gene?orgid=ECOLI&id=G6533
b0265,0.0744476956,insA-2,IS1 protein InsA,"Replication, recombination and repair",insAB-2A-2B-2-afuBC,,https://ecocyc.org/gene?orgid=ECOLI&id=G6139
b1894,0.07008949610000001,insA-5,IS1 protein InsA,"Replication, recombination and repair",insAB-5A-5B-5,,https://ecocyc.org/gene?orgid=ECOLI&id=G7030
b1374,0.0665023309,pinR,Rac prophage%3B putative site-specific recombinase,"Replication, recombination and repair",pinR,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G6697
b3808,-0.0844802536,yzcX,protein YzcX,No COG annotation,,YfeD,https://ecocyc.org/gene?orgid=ECOLI&id=G7802
b4223,-0.14469028250000002,yzfA,putative YjfA,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11213
