locus,gene_weight,gene_name,gene_product,cog,operon,regulator,LevR,NusA,ComK,link
BSU_24690,0.1061566653350838,comGE,component of the DNA transport pilin platform,No COG annotation,Op1957,"ComK,SigA,SigF",False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24690
BSU_24680,0.09585325839775788,comGF,component of the DNA transport pilin platform,"Intracellular trafficking, secretion, and vesicular transport",Op1957,"ComK,SigA,SigF",False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24680
BSU_24710,0.0943802082857072,comGC,pilin-like component of the DNA transport membrane pilin platform,"Intracellular trafficking, secretion, and vesicular transport",Op1957,"ComK,SigA,SigF",False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24710
BSU_24730,0.09262824736486794,comGA,membrane associated ATPase of the pilin platform for DNA competence,Cell motility,Op1957,"ComK,SigA,SigF",False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24730
BSU_27060,0.09214361273988612,levE,phosphotransferase system (PTS) fructose-specific enzyme IIB component,Carbohydrate transport and metabolism,Op2163,"SigL,LevR,CcpA",True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27060
BSU_24700,0.08905422065796309,comGD,membrane component of the DNA transport pilin platform,Cell motility,Op1957,"ComK,SigA,SigF",False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24700
BSU_16600,0.08680168195575294,nusA,transcription translation coupling factor involved in Rho-dependent transcription termination,Transcription,Op1257,"SigA,SigB,NusA,stringent response",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16600
BSU_27070,0.08533918351462648,levD,phosphotransferase system (PTS) fructose-specific enzyme IIA component,Carbohydrate transport and metabolism,Op2163,"SigL,LevR,CcpA",True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27070
BSU_27040,0.08384681320986312,levG,phosphotransferase system (PTS) fructose-specific enzyme IID component,Carbohydrate transport and metabolism,Op2163,"SigL,LevR,CcpA",True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27040
BSU_24720,0.08083058819696877,comGB,membrane pilin platform component of the DNA transport machinery,Cell motility,Op1957,"ComK,SigA,SigF",False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24720
BSU_24670,0.07502019535379707,comGG,component of the DNA transport pilin platform,Function unknown,Op1957,"ComK,SigA,SigF",False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24670
BSU_27050,0.0717759292686594,levF,phosphotransferase system (PTS) fructose-specific enzyme IIC component,Carbohydrate transport and metabolism,Op2163,"SigL,LevR,CcpA",True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27050
BSU_28310,0.06827554294926086,ilvB,acetohydroxy-acid synthase (large subunit),Amino acid transport and metabolism,Op2253,"SigA,TnrA,CodY,CcpA,T-box",False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28310
BSU_27030,0.06624898466741698,sacC,levanase,Carbohydrate transport and metabolism,Op2163,"SigL,LevR,CcpA",True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27030
BSU_28070,0.06580107510772035,comC,membrane prepilin peptidase,Cell motility,Op2242,"ComK,SigA",False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28070
BSU_28280,0.06540934259894153,leuA,2-isopropylmalate synthase,Amino acid transport and metabolism,Op2253,"SigA,TnrA,CodY,CcpA,T-box",False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28280
BSU_28250,0.06375189618310863,leuD,3-isopropylmalate dehydratase (small subunit),Amino acid transport and metabolism,Op2253,"SigA,TnrA,CodY,CcpA,T-box",False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28250
BSU_28270,0.062399360830608624,leuB,3-isopropylmalate dehydrogenase,Energy production and conversion,Op2253,"SigA,TnrA,CodY,CcpA,T-box",False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28270
BSU_25590,0.06155608117745075,comEA,membrane bound high-affinity DNA-binding receptor,"Replication, recombination and repair",Op2020,"ComK,SigA",False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25590
BSU_28300,0.06139327715425993,ilvH,acetohydroxy-acid synthase (small subunit),Amino acid transport and metabolism,Op2253,"SigA,TnrA,CodY,CcpA,T-box",False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28300
BSU_28290,0.0600364650751636,ilvC,acetohydroxy-acid isomeroreductase (NADP-dependent),Amino acid transport and metabolism,Op2253,"SigA,TnrA,CodY,CcpA,T-box",False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28290
BSU_34450,0.05832988387809344,sacB,levansucrase%3B levanase (moonlighting),Cell wall/membrane/envelope biogenesis,Op2688,"SigA,DegU,SacY",False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_34450
BSU_27035,0.055515171486488886,BSU_27035,hypothetical protein,No COG annotation,Op2164,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27035
BSU_24660,0.05478870843160077,spoIIT,factor involved in sporulation,Function unknown,Op1957,"ComK,SigA,SigF",False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24660
BSU_36310,0.054594949326979225,ssbB,single-strand DNA-binding protein,"Replication, recombination and repair",Op2826,ComK,False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36310
BSU_28260,0.05231567508836505,leuC,3-isopropylmalate dehydratase (large subunit),Amino acid transport and metabolism,Op2253,"SigA,TnrA,CodY,CcpA,T-box",False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28260
BSU_30739,0.05205511338242444,ytzL,conserved protein of unknown function,Function unknown,Op2429,"SigG,SigF",False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30739
BSU_35470,0.05125370905244376,comFA,ATP-dependent helicase competence protein,"Replication, recombination and repair",Op2766,"ComK,SigA,SigD,DegU,ScoC",False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35470
BSU_30990,0.042747344692411655,thiT,thiamin permease,Function unknown,Op2441,Thi-box,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30990
