locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigW,link
BSU_17840,0.13044499062056694,fosB,magnesium-dependent bacillithiol-transferase,Coenzyme transport and metabolism,Op1358,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17840
BSU_06180,0.12581349597036218,pspA,phage shock protein A homolog regulator%3B prophage region 3,Transcription,Op497,"SigW,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06180
BSU_38940,0.12198250850146758,yxjI,conserved protein of unknown function,Function unknown,Op3010,"SigW,SigB,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38940
BSU_06290,0.12114181935824316,yeaA,conserved hypothetical protein,Function unknown,Op504,"SigE,SigW",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06290
BSU_31020,0.11666188396538295,nfeDB,putative membrane integrity integral membrane protein,"Post-translational modification, protein turnover, and chaperones",Op2442,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31020
BSU_06190,0.1134131365345738,ydjG,putative phage replication protein%3B prophage region 3,"Replication, recombination and repair",Op497,"SigW,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06190
BSU_12069,0.11233091570337793,yjzH,conserved hypothetical protein,Function unknown,Op941,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12069
BSU_02310,0.11229713838983613,ybfO,putative exported hydrolase,Function unknown,Op175,"SigW,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02310
BSU_30010,0.11199767735340872,ythP,putative ABC transporter (ATP-binding protein),Defense mechanisms,Op2379,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30010
BSU_18980,0.11041856890094198,yobJ,conserved protein of unknown function%3B putative defective prophage 6,No COG annotation,Op1468,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18980
BSU_06200,0.10964953347302643,ydjH,conserved hypothetical protein%3B prophage region 3,Function unknown,Op497,"SigW,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06200
BSU_17845,0.10825847298194992,yzzP,conserved protein of unknown function,No COG annotation,Op1359,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17845
BSU_06280,0.10666921819106752,ydjP,putative aminoacrylate hydrolase,Lipid transport and metabolism,Op504,"SigE,SigW",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06280
BSU_12420,0.10638055589844587,yjoB,informational ATPase possibly involved in protein degradation,"Post-translational modification, protein turnover, and chaperones",Op968,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12420
BSU_18580,0.10360115705805606,yoaF,conserved protein of unknown function,No COG annotation,Op1418,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18580
BSU_31010,0.103164650207849,floT,flotillin lipid rafts scaffold protein,Function unknown,Op2442,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31010
BSU_08760,0.09932525812804667,spo0M,protein involved in the control of the cell cycle as a function of the environment,Function unknown,Op679,"SigW,SigH",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08760
BSU_31000,0.0987723083787565,yuaI,putative N-acetyltransferase,Cell wall/membrane/envelope biogenesis,Op2442,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31000
BSU_35130,0.0986578480877542,yvlA,conserved protein of unknown function,No COG annotation,Op2745,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35130
BSU_36090,0.09838963938068487,ywrE,conserved protein of unknown function,Function unknown,Op2807,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36090
BSU_18590,0.09754562857018913,yoaG,putative phage-related membrane protein,Function unknown,Op1419,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18590
BSU_30000,0.09733644096236238,ythQ,putative ABC transporter (permease),"Intracellular trafficking, secretion, and vesicular transport",Op2379,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30000
BSU_04590,0.09563815396168274,ydbS,resistance to heterologous antibiotics,Function unknown,Op344,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04590
BSU_25390,0.09459161936193744,nfeDA,putative membrane bound peptidase of unkwnown function,"Post-translational modification, protein turnover, and chaperones",Op2009,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25390
BSU_06210,0.0904137337787247,ydjI,putative phage protein,Function unknown,Op497,"SigW,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06210
BSU_04600,0.08984568183048687,ydbT,resistance to heterologous antibiotics,Function unknown,Op344,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04600
BSU_00250,0.08715731398801996,xpaC,putative phosphatase,Function unknown,Op18,"SigK,SigW",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_00250
BSU_14340,0.08597577976167309,skiW,subunit of permease exporting the starvation-induced killing protein,Function unknown,Op1129,"SigW,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14340
BSU_01730,0.0858500723811706,sigW,RNA polymerase ECF(extracytoplasmic function)-type sigma factor W,Transcription,Op131,"SigW,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_01730
BSU_25380,0.08489027903244882,floA,flotillin-like protein involved in membrane lipid rafts,Function unknown,Op2009,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25380
BSU_14350,0.08316783938499413,skiX,subunit of efflux permease exporting the starvation-induced killing protein,Cell wall/membrane/envelope biogenesis,Op1129,"SigW,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14350
BSU_25370,0.0801895903586566,yqfB,conserved protein of unknown function,No COG annotation,Op2009,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25370
BSU_01740,0.07994527037579423,rsiW,anti-sigma(W) factor,Transcription,Op131,"SigW,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_01740
BSU_19290,0.07981128954435028,yozO,conserved hypothetical phage protein,Function unknown,Op1499,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19290
BSU_08580,0.07968053822630093,spdL,factor for peptide SdpC immunity,Function unknown,Op664,"SigW,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08580
BSU_14360,0.07752521692508156,skiY,subunit of efflux permease exporting the starvation-induced killing protein (ATP-binding protein),Defense mechanisms,Op1129,"SigW,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14360
BSU_35120,0.07688469720064238,yvlB,conserved protein of unknown function%2C stress-related,Function unknown,Op2745,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35120
BSU_34440,0.07595900353494678,pbpE,penicillin-binding protein 4*,Defense mechanisms,Op2687,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_34440
BSU_28830,0.07445265168744401,ysdB,conserved protein of unknown function,Function unknown,Op2293,"SigW,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28830
BSU_29530,0.07365522165486289,sppA,signal peptide peptidase,"Post-translational modification, protein turnover, and chaperones",Op2340,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29530
BSU_00260,0.07359074962823413,yaaN,putative toxic compound resistance protein,Inorganic ion transport and metabolism,Op18,"SigK,SigW",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_00260
BSU_02890,0.0733612000353274,yceC,putative stress adaptation protein (tellurite resistance),Signal transduction mechanisms,Op221,"SigM,SigW,SigB,SigX",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02890
