locus,gene_weight,gene_name,gene_product,cog,operon,regulator,TnrA,link
BSU_28250,0.19294560270863492,leuD,3-isopropylmalate dehydratase (small subunit),Amino acid transport and metabolism,Op2253,"SigA,TnrA,CodY,CcpA,T-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28250
BSU_28260,0.19185850125310225,leuC,3-isopropylmalate dehydratase (large subunit),Amino acid transport and metabolism,Op2253,"SigA,TnrA,CodY,CcpA,T-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28260
BSU_28270,0.1885044922143904,leuB,3-isopropylmalate dehydrogenase,Energy production and conversion,Op2253,"SigA,TnrA,CodY,CcpA,T-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28270
BSU_28290,0.18092012002739552,ilvC,acetohydroxy-acid isomeroreductase (NADP-dependent),Amino acid transport and metabolism,Op2253,"SigA,TnrA,CodY,CcpA,T-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28290
BSU_28300,0.17694861560000166,ilvH,acetohydroxy-acid synthase (small subunit),Amino acid transport and metabolism,Op2253,"SigA,TnrA,CodY,CcpA,T-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28300
BSU_28280,0.17568196269316438,leuA,2-isopropylmalate synthase,Amino acid transport and metabolism,Op2253,"SigA,TnrA,CodY,CcpA,T-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28280
BSU_28310,0.1607020584918764,ilvB,acetohydroxy-acid synthase (large subunit),Amino acid transport and metabolism,Op2253,"SigA,TnrA,CodY,CcpA,T-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28310
BSU_09460,0.11817817696910815,bcaP,branched-chain amino acid transporter or methylthioribose-degradation metabolite exporter,Amino acid transport and metabolism,Op732,CodY,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09460
BSU_21870,0.11068756383543836,ilvD,dihydroxy-acid dehydratase,Amino acid transport and metabolism,Op1760,CodY,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21870
BSU_19579,0.09498615032614552,yoyD,putative exported protein,Function unknown,Op1523,TnrA,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19579
BSU_19580,0.08882727137523601,yodF,putative Na+/metabolite permease,Amino acid transport and metabolism,Op1524,TnrA,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19580
BSU_02170,0.08699782139278966,ybfB,putative carboxylate transporter,Carbohydrate transport and metabolism,Op162,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02170
BSU_02160,0.08664484120770309,ybfA,putative transcriptional regulator with acetyltransferase domain,Transcription,Op161,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02160
BSU_11430,0.08097602910893421,oppA,oligopeptide ABC transporter (binding lipoprotein),Amino acid transport and metabolism,Op890,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11430
BSU_31540,0.07983728363177624,nupN,lipoprotein involved in guanosine transport,Function unknown,Op2486,"SigA,CodY",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31540
BSU_38960,0.07856813702231819,yxjG,putative methyltetrahydrofolate methyltransferase (biofilm formation),Amino acid transport and metabolism,Op3012,S-box,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38960
BSU_11382,0.07725844230906448,appAc,oligopeptide ABC transporter (oligopeptide-binding lipoprotein)%3B C-terminal part of AppA,Amino acid transport and metabolism,Op887,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11382
BSU_11470,0.07522017578310966,oppF,oligopeptide ABC transporter (ATP-binding protein),Amino acid transport and metabolism,Op890,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11470
BSU_11460,0.06941644845646602,oppD,oligopeptide ABC transporter (ATP-binding protein),Inorganic ion transport and metabolism,Op890,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11460
