locus,gene_weight,gene_name,gene_product,cog,regulator,link
PA3414,0.1064449331,PA3414,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3414&e1=1&assembly=complete
PA2503,0.1026047648,PA2503,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2503&e1=1&assembly=complete
PA1861,0.0959924935,modC,molybdenum ABC transporter ATP-binding protein ModC,Inorganic ion transport and metabolism,"ModE,ModR",https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1861&e1=1&assembly=complete
PA4018,0.0895437874,PA4018,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4018&e1=1&assembly=complete
PA1735,0.0822644148,PA1735,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1735&e1=1&assembly=complete
PA1878,0.0801717976,PA1878,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1878&e1=1&assembly=complete
PA0040,0.0797980569,PA0040,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0040&e1=1&assembly=complete
PA0787,0.0784397421,PA0787,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0787&e1=1&assembly=complete
PA2246,0.0783958973,bkdR,Bkd operon transcriptional regulator BkdR,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2246&e1=1&assembly=complete
PA0051,0.0779834606,phzH,phenazine-modifying protein,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0051&e1=1&assembly=complete
PA1886,0.0758188811,polB,DNA polymerase II,"Replication, recombination and repair",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1886&e1=1&assembly=complete
