locus,gene_weight,gene_name,gene_product,cog,operon,regulator,Fur,link
BSU_32000,0.24196505737744595,dhbA,2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase,Lipid transport and metabolism,Op2512,"SigA,SigI,Kre,AbrB,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32000
BSU_31990,0.2354404858378557,dhbC,isochorismate synthase (siderophore-specific),Coenzyme transport and metabolism,Op2512,"SigA,SigI,Kre,AbrB,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31990
BSU_31980,0.2353977814046169,dhbE,2%2C3-dihydroxybenzoate-AMP ligase,"Secondary metabolites biosynthesis, transport, and catabolism",Op2512,"SigA,SigI,Kre,AbrB,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31980
BSU_31970,0.2313734884835325,dhbB,isochorismatase (siderophore specific),"Secondary metabolites biosynthesis, transport, and catabolism",Op2512,"SigA,SigI,Kre,AbrB,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31970
BSU_14150,0.21524834022510653,fldN,short-chain flavodoxin (acts in lipid desaturation),Energy production and conversion,Op1112,"ResD,SigA,SigI,Kre,NsrR,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14150
BSU_31960,0.21453625300923534,dhbF,siderophore 2%2C3-dihydroxybenzoate-glycine-threonine trimeric ester bacillibactin synthetase,"Secondary metabolites biosynthesis, transport, and catabolism",Op2512,"SigA,SigI,Kre,AbrB,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31960
BSU_14160,0.21429767291973634,ykuO,conserved hypothetical protein,No COG annotation,Op1112,"ResD,SigA,SigI,Kre,NsrR,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14160
BSU_14170,0.2128313722537845,fldP,short-chain flavodoxin,Energy production and conversion,Op1112,"ResD,SigA,SigI,Kre,NsrR,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14170
BSU_31959,0.1911636897913502,mbtH,stimulator of DhbF tyrosine adenylation activity,Function unknown,Op2511,"SigA,SigI,Kre,AbrB,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31959
BSU_32010,0.16739357781797687,besA,bacillibactin trilactone hydrolase,Function unknown,Op2513,"AbrB,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32010
