locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
ABUW_1020,0.23329331420000002,ABUW_1020,alpha/beta hydrolase fold protein,Function unknown,Op543,,
ABUW_2381,0.23271132590000002,tauB,taurine import ATP-binding protein,Inorganic ion transport and metabolism,Op1220,,
ABUW_1021,0.2262349561,cysP,thiosulfate-binding protein,Inorganic ion transport and metabolism,Op543,,
ABUW_2380,0.2243346934,tauC,taurine transport system permease protein,Inorganic ion transport and metabolism,Op1220,,
ABUW_2382,0.1938900366,tauA,taurine ABC transporter%2C periplasmic binding protein,Inorganic ion transport and metabolism,Op1220,,
ABUW_2379,0.1881460539,tauD,taurine dioxygenase,"Secondary metabolites biosynthesis, transport, and catabolism",Op1220,,
ABUW_1019,0.17557798160000002,cysT,sulfate ABC transporter%2C permease protein CysT,"Post-translational modification, protein turnover,and chaperones",Op542,,
ABUW_2422,0.164467272,ABUW_2422,glutamate/aspartate ABC transporter%2C ATP-binding protein,Amino acid transport and metabolism,Op1240,,
ABUW_2423,0.1556142304,ABUW_2423,ArtM protein,Inorganic ion transport and metabolism,Op1240,,
ABUW_2424,0.1456986026,ABUW_2424,ABC-type amino acid transport system,Inorganic ion transport and metabolism,Op1240,,
ABUW_3853,0.12470979930000001,ssuA1,aliphatic sulfonates-binding protein,Inorganic ion transport and metabolism,,,
ABUW_2421,0.1188038856,ABUW_2421,ABC transporter%2C periplasmic binding protein,Amino acid transport and metabolism,Op1240,,
ABUW_1018,0.1173811304,cysW,sulfate ABC transporter%2C permease protein CysW,Inorganic ion transport and metabolism,Op542,,
ABUW_2336,0.09521304530000001,ABUW_2336,putative Acyl-CoA dehydrogenase,Lipid transport and metabolism,Op1197,,
ABUW_2415,0.0915323693,srpH,serine acetyltransferase,Amino acid transport and metabolism,Op1236,,
ABUW_2335,0.0906047588,ABUW_2335,acyl-CoA dehydrogenase family protein,Lipid transport and metabolism,Op1197,Fur,
ABUW_2414,0.0900727704,ABUW_2414,rhodanese domain protein,Inorganic ion transport and metabolism,Op1236,,
ABUW_2337,0.0893139245,ABUW_2337,hypothetical protein,Energy production and conversion,Op1197,,
ABUW_2169,0.0867293925,ABUW_2169,putative membrane protein,Function unknown,Op1122,,
ABUW_0179,0.08550756350000001,msuE,NADH-dependent fmn reductase,Function unknown,Op104,,
ABUW_3854,0.08152511700000001,ssuA2,aliphatic sulfonates-binding protein,Inorganic ion transport and metabolism,,,
ABUW_2420,0.0809151114,ABUW_2420,ABC transporter%2C periplasmic binding protein,Amino acid transport and metabolism,Op1239,,
ABUW_0280,0.0805465078,sbp,thiosulfate-binding protein,Inorganic ion transport and metabolism,Op154,,
ABUW_0178,0.0790142938,ABUW_0178,alkanesulfonate monooxygenase,Energy production and conversion,Op103,,
ABUW_3855,0.0690377789,ssuD,alkanesulfonate monooxygenase,Energy production and conversion,,,
ABUW_2896,0.0670357504,cysD,sulfate adenylyltransferase subunit 2,Coenzyme transport and metabolism,Op1500,,
ABUW_2123,-0.0704388336,ABUW_2123,metallo-beta-lactamase family protein,Function unknown,Op1097,,
