locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM2899,0.1618210906,invF,invasion protein,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2899
STM3761,0.1549132457,slsA,putative inner membrane protein,"Secondary metabolites biosynthesis, transport, and catabolism",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3761
STM2315,0.1070141532,yfbK,putative von Willebrand factor%2C vWF type A domain protein,Function unknown,ybiH,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2315
STM1502,0.1038939509,speG,spermidine N1-acetyltransferase,"Translation, ribosomal structure and biogenesis","gadX,nac",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1502
STM3131,0.0979468648,STM3131,putative cytoplasmic protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3131
STM0501,0.0926354954,ybbK,putative inner membrane protein,"Post-translational modification, protein turnover,and chaperones",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0501
STM1503,0.0903845559,ynfB,putative periplasmic protein,Function unknown,"gadX,nac",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1503
STM3536,0.0828673239,glgC,glucose-1-phosphate adenylyltransferase,Nucleotide transport and metabolism,"crp,phoP,rpoD,rpoS",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3536
STM1584,0.0803538709,ansP,APC family%2C L-asparagine transport protein,Amino acid transport and metabolism,rpoS,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1584
STM2898,0.0788351379,invG,outer membrane invasion protein,Cell motility,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2898
STM0969,0.0777738176,ycaM,putative APC family%2C amino-acid transporter,Amino acid transport and metabolism,lrp,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0969
STM4044,0.0757270198,STM4044,putative iron-containing alcohol dehydrogenase,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4044
STM2897,0.0748126185,invE,invasion protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2897
STM3212,0.07440901650000001,mug,G/U mismatch specific DNA glycosylase,"Replication, recombination and repair",ybaQ,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3212
STM3130,0.0725544732,STM3130,putative cytoplasmic protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3130
STM1781,0.0710378658,ychM,putative SulP family transport protein,Inorganic ion transport and metabolism,yieP,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1781
STM1932,0.0700426667,ftnB,ferritin-like protein,Inorganic ion transport and metabolism,"cpxR,fur,nac,rpoD,rpoE,trpR",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1932
STM2871,0.0688431761,prgK,cell invasion protein,"Intracellular trafficking, secretion, and vesicular transport",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2871
STM2331,0.067720819,yfbQ,putative aminotransferase (ortho),Amino acid transport and metabolism,"lrp,rpoH",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2331
STM0304,0.0674177235,sinR,transcriptional regulator,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0304
STM4108,0.0672221763,gldA,glycerol dehydrogenase%2C NAD,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4108
STM2872,0.0668881653,prgJ,cytoplasmic cell invasion protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2872
STM2874,0.0661704842,prgH,cell invasion protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2874
STM3538,0.06545244060000001,glgB,1%2C4-alpha-glucan branching enzyme,Carbohydrate transport and metabolism,"phoP,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3538
STM1661,0.0653543565,ydaA,putative universal stress protein,Signal transduction mechanisms,"gadX,lrp",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1661
STM3295,0.0644473861,folP,7%2C8-dihydropteroate synthase,Coenzyme transport and metabolism,nac,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3295
STM4586,0.0636998274,rob,transcriptional regulator,Transcription,"marA,rob,soxS",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4586
STM3537,0.0634052679,glgX,glycosyl hydrolase,Carbohydrate transport and metabolism,"phoP,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3537
STM2392,0.0623817453,vacJ,lipoprotein precursor,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2392
STM3139,0.0602631176,gsp,glutathionylspermidine synthetase,Amino acid transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3139
