,name,x,y,cog,color,link
meta,start,0.0606676915852538,,,,
PA0001,dnaA,483,0.0013393299,"Replication, recombination and repair",#1e90ff,
PA0002,dnaN,2056,0.0026921819,"Replication, recombination and repair",#1e90ff,
PA0003,recF,3169,0.0038853046000000002,"Replication, recombination and repair",#1e90ff,
PA0004,gyrB,4275,0.007996769,"Replication, recombination and repair",#1e90ff,
PA0005,lptA,7018,-0.0053995146,Lipid transport and metabolism,#87cefa,
PA0006,PA0006,7803,-0.0082033391,Carbohydrate transport and metabolism,#ffc0cb,
PA0007,PA0007,8671,0.0020480178,Energy production and conversion,#708090,
PA0008,glyS,10434,-0.002417921,"Translation, ribosomal structure and biogenesis",#daa520,
PA0009,glyQ,12488,-0.0055636455000000005,"Translation, ribosomal structure and biogenesis",#daa520,
PA0010,tag,13540,-0.0067590192,"Replication, recombination and repair",#1e90ff,
PA0011,PA0011,14235,-0.001750273,Cell wall/membrane/envelope biogenesis,#c71585,
PA0012,PA0012,15207,0.0081392748,Function unknown,#0000ff,
PA0013,PA0013,15620,0.0047392171,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PA0014,PA0014,16335,-0.0099063057,No COG annotation,#00bfbf,
PA0015,PA0015,16900,-0.0100957498,Cell motility,#da70d6,
PA0016,trkA,17366,-0.011621857400000001,Inorganic ion transport and metabolism,#8b4513,
PA0017,PA0017,18767,-0.0076328832,"Translation, ribosomal structure and biogenesis",#daa520,
PA0018,fmt,20068,0.009962811200000001,"Translation, ribosomal structure and biogenesis",#daa520,
PA0019,def,21067,0.0024380472,"Translation, ribosomal structure and biogenesis",#daa520,
PA0020,PA0020,21712,-0.0132176211,Function unknown,#0000ff,
PA0021,PA0021,22872,0.0049274196,"Replication, recombination and repair",#1e90ff,
PA0022,PA0022,24001,0.0057498291,"Translation, ribosomal structure and biogenesis",#daa520,
PA0023,qor,24568,-0.010232238000000001,Energy production and conversion,#708090,
PA0024,hemF,25736,0.002577509,Coenzyme transport and metabolism,#d3d3d3,
PA0025,aroE,26711,-0.0046008458,Amino acid transport and metabolism,#ff0000,
PA0026,plcB,27646,-0.0009309850000000001,No COG annotation,#00bfbf,
