,name,x,y,cog,color,link
meta,start,0.08135069710000001,,,,
b0002,thrA,337,0.0045406567,Amino acid transport and metabolism,#ff0000,
b0003,thrB,2801,-0.0054181877,Nucleotide transport and metabolism,#00bfbf,
b0004,thrC,3734,-0.006414454,Amino acid transport and metabolism,#ff0000,
b0005,yaaX,5234,-0.013569099999999999,Function unknown,#708090,
b0006,yaaA,5683,0.0148467413,Function unknown,#708090,
b0007,yaaJ,6529,0.007841499600000001,Amino acid transport and metabolism,#ff0000,
b0008,talB,8238,-0.0070972383,Carbohydrate transport and metabolism,#ffc0cb,
b0009,mog,9306,5.69769e-05,Nucleotide transport and metabolism,#00bfbf,
b0010,satP,9928,0.0159016472,Function unknown,#708090,
b0011,yaaW,10643,-0.0238038829,Function unknown,#708090,
b0012,mbiA,10830,0.0019509854,No COG annotation,#87cefa,
b0013,yaaI,11382,-0.0045981107000000005,Function unknown,#708090,
b0014,dnaK,12163,-0.0093324644,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0015,dnaJ,14168,-0.0063962942,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0016,insL-1,15445,-0.0017429670000000002,"Replication, recombination and repair",#ff00ff,
b0018,mokC,16751,-0.0029671262,Function unknown,#708090,
b0019,nhaA,17489,0.0105102491,Inorganic ion transport and metabolism,#0000ff,
b0020,nhaR,18715,0.0062498993,Transcription,#f4a460,
b0021,insB-1,19811,-0.0113116649,"Replication, recombination and repair",#ff00ff,
b0022,insA-1,20233,-0.0020971079000000003,"Replication, recombination and repair",#ff00ff,
b0023,rpsT,20815,0.0042416181,"Translation, ribosomal structure and biogenesis",#000000,
b0024,yaaY,21181,0.0172451012,Function unknown,#708090,
b0025,ribF,21407,0.0040660863000000005,Coenzyme transport and metabolism,#008000,
b0026,ileS,22391,-0.0036239417,"Translation, ribosomal structure and biogenesis",#000000,
b0027,lspA,25207,-0.0021725389,Cell wall/membrane/envelope biogenesis,#c71585,
b0028,fkpB,25826,-0.0051938142,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0029,ispH,26277,-0.0081730795,Lipid transport and metabolism,#40e0d0,
b0030,rihC,27293,0.0065136435,Nucleotide transport and metabolism,#00bfbf,
b0031,dapB,28374,0.0269411555,Amino acid transport and metabolism,#ff0000,
b0032,carA,29651,-0.032738128000000005,Nucleotide transport and metabolism,#00bfbf,
b0033,carB,30817,-0.021772197700000002,Nucleotide transport and metabolism,#00bfbf,
b0034,caiF,34300,0.002586978,Transcription,#f4a460,
b0035,caiE,34781,-0.0171014006,Function unknown,#708090,
b0036,caiD,35377,0.0126374541,Lipid transport and metabolism,#40e0d0,
b0037,caiC,36271,-0.0076535069,Lipid transport and metabolism,#40e0d0,
b0038,caiB,37898,-0.0066136109000000005,Energy production and conversion,#90ee90,
b0039,caiA,39244,-0.0044156241,Lipid transport and metabolism,#40e0d0,
b0040,caiT,40417,-0.0123344419,Cell wall/membrane/envelope biogenesis,#c71585,
b0041,fixA,42403,-0.0015552293,Energy production and conversion,#90ee90,
b0042,fixB,43188,0.007064217,Energy production and conversion,#90ee90,
b0043,fixC,44180,0.0030103828,Energy production and conversion,#90ee90,
b0045,yaaU,45807,0.0067500409,Inorganic ion transport and metabolism,#0000ff,
b0046,kefF,47246,-0.0052251526000000005,Energy production and conversion,#90ee90,
b0047,kefC,47769,-0.00045879250000000003,Inorganic ion transport and metabolism,#0000ff,
b0048,folA,49823,-0.0280421762,Coenzyme transport and metabolism,#008000,
b0049,apaH,50380,-0.0007862364000000001,Signal transduction mechanisms,#00ff00,
b0050,apaG,51229,0.0109493867,Inorganic ion transport and metabolism,#0000ff,
b0051,rsmA,51609,0.0113788961,"Translation, ribosomal structure and biogenesis",#000000,
b0052,pdxA,52427,-0.0078242602,Coenzyme transport and metabolism,#008000,
b0053,surA,53416,-0.0036549440000000002,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0054,lptD,54755,0.005937941600000001,Cell wall/membrane/envelope biogenesis,#c71585,
b0055,djlA,57364,-0.0019636494,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0056,yabP,58474,0.0019325618,Function unknown,#708090,
b0057,yabQ,59121,-0.0195427743,No COG annotation,#87cefa,
b0058,rluA,59687,-0.0166835387,"Translation, ribosomal structure and biogenesis",#000000,
b0059,rapA,60358,-0.0081851922,Transcription,#f4a460,
b0060,polB,63429,-0.0050321407,"Replication, recombination and repair",#ff00ff,
b0061,araD,65855,0.0034415692000000003,Carbohydrate transport and metabolism,#ffc0cb,
b0062,araA,66835,0.0060984616000000005,Carbohydrate transport and metabolism,#ffc0cb,
b0063,araB,68348,-0.0048859146,Nucleotide transport and metabolism,#00bfbf,
b0064,araC,70387,-0.0021034334,Transcription,#f4a460,
b0065,yabI,71351,-0.007074368300000001,Function unknown,#708090,
b0066,thiQ,72229,-0.0013108703,Inorganic ion transport and metabolism,#0000ff,
b0067,thiP,72911,0.0087216689,Inorganic ion transport and metabolism,#0000ff,
b0068,thiB,74497,-0.0005706381,Inorganic ion transport and metabolism,#0000ff,
b0069,sgrR,75644,1.72177e-05,Transcription,#f4a460,
b4662,sgrT,77388,-0.0081096571,Energy production and conversion,#90ee90,
b0070,setA,77621,0.0094974516,Inorganic ion transport and metabolism,#0000ff,
b0071,leuD,78848,0.006609203,Amino acid transport and metabolism,#ff0000,
b0072,leuC,79464,-0.00288764,Amino acid transport and metabolism,#ff0000,
b0073,leuB,80867,0.0041688468,Energy production and conversion,#90ee90,
b0074,leuA,81958,-0.0022505150000000002,Amino acid transport and metabolism,#ff0000,
b0076,leuO,84368,-0.013864167200000001,Transcription,#f4a460,
b0077,ilvI,85630,0.0043374427,Coenzyme transport and metabolism,#008000,
b0078,ilvH,87357,0.0065602025,Amino acid transport and metabolism,#ff0000,
b0080,cra,88028,-0.024848761400000002,Transcription,#f4a460,
b0081,mraZ,89634,-0.0055521552000000005,Transcription,#f4a460,
b0082,rsmH,90094,-0.0020610678,"Translation, ribosomal structure and biogenesis",#000000,
b0083,ftsL,91032,0.0026122132,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0084,ftsI,91413,0.0084290773,Cell wall/membrane/envelope biogenesis,#c71585,
b0085,murE,93166,0.0019870112,Cell wall/membrane/envelope biogenesis,#c71585,
b0086,murF,94650,-0.0006128562,Cell wall/membrane/envelope biogenesis,#c71585,
b0087,mraY,96002,-4.31423e-05,Cell wall/membrane/envelope biogenesis,#c71585,
b0088,murD,97087,-0.0063929072,Cell wall/membrane/envelope biogenesis,#c71585,
b0089,ftsW,98403,0.0017499520000000001,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0090,murG,99644,-0.005573352,Cell wall/membrane/envelope biogenesis,#c71585,
b0091,murC,100765,0.0023553295,Cell wall/membrane/envelope biogenesis,#c71585,
b0092,ddlB,102233,0.0034535954,Nucleotide transport and metabolism,#00bfbf,
b0093,ftsQ,103155,0.0024049748,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0094,ftsA,103982,-0.0036988566,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0095,ftsZ,105305,-0.0041610207,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0096,lpxC,106557,0.0121784052,Cell wall/membrane/envelope biogenesis,#c71585,
b0097,secM,107705,-0.0028656097,Function unknown,#708090,
b0098,secA,108279,0.0096445169,"Intracellular trafficking, secretion, and vesicular transport",#8b4513,
b0099,mutT,111044,0.0122748929,"Replication, recombination and repair",#ff00ff,
b0101,yacG,111649,-0.005133419,Function unknown,#708090,
b0102,zapD,111856,0.0006222630000000001,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0103,coaE,112599,-0.007342421000000001,Nucleotide transport and metabolism,#00bfbf,
b0104,guaC,113444,-0.014580860900000001,Nucleotide transport and metabolism,#00bfbf,
b0106,hofC,114522,-0.0039650424,"Intracellular trafficking, secretion, and vesicular transport",#8b4513,
b0107,hofB,115714,-0.0043634039,Cell motility,#da70d6,
b0108,ppdD,117109,-0.0061284634,Cell motility,#da70d6,
b0109,nadC,117752,-0.0051500314,Nucleotide transport and metabolism,#00bfbf,
b0110,ampD,118733,0.0054479559,Defense mechanisms,#d3d3d3,
b0111,ampE,119281,-0.0049421055,Defense mechanisms,#d3d3d3,
b0112,aroP,120178,0.1687671623,"Intracellular trafficking, secretion, and vesicular transport",#8b4513,https://ecocyc.org/gene?orgid=ECOLI&id=EG10084
b0113,pdhR,122092,-0.0015168077,Transcription,#f4a460,
b0114,aceE,123017,-0.0237797065,Nucleotide transport and metabolism,#00bfbf,
b0115,aceF,125695,-0.0416210317,Nucleotide transport and metabolism,#00bfbf,
b0116,lpd,127912,-0.0041858632,Nucleotide transport and metabolism,#00bfbf,
b0117,yacH,129407,-0.0095398731,Cell wall/membrane/envelope biogenesis,#c71585,
b0118,acnB,131615,0.0176789129,Energy production and conversion,#90ee90,
b0119,yacL,134388,-0.0022200058,Function unknown,#708090,
b0120,speD,134788,-0.0014455030000000001,Nucleotide transport and metabolism,#00bfbf,
b0121,speE,135598,-0.0029619675,Amino acid transport and metabolism,#ff0000,
b0122,yacC,136570,0.0053902533,Function unknown,#708090,
b0123,cueO,137083,-0.0012416662,"Secondary metabolites biosynthesis, transport, and catabolism",#1e90ff,
b0124,gcd,138835,0.0081714515,Carbohydrate transport and metabolism,#ffc0cb,
b0125,hpt,141431,0.011446204000000001,Nucleotide transport and metabolism,#00bfbf,
b0126,can,142008,-0.0057186548,Inorganic ion transport and metabolism,#0000ff,
b0127,yadG,142779,0.006435339700000001,Defense mechanisms,#d3d3d3,
b0128,yadH,143702,0.007206077700000001,Defense mechanisms,#d3d3d3,
b0129,yadI,144577,-0.0036946964,Carbohydrate transport and metabolism,#ffc0cb,
b0130,yadE,145081,-0.007074715200000001,Carbohydrate transport and metabolism,#ffc0cb,
b0131,panD,146314,0.0063034516,Coenzyme transport and metabolism,#008000,
b0132,rpnC,146968,0.0067702273,"Replication, recombination and repair",#ff00ff,
b0133,panC,147944,0.0042193009,Coenzyme transport and metabolism,#008000,
b0134,panB,148807,0.0023973077000000002,Coenzyme transport and metabolism,#008000,
b0135,yadC,149715,0.014253186400000001,Cell motility,#da70d6,
b0136,yadK,151003,-0.009345319500000001,Cell motility,#da70d6,
b0137,yadL,151626,-0.0030698269,Cell motility,#da70d6,
b0138,yadM,152243,-0.006452113000000001,Cell motility,#da70d6,
b0139,htrE,152829,-0.0006887559000000001,Cell wall/membrane/envelope biogenesis,#c71585,
b0140,yadV,155461,0.0163042912,Cell wall/membrane/envelope biogenesis,#c71585,
b0141,yadN,156299,0.0208092918,Cell motility,#da70d6,
b0142,folK,157253,-0.0153055732,Coenzyme transport and metabolism,#008000,
b0143,pcnB,157729,-0.0047284095,Nucleotide transport and metabolism,#00bfbf,
b0144,gluQ,159186,-0.0049276831,"Translation, ribosomal structure and biogenesis",#000000,
b0145,dksA,160149,-0.0111568705,Signal transduction mechanisms,#00ff00,
b0146,sfsA,160782,0.0032513998,Transcription,#f4a460,
b0147,thpR,161501,-0.0047904023000000006,"Translation, ribosomal structure and biogenesis",#000000,
b0148,hrpB,162105,0.0009289632000000001,"Replication, recombination and repair",#ff00ff,
b0149,mrcB,164730,0.0069507727,Cell wall/membrane/envelope biogenesis,#c71585,
b0150,fhuA,167484,0.00648734,Inorganic ion transport and metabolism,#0000ff,
b0151,fhuC,169778,-0.0040513686,Inorganic ion transport and metabolism,#0000ff,
b0152,fhuD,170575,-0.0114130522,Inorganic ion transport and metabolism,#0000ff,
b0153,fhuB,171462,-0.002594615,Inorganic ion transport and metabolism,#0000ff,
b0154,hemL,173602,-0.00023537270000000002,Coenzyme transport and metabolism,#008000,
b0155,clcA,175107,-0.0021079163,Inorganic ion transport and metabolism,#0000ff,
b0156,erpA,176610,0.0097076945,Energy production and conversion,#90ee90,
b0157,yadS,177001,0.0025248656,Function unknown,#708090,
b0158,btuF,177662,0.0011342076000000001,Inorganic ion transport and metabolism,#0000ff,
b0159,mtn,178455,-0.0055558173,Nucleotide transport and metabolism,#00bfbf,
b0160,dgt,179237,-0.0020488717,Nucleotide transport and metabolism,#00bfbf,
b0161,degP,180884,0.0105463994,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0162,cdaR,182463,-0.0061374434,Transcription,#f4a460,
b0163,yaeH,183709,-0.0075963027,Function unknown,#708090,
b0164,yaeI,184257,0.0012575557,Function unknown,#708090,
b0166,dapD,185123,0.0106280394,Amino acid transport and metabolism,#ff0000,
b0167,glnD,185978,-0.0113157811,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0168,map,188712,-0.0034347712,Amino acid transport and metabolism,#ff0000,
b0169,rpsB,189874,-0.0018410938,"Translation, ribosomal structure and biogenesis",#000000,
b0170,tsf,190857,-0.0019945543,"Translation, ribosomal structure and biogenesis",#000000,
b0171,pyrH,191855,-0.0061276682,Nucleotide transport and metabolism,#00bfbf,
b0172,frr,192872,-0.0008907941,"Translation, ribosomal structure and biogenesis",#000000,
b0173,dxr,193521,-0.0011879347,Lipid transport and metabolism,#40e0d0,
b0174,ispU,194903,0.006819542400000001,Lipid transport and metabolism,#40e0d0,
b0175,cdsA,195677,0.0052473849,Lipid transport and metabolism,#40e0d0,
b0176,rseP,196546,0.0025386158,Cell wall/membrane/envelope biogenesis,#c71585,
b0177,bamA,197928,0.0030398953,Cell wall/membrane/envelope biogenesis,#c71585,
b0178,skp,200482,0.0063592121,Cell wall/membrane/envelope biogenesis,#c71585,
b0179,lpxD,200971,-0.0046109064,Cell wall/membrane/envelope biogenesis,#c71585,
b0180,fabZ,202101,0.0051497882,Lipid transport and metabolism,#40e0d0,
b0181,lpxA,202560,0.0029416278000000003,Cell wall/membrane/envelope biogenesis,#c71585,
b0182,lpxB,203348,0.0025853279,Cell wall/membrane/envelope biogenesis,#c71585,
b0183,rnhB,204493,-0.0005166868,"Replication, recombination and repair",#ff00ff,
b0184,dnaE,205126,-0.0030594654,"Replication, recombination and repair",#ff00ff,
b0185,accA,208621,0.0021277716000000003,Lipid transport and metabolism,#40e0d0,
b0186,ldcC,209679,0.0052651758,Amino acid transport and metabolism,#ff0000,
b0187,yaeR,211877,-0.0001410885,Amino acid transport and metabolism,#ff0000,
b0188,tilS,212331,-0.0050723042,"Translation, ribosomal structure and biogenesis",#000000,
b0189,rof,213678,-0.0038339141,Transcription,#f4a460,
b4406,yaeP,213925,0.0015211923,Function unknown,#708090,
b0190,yaeQ,214291,0.0023527375,Function unknown,#708090,
b0191,arfB,214833,0.0030351906000000003,"Translation, ribosomal structure and biogenesis",#000000,
b0192,nlpE,215269,0.0031400093,Cell wall/membrane/envelope biogenesis,#c71585,
b0193,yaeF,216179,0.0018685244,Cell wall/membrane/envelope biogenesis,#c71585,
b0194,proS,217057,-0.0079755348,"Translation, ribosomal structure and biogenesis",#000000,
b0195,trmO,218887,-0.0087796155,Function unknown,#708090,
b0196,rcsF,219591,-0.0035845452000000002,Cell wall/membrane/envelope biogenesis,#c71585,
b0197,metQ,220113,-0.0091814006,Inorganic ion transport and metabolism,#0000ff,
b0198,metI,220968,0.0013654252,Inorganic ion transport and metabolism,#0000ff,
b0199,metN,221614,0.0131603226,Inorganic ion transport and metabolism,#0000ff,
b0200,gmhB,222833,0.0038282969,Nucleotide transport and metabolism,#00bfbf,
b0207,dkgB,229167,0.0012648024000000001,Function unknown,#708090,
b0208,yafC,229967,0.0121798909,Transcription,#f4a460,
b0209,yafD,231122,-0.005006195000000001,Function unknown,#708090,
b0210,yafE,231926,-0.007355045300000001,"Secondary metabolites biosynthesis, transport, and catabolism",#1e90ff,
b0211,mltD,232597,-0.012957295700000001,Cell wall/membrane/envelope biogenesis,#c71585,
b0212,gloB,234027,-0.0025483383,Function unknown,#708090,
b0213,yafS,234816,0.0052872338,"Secondary metabolites biosynthesis, transport, and catabolism",#1e90ff,
b0214,rnhA,235535,0.0040521176,"Replication, recombination and repair",#ff00ff,
b0215,dnaQ,236067,-0.0014263078,"Replication, recombination and repair",#ff00ff,
b0217,yafT,237335,-0.0066239827,No COG annotation,#87cefa,
b0218,yafU,238746,-0.030081092900000002,Function unknown,#708090,
b4503,yafF,239190,0.0055975303,"Replication, recombination and repair",#ff00ff,
b0219,yafV,239419,0.0056023546000000006,Function unknown,#708090,
b0220,ivy,240343,-0.0089299611,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0221,fadE,240859,0.0007811036,Lipid transport and metabolism,#40e0d0,
b0222,lpcA,243543,-7.4404e-06,Carbohydrate transport and metabolism,#ffc0cb,
b0223,yafJ,244327,0.0074464457,Function unknown,#708090,
b0224,yafK,245065,-0.0016967894000000001,Cell wall/membrane/envelope biogenesis,#c71585,
b0225,yafQ,245961,-0.013292179000000001,Function unknown,#708090,
b0226,dinJ,246242,6.8887e-05,Transcription,#f4a460,
b0227,yafL,246712,-0.0009214017,Cell wall/membrane/envelope biogenesis,#c71585,
b0228,rayT,247637,-0.0070175487,"Replication, recombination and repair",#ff00ff,
b0229,lfhA,248358,0.0093047388,Cell motility,#da70d6,
b0230,lafU,250072,0.0108173633,Cell motility,#da70d6,
b0231,dinB,250898,-0.0083539836,"Replication, recombination and repair",#ff00ff,
b0232,yafN,252005,0.0064401583,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0233,yafO,252301,-0.0076752152,Function unknown,#708090,
b0234,yafP,252709,0.0051836709,Transcription,#f4a460,
b0235,ykfJ,253467,-0.0018766525,Function unknown,#708090,
b0236,prfH,253702,-0.0039769538,"Translation, ribosomal structure and biogenesis",#000000,
b0237,pepD,254259,0.0074004367000000005,Amino acid transport and metabolism,#ff0000,
b0238,gpt,255977,-0.0002936791,Nucleotide transport and metabolism,#00bfbf,
b0239,frsA,256527,0.0122157553,Function unknown,#708090,
b4710,insB9,257923,-0.0021883955000000003,"Replication, recombination and repair",#ff00ff,
b4709,insA9,258345,0.00729806,"Replication, recombination and repair",#ff00ff,
b0241,phoE,259045,0.0001468896,Cell wall/membrane/envelope biogenesis,#c71585,
b0242,proB,260388,-0.0021881690000000002,Nucleotide transport and metabolism,#00bfbf,
b0243,proA,261503,-0.006710674000000001,Amino acid transport and metabolism,#ff0000,
b0245,ykfI,263328,0.0131639545,Function unknown,#708090,
b0246,yafW,263690,0.02086927,Function unknown,#708090,
b4504,ykfH,264026,-0.008828662000000001,Function unknown,#708090,
b0247,ykfG,264256,-0.0033085559000000002,Amino acid transport and metabolism,#ff0000,
b0248,yafX,264748,-0.0079118782,Function unknown,#708090,
b0249,ykfF,265304,-0.0062470963,Function unknown,#708090,
b0250,ykfB,265620,0.0045367656,No COG annotation,#87cefa,
b0251,yafY,266110,0.0116577373,Transcription,#f4a460,
b0252,yafZ,267184,0.0005895904,Function unknown,#708090,
b0253,ykfA,268097,0.00030280950000000003,Function unknown,#708090,
b0254,perR,269289,0.0033430123,Transcription,#f4a460,
b4587,insN,270278,0.0040655904,"Translation, ribosomal structure and biogenesis",#000000,
b0256,insI-1,270603,-0.015158567000000001,"Replication, recombination and repair",#ff00ff,
b0258,ykfC,272847,-0.0018625542,"Replication, recombination and repair",#ff00ff,
b0259,insH-1,274101,-0.0017741071,"Replication, recombination and repair",#ff00ff,
b0260,mmuP,275325,-0.0009550427,Amino acid transport and metabolism,#ff0000,
b0261,mmuM,276715,-0.00010706310000000001,Amino acid transport and metabolism,#ff0000,
b0262,afuC,277756,0.0133506486,Amino acid transport and metabolism,#ff0000,
b0263,afuB,278814,-0.008907212900000001,No COG annotation,#87cefa,
b0264,insB-2,279178,0.0070134069000000005,"Replication, recombination and repair",#ff00ff,
b0265,insA-2,279600,-0.0044599971,"Replication, recombination and repair",#ff00ff,
b0266,yagB,280385,8.75014e-05,Function unknown,#708090,
b0267,yagA,280829,-0.0017540791,"Replication, recombination and repair",#ff00ff,
b0268,yagE,282278,0.0006058899000000001,Amino acid transport and metabolism,#ff0000,
b0269,yagF,283201,0.0035756796,Amino acid transport and metabolism,#ff0000,
b0270,yagG,285395,-0.0022430808,Carbohydrate transport and metabolism,#ffc0cb,
b0271,yagH,286789,0.0038518864000000002,Carbohydrate transport and metabolism,#ffc0cb,
b0272,xynR,288404,-0.0033141958,Transcription,#f4a460,
b0273,argF,289301,0.014279759000000001,Amino acid transport and metabolism,#ff0000,
b4688,ykgS,290510,-0.0419591421,Function unknown,#708090,
b0274,insB-3,290649,0.0017914195,"Replication, recombination and repair",#ff00ff,
b0275,insA-3,291071,0.0165655603,"Replication, recombination and repair",#ff00ff,
b0276,yagJ,291500,0.0113526791,Transcription,#f4a460,
b0277,yagK,292322,0.0048572574,Function unknown,#708090,
b0278,yagL,293220,-0.0134027365,"Replication, recombination and repair",#ff00ff,
b4729,ykgV,294918,-0.0294937585,No COG annotation,#87cefa,
b0280,yagN,295139,-0.0286119931,No COG annotation,#87cefa,
b0281,intF,295696,-0.0104752122,"Translation, ribosomal structure and biogenesis",#000000,
b0282,yagP,297381,0.0104611392,Transcription,#f4a460,
b0283,paoD,297770,0.0067140339,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
