locus,gene_weight,gene_name,gene_product,cog,regulator,link
b2417,0.1754372673956585,crr,Enzyme IIA(Glc),Carbohydrate transport and metabolism,"RpoD,RpoH,RpoS,NagC,Crp,Cra,Mlc",https://ecocyc.org/gene?orgid=ECOLI&id=EG10165
b2416,0.1441733182740179,ptsI,PTS enzyme I,Carbohydrate transport and metabolism,"RpoD,RpoH,NagC,Crp,Cra,Mlc",https://ecocyc.org/gene?orgid=ECOLI&id=EG10789
b2415,0.1034966737511977,ptsH,phosphocarrier protein HPr,Carbohydrate transport and metabolism,"RpoD,RpoH,NagC,Crp,Cra,Mlc",https://ecocyc.org/gene?orgid=ECOLI&id=EG10788
b1481,0.09077354596403,bdm,biofilm-dependent modulation protein,Function unknown,RcsB,https://ecocyc.org/gene?orgid=ECOLI&id=G6776
b4523,0.0840363579717907,yciX,uncharacterized protein YciX,No COG annotation,"RpoD,YjjQ",https://ecocyc.org/gene?orgid=ECOLI&id=G0-10513
b1951,0.0782507991949369,rcsA,DNA-binding transcriptional activator RcsA,Transcription,"RpoD,H-NS,RcsAB,GadE,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10820
b4522,0.0702217418589769,ymiA,uncharacterized protein YmiA,No COG annotation,"RpoD,YjjQ",https://ecocyc.org/gene?orgid=ECOLI&id=G0-10512
b1974,0.0647947467999461,yodB,putative cytochrome,Energy production and conversion,"YeiE,ppGpp,GlaR",https://ecocyc.org/gene?orgid=ECOLI&id=G7062
b3234,-0.0608312835218735,degQ,periplasmic serine endoprotease,Cell wall/membrane/envelope biogenesis,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=G7682
b2042,-0.0609052700386463,galF,UTP:glucose-1-phosphate uridylyltransferase%2C low activity,Cell wall/membrane/envelope biogenesis,,https://ecocyc.org/gene?orgid=ECOLI&id=G7093
b2317,-0.061565211124727,dedA,DedA family protein DedA,Function unknown,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG10216
b4241,-0.0615717811655338,treR,DNA-binding transcriptional repressor TreR,Transcription,"RpoD,YdhB,YqhC,YhjC,YedW,PhoP",https://ecocyc.org/gene?orgid=ECOLI&id=EG12202
b3347,-0.0624762271960394,fkpA,peptidyl-prolyl cis-trans isomerase FkpA,"Post-translational modification, protein turnover,and chaperones","RpoE,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G7716
b2921,-0.06335120050176,ygfI,putative LysR-type DNA-binding transcriptional regulator YgfI,Transcription,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7518
b2086,-0.0636838898011202,yegS,lipid kinase,Nucleotide transport and metabolism,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7123
b1735,-0.0637328823764586,chbR,DNA-binding transcriptional dual regulator ChbR,Transcription,"Crp,ChbR,NagC",https://ecocyc.org/gene?orgid=ECOLI&id=EG10143
b0005,-0.0651460510122956,yaaX,DUF2502 domain-containing protein YaaX,Function unknown,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=G6081
b2922,-0.0653221801280766,yggE,uncharacterized protein YggE,Function unknown,"YcjW,RpoS,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11244
b2347,-0.0662586083079429,yfdC,inner membrane protein YfdC,Inorganic ion transport and metabolism,GlaR,https://ecocyc.org/gene?orgid=ECOLI&id=G7217
b3357,-0.0663292673408569,crp,DNA-binding transcriptional dual regulator CRP,Transcription,"RpoD,Crp,Cra,Fis,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10164
b1115,-0.0672989701450124,ycfT,inner membrane protein YcfT,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G6572
b0211,-0.0673768981633626,mltD,membrane-bound lytic murein transglycosylase D,Cell wall/membrane/envelope biogenesis,"YdcN,ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10246
b3192,-0.0681590880569795,mlaC,intermembrane phospholipid transport system - periplasmic binding protein,"Secondary metabolites biosynthesis, transport, and catabolism",MarA,https://ecocyc.org/gene?orgid=ECOLI&id=G7659
b1112,-0.0688558331929218,bhsA,DUF1471 domain-containing multiple stress resistance outer membrane protein BhsA,Cell wall/membrane/envelope biogenesis,"RpoD,RpoE,Crp,ComR",https://ecocyc.org/gene?orgid=ECOLI&id=G6570
