locus,gene_weight,gene_name,gene_product,cog,operon,regulator,Fur,link
b0595,0.3392826074,entB,enterobactin synthase component B,"Secondary metabolites biosynthesis, transport, and catabolism",entCEBAH,"RpoD,ryhB,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10260
b0596,0.315481657,entA,2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase,Lipid transport and metabolism,entCEBAH,"RpoD,ryhB,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10259
b0597,0.3140112417,entH,proofreading thioesterase in enterobactin biosynthesis,"Secondary metabolites biosynthesis, transport, and catabolism",entCEBAH,"RpoD,ryhB,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11105
b0594,0.2974920645,entE,2%2C3-dihydroxybenzoate-AMP ligase,"Secondary metabolites biosynthesis, transport, and catabolism",entCEBAH,"RpoD,ryhB,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10263
b0584,0.2427469704,fepA,ferric enterobactin outer membrane transporter,Inorganic ion transport and metabolism,fepA-entD,"RpoD,omrA,YfeD,Crp,Fur,omrB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10293
b0805,0.2321931711,fiu,putative iron siderophore outer membrane transporter,Inorganic ion transport and metabolism,fiu,"RpoD,Crp,Fur,rybB",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6414
b0586,0.22618267460000002,entF,apo-serine activating enzyme,"Secondary metabolites biosynthesis, transport, and catabolism",fes-ybdZ-entF-fepE,"RpoD,YbaQ,Fnr,H-NS,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10264
b2155,0.2187002765,cirA,ferric dihyroxybenzoylserine outer membrane transporter,Inorganic ion transport and metabolism,cirA,"RpoD,omrB,omrA,Crp,Fur,Hfq,ryhB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10155
b4511,0.2018595236,ybdZ,enterobactin biosynthesis protein YbdZ,Function unknown,fes-ybdZ-entF-fepE,"RpoD,H-NS,Fnr,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10437
b0804,0.18653276500000002,ybiX,PKHD-type hydroxylase YbiX,Function unknown,ybiX,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6413
b0583,0.1826502048,entD,phosphopantetheinyl transferase EntD,Coenzyme transport and metabolism,fepA-entD,"RpoD,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10262
b0585,0.1279442861,fes,enterochelin esterase,Inorganic ion transport and metabolism,fes-ybdZ-entF-fepE,"RpoD,Fnr,H-NS,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10299
b1102,0.1261118315,fhuE,ferric coprogen/ferric rhodotorulic acid outer membrane transporter,Inorganic ion transport and metabolism,fhuE,"Fur,GlaR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10306
b0803,0.0940138274,ybiI,zinc finger domain-containing protein YbiI,Signal transduction mechanisms,ybiI,"RpoS,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12421
b0588,0.08762779700000001,fepC,ferric enterobactin ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,fepDGC,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10295
b1019,0.08645701500000001,efeB,heme-containing peroxidase/deferrochelatase,Inorganic ion transport and metabolism,efeOB,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11735
b2676,0.0770889778,nrdF,ribonucleoside-diphosphate reductase 2 subunit beta,Nucleotide transport and metabolism,nrdHIEF,"RpoD,IscR,Fur,ppGpp,NrdR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12381
b1018,0.0726057197,efeO,ferrous iron transport system protein EfeO,Inorganic ion transport and metabolism,efeOB,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6527
b0593,0.0718530779,entC,isochorismate synthase EntC,Coenzyme transport and metabolism,entCEBAH,"RpoD,ryhB,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10261
b0591,0.0649581316,entS,enterobactin exporter EntS,Amino acid transport and metabolism,entS,"RpoD,YdhB,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11104
b0589,0.0633679591,fepG,ferric enterobactin ABC transporter membrane subunit FepG,Inorganic ion transport and metabolism,fepDGC,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10298
b0587,0.0546259298,fepE,polysaccharide co-polymerase family protein FepE,Cell wall/membrane/envelope biogenesis,fes-ybdZ-entF-fepE,"RpoD,Fnr,H-NS,Fur,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10297
