locus,gene_weight,gene_name,gene_product,cog,operon,regulator,CodY,link
BSU_32580,0.1920425405618389,frlM,fructose-amino acid permease,Inorganic ion transport and metabolism,Op2558,"SigA,FrlR,CodY,YlxR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32580
BSU_32590,0.18686245020345935,frlN,fructose-amino acid permease,Carbohydrate transport and metabolism,Op2558,"SigA,FrlR,CodY,YlxR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32590
BSU_32570,0.17544247244672512,frlD,fructoselysine kinase,Carbohydrate transport and metabolism,Op2558,"SigA,FrlR,CodY,YlxR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32570
BSU_32600,0.17502480356593642,frlO,fructose amino acid-binding lipoprotein,Carbohydrate transport and metabolism,Op2558,"SigA,FrlR,CodY,YlxR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32600
BSU_32610,0.16775794424254714,frlB,fructosamine-6-P deglycase,Cell wall/membrane/envelope biogenesis,Op2558,"SigA,FrlR,CodY,YlxR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32610
BSU_32550,0.15501412080127966,frlP,fructose-amino acid ABC transporter (ATP-binding subunit),Inorganic ion transport and metabolism,Op2556,"SigA,FrlR,CodY,YlxR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32550
BSU_02390,0.14801813956100734,ilvE,isoleucine-valine aminotransferase / aromatic amino acid aminotransferase,Amino acid transport and metabolism,Op181,CodY,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02390
BSU_03010,0.13451236117152107,amhX,putative amidohydrolase,Function unknown,Op226,"SigA,CodY",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03010
BSU_32070,0.10789004792270698,spsC,stationary phase survival protein,Function unknown,Op2519,"CodY,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32070
BSU_09460,0.10688854199919706,bcaP,branched-chain amino acid transporter or methylthioribose-degradation metabolite exporter,Amino acid transport and metabolism,Op732,CodY,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09460
BSU_03020,0.1056322575500548,ycgA,putative branched chain amino acid permease,Function unknown,Op227,CodY,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03020
BSU_39890,0.10406593195546593,yxbB,putative S-adenosylmethionine-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",Op3066,"SigA,CodY,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39890
BSU_32080,0.10318151120866577,yuiB,conserved protein of unknown function,Function unknown,Op2520,"TnrA,CodY",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32080
BSU_10450,0.1019666203632877,yhjB,putative Na+/metabolite cotransporter,Amino acid transport and metabolism,Op822,"ComK,CodY",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10450
BSU_31550,0.0975169944229897,nupO,guanosine ABC transporter (ATP-binding protein),Function unknown,Op2486,"SigA,CodY",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31550
BSU_32090,0.09741958027710072,yuiA,conserved protein of unknown function,Function unknown,Op2521,"TnrA,CodY",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32090
BSU_10460,0.09714324933695942,yhjC,putative exported protein,Function unknown,Op822,"ComK,CodY",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10460
BSU_39900,0.093049663794151,yxbA,conserved protein of unknown function,Function unknown,Op3066,"SigA,CodY,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39900
BSU_19350,0.0928443451472755,yocS,putative sodium-dependent symporter,Function unknown,Op1505,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19350
BSU_31540,0.09154631877605816,nupN,lipoprotein involved in guanosine transport,Function unknown,Op2486,"SigA,CodY",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31540
BSU_31560,0.08978382108496308,nupP,permease of ABC guanosine transporter,Function unknown,Op2486,"SigA,CodY",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31560
BSU_31570,0.08805527109402858,nupQ,permease of ABC guanosine transporter,Function unknown,Op2486,"SigA,CodY",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31570
BSU_12940,0.08587596174704915,dppC,dipeptide ABC transporter (permease),Amino acid transport and metabolism,Op1009,"SigA,CodY",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12940
BSU_12920,0.07907687651302595,dppA,D-alanyl-aminopeptidase,Amino acid transport and metabolism,Op1009,"SigA,CodY",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12920
BSU_13940,0.07810041807482257,ykwB,putative acetyltransferase / amidohydrolase,Transcription,Op1094,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13940
BSU_39880,0.07434238575404839,yxbC,conserved protein of unknown function,Function unknown,Op3065,"Spo0A,CodY,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39880
BSU_39910,0.0737771947642647,yxnB,conserved protein of unknown function,No COG annotation,Op3066,"SigA,CodY,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39910
BSU_32530,0.07269986248596041,pucF,allantoate amidohydrolase,Amino acid transport and metabolism,Op2553,"SigA,PucR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32530
BSU_12960,0.0717294429321051,dppE,dipeptide ABC transporter (dipeptide-binding lipoprotein),Amino acid transport and metabolism,Op1009,"SigA,CodY",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12960
BSU_12950,0.07009940447897474,dppD,dipeptide ABC transporter (ATP-binding subunit),Inorganic ion transport and metabolism,Op1009,"SigA,CodY",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12950
BSU_11900,0.06968011111152532,yjcL,putative integral inner membrane protein%3B possibly aquaporin-related,Function unknown,Op925,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11900
BSU_10410,0.06682145516495376,yhzC,conserved protein of unknown function,Function unknown,Op818,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10410
BSU_32520,0.06480629749498755,pucG,(S)-ureidoglycine-glyoxylate aminotransferase (PLP-dependent),Amino acid transport and metabolism,Op2553,"SigA,PucR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32520
BSU_12970,0.06376449164721806,ldcA,muropeptide L%2CD-carboxypeptidase,Defense mechanisms,Op1010,CodY,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12970
BSU_39870,0.06300556070167831,yxbD,putative N-acetyltransferase,Transcription,Op3065,"Spo0A,CodY,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39870
BSU_11381,0.06253057131530881,appAn,oligopeptide ABC transporter (oligopeptide-binding lipoprotein)%3B N-terminal part of AppA,Amino acid transport and metabolism,Op887,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11381
BSU_12930,0.062443802281221435,dppB,dipeptide ABC transporter (permease),Inorganic ion transport and metabolism,Op1009,"SigA,CodY",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12930
BSU_37760,0.062109119126163674,rocC,basic aminoacid permease,Amino acid transport and metabolism,Op2935,"SigL,AhrC,CodY,RocR,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37760
