locus,gene_weight,gene_name,gene_product,COG,operon,regulator,Crp,link
b2093,0.3324145737,gatB,galactitol-specific PTS enzyme IIB component,Carbohydrate transport and metabolism,gatYZABCD,"RpoD,GatR,ArcA,Crp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12415
b2092,0.32571539180000003,gatC,galactitol-specific PTS enzyme IIC component,Carbohydrate transport and metabolism,,"RpoD,GatR,ArcA,Crp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12416
b2091,0.3250087213,gatD,galactitol-1-phosphate 5-dehydrogenase,Amino acid transport and metabolism,gatYZABCD,"RpoD,GatR,ArcA,Crp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12417
b2094,0.29625547690000004,gatA,galactitol-specific PTS enzyme IIA component,Carbohydrate transport and metabolism,gatYZABCD,"RpoD,GatR,ArcA,Crp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12414
b2095,0.25415893440000004,gatZ,tagatose-1%2C6-bisphosphate aldolase 2 subunit GatZ,Carbohydrate transport and metabolism,gatYZABCD,"RpoD,gcvB,GatR,ArcA,Crp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7128
b2096,0.21034895480000002,gatY,tagatose-1%2C6-bisphosphate aldolase 2 subunit GatY,Nucleotide transport and metabolism,gatYZABCD,"RpoD,GatR,ArcA,Crp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12419
b4498,0.14133538410000002,gatR,DNA-binding transcriptional repressor GatR%2C N-terminal fragment,No COG annotation,,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12162
b1426,0.1064414739,ydcH,protein YdcH,Function unknown,ydcH,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12865
b1817,0.1038107509,manX,mannose-specific PTS enzyme IIAB component,Carbohydrate transport and metabolism,manXYZ,"RpoD,NagC,Crp,Mlc,Cra,dicF,Hfq,sgrS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10567
b1818,0.1028825867,manY,mannose-specific PTS enzyme IIC component,Carbohydrate transport and metabolism,manXYZ,"RpoD,NagC,Mlc,Cra,Crp,sgrS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10568
b1819,0.10082826810000001,manZ,mannose-specific PTS enzyme IID component,Carbohydrate transport and metabolism,manXYZ,"RpoD,NagC,Mlc,Cra,Crp,sgrS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10569
b2150,0.09647501160000001,mglB,D-galactose/methyl-galactoside ABC transporter periplasmic binding protein,Carbohydrate transport and metabolism,mglBAC,"RpoD,RpoS,FlhDC,GalR,GalS,Crp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10593
b2597,0.0924686015,raiA,stationary phase translation inhibitor and ribosome stability factor,"Translation, ribosomal structure and biogenesis",raiA,"RpoH,Crp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11151
b2149,0.09093304540000001,mglA,D-galactose/methyl-galactoside ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,mglBAC,"RpoD,RpoS,FlhDC,Fis,GalR,GalS,Crp,ppGpp,Nac,GlaR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10592
b2148,0.0852466482,mglC,D-galactose/methyl-galactoside ABC transporter membrane subunit,Carbohydrate transport and metabolism,mglBAC,"RpoD,RpoS,FlhDC,Fis,GalR,GalS,Crp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10594
b3001,0.07248281570000001,gpr,L-glyceraldehyde 3-phosphate reductase,Energy production and conversion,gpr,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7558
b2240,0.0692889949,glpT,sn-glycerol 3-phosphate:phosphate antiporter,Inorganic ion transport and metabolism,glpTQ,"RpoD,Fis,Fnr,Crp,IHF,GlpR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10401
b1415,0.0652505469,aldA,aldehyde dehydrogenase A,Energy production and conversion,aldA,"RpoD,Rob,YidZ,SoxS,MarA,Fnr,Crp,ArcA,DnaA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10035
b1820,0.0626496604,yobD,conserved inner membrane protein YobD,Function unknown,yobD,GlaR,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6998
b3358,0.0585207313,yhfK,putative transporter YhfK,Function unknown,yhfK,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7721
b4021,0.0552247663,pepE,peptidase E,Amino acid transport and metabolism,pepE,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11920
b4357,0.0499792992,lgoR,putative DNA-binding transcriptional regulator LgoR,Transcription,lgoR,"RpoE,Crp,UxuR,ExuR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7944
b1205,0.0497083492,ychH,stress-induced protein,Function unknown,ychH,"RpoD,Crp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11533
b4090,-0.0551796146,rpiB,allose-6-phosphate isomerase/ribose-5-phosphate isomerase B,Carbohydrate transport and metabolism,rpiB,"RpoD,AlsR,Lrp,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11827
