locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM2136,0.097753646,yegQ,putative protease,Amino acid transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2136
STM0852,0.0970120127,yliG,putative Fe-S oxidoreductases family 1,"Translation, ribosomal structure and biogenesis","arcA,fnr",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0852
STM2068,0.094319629,yeeF,putative APC family amino acid transport protein,Amino acid transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2068
STM3384,0.0938522383,yhdG,putative TIM-barrel enzyme,"Translation, ribosomal structure and biogenesis","crp,fis,ihf,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3384
STM3168,0.0937630732,ygiR,putative Fe-S oxidoreductase family 2,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3168
STM0975,0.0829545653,ycaO,putative cytoplasmic protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0975
STM0404,0.0794623916,queA,S-adenosylmethionine-tRNA ribosyltransferase-isomerase,Nucleotide transport and metabolism,fis,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0404
STM3790,0.07883903760000001,uhpA,response regulator (repressor) in two-component regulatory system wtih UhpB,Transcription,crp,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3790
STM1226,0.0775163833,potA,spermidine/putrescine transporter,Inorganic ion transport and metabolism,fnr,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1226
STM1327,0.07734709990000001,ydiY,putative salt-induced outer membrane protein,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1327
STM2125,0.0720908177,yegD,putative heat shock protein (Hsp70/DnaK),"Post-translational modification, protein turnover,and chaperones",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2125
STM1477,0.0714333084,ydgI,putative amino acid transporter,Amino acid transport and metabolism,"argR,lrp",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1477
STM0260,0.0712679902,dniR,transcriptional regulator for nitrite reductase (cytochrome c552),Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0260
STM2159,0.0704159999,yehU,putative sensor/kinase in regulatory system,Signal transduction mechanisms,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2159
STM2546,0.0688371562,suhB,inositol monophosphatase,Carbohydrate transport and metabolism,arcA,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2546
STM1225,0.0649622572,potB,spermidine/putrescine transporter,Amino acid transport and metabolism,"fnr,yeiE",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1225
STM1707,0.0627917784,pyrF,orotidine-5'-phosphate decarboxylase,Nucleotide transport and metabolism,"rpoD,rpoH",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1707
STM3789,0.062040330500000004,uhpB,sensory histidine kinase in two-component regulatory sytem with UhpA,Signal transduction mechanisms,crp,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3789
STM3220,0.0615256407,ygjO,putative methyltransferase,"Translation, ribosomal structure and biogenesis",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3220
STM1835,0.060803290700000005,rrmA,23S rRNA m1G745 methyltransferase,Coenzyme transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1835
STM0820,0.0607689919,rhlE,putative ATP-dependent RNA helicase,Nucleotide transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0820
STM0837,0.060759667100000005,ybiS,putative periplasmic protein,Function unknown,"crp,rob",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0837
STM1156,0.0601720357,yceA,putative enzyme related to sulfur transferases,Function unknown,yeiE,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1156
