locus,gene_weight,gene_name,gene_product,cog,operon,regulator,RplJ,stringent response,link
BSU_01270,0.116244393,rplX,ribosomal protein L24 (BL23) (histone-like protein HPB12),"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01270
BSU_01300,0.11614091800000001,rpsH,ribosomal protein S8 (BS8),"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01300
BSU_01260,0.114597717,rplN,ribosomal protein L14,"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01260
BSU_01250,0.11435488,rpsQ,ribosomal protein S17 (BS16),"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01250
BSU_01310,0.11349890100000001,rplF,ribosomal protein L6 (BL8),"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01310
BSU_01280,0.112726633,rplE,ribosomal protein L5 (BL6),"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01280
BSU_01290,0.11249212700000001,rpsN,ribosomal protein S14,"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01290
BSU_01240,0.111234893,rpmC,ribosomal protein L29,"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01240
BSU_01210,0.11096781900000001,rplV,ribosomal protein L22 (BL17),"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01210
BSU_01330,0.107076765,rpsE,ribosomal protein S5,"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01330
BSU_01220,0.107040774,rpsC,ribosomal protein S3 (BS3),"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01220
BSU_01320,0.106984876,rplR,ribosomal protein L18,"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01320
BSU_01180,0.10692222700000001,rplW,ribosomal protein L23,"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01180
BSU_01200,0.10667063700000001,rpsS,ribosomal protein S19 (BS19),"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01200
BSU_01230,0.105566185,rplP,ribosomal protein L16,"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01230
BSU_01170,0.105384165,rplD,ribosomal protein L4,"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01170
