locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
BSU_30135,0.11316754742839324,rmgP,permease for unsaturated rhamnogalacturonan,Carbohydrate transport and metabolism,Op2390,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30135
BSU_06980,0.11049542596106887,rhgP,rhamnogalacturonan permease,Carbohydrate transport and metabolism,Op556,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06980
BSU_06990,0.10531565633329854,rhgQ,rhamnogalacturonan permease,Inorganic ion transport and metabolism,Op557,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06990
BSU_26089,0.10096329579851636,yqzN,conserved phage protein of unknown function%3B skin element,No COG annotation,Op2066,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26089
BSU_07000,0.09869513369583187,rhgH,rhamnogalacturonan hydrolase,Function unknown,Op558,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07000
BSU_05810,0.0962194723846118,gmuB,oligo-alpha-mannoside phosphotransferase system enzyme IIB,Carbohydrate transport and metabolism,Op459,"SigA,GmuR,CcpA,AbrB",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05810
BSU_07020,0.09588254431186824,rhgT,rhamnogalacturonan acetylesterase,Amino acid transport and metabolism,Op560,RhgR,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07020
BSU_05820,0.09222593452803776,gmuA,oligo-alpha-mannoside phosphotransferase system enzyme IIA,Carbohydrate transport and metabolism,Op459,"SigA,GmuR,CcpA,AbrB",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05820
BSU_25930,0.0917204978187616,yqcE,conserved phage protein of unknown function%3B skin element,No COG annotation,Op2049,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25930
BSU_12875,0.09046310049369843,BSU_12875,hypothetical protein,No COG annotation,Op1004,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12875
BSU_04330,0.08851236388209323,nudT,putative NTP pyrophosphohydrolase,"Replication, recombination and repair",Op321,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04330
BSU_07070,0.08727579497521575,yesY,rhamnogalacturonan acetylesterase,Amino acid transport and metabolism,Op565,RhgR,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07070
BSU_19745,0.08613367106693995,BSU_19745,conserved hypothetical protein,No COG annotation,Op1543,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19745
BSU_39339,0.0859125515227245,yxzL,conserved protein of unknown function,No COG annotation,Op3041,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39339
BSU_26320,0.0857665730685804,yqaG,putative transcriptional regulator%3B skin element,No COG annotation,Op2092,"SigA,SknR",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26320
BSU_07110,0.08514414044877551,lplB,ABC transporter (permease) for alpha-galacturonides,Carbohydrate transport and metabolism,Op569,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07110
BSU_32539,0.0849661082026364,BSU_32539,hypothetical protein,No COG annotation,Op2554,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32539
BSU_30110,0.08043061428178949,rmgS,lipoprotein required for rhamnogalaturonan transport and degradation,Carbohydrate transport and metabolism,Op2388,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30110
BSU_07050,0.07933681823587073,rhgW,rhamnogalacturonan endolyase,Amino acid transport and metabolism,Op563,RhgR,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07050
BSU_07090,0.07893170823868542,yetA,putative enzyme,No COG annotation,Op567,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07090
BSU_26020,0.07872609428864813,yqbP,putative phage murein-binding protein%3B skin element,Function unknown,Op2058,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26020
BSU_07060,0.07839867201420178,rhgX,rhamnogalacturonan exolyase,Amino acid transport and metabolism,Op564,RhgR,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07060
BSU_06870,0.077787329546867,yesE,conserved hypothetical protein,Function unknown,Op550,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06870
BSU_06970,0.0766636132394693,yesO,pectin degradation byproducts (rhamnose oligosaccharides)-binding lipoprotein,Carbohydrate transport and metabolism,Op555,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06970
BSU_07410,0.07625606261979767,yfmN,hypothetical protein,No COG annotation,Op593,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07410
BSU_07100,0.07575209805441732,lplA,lipoprotein transporter binding protein for alpha-galacturonides,Carbohydrate transport and metabolism,Op568,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07100
BSU_25980,0.07495222779435204,yqbT,putative phage baseplate assembly protein%3B skin element,Function unknown,Op2054,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25980
BSU_26310,0.07465443575076337,sknH,skin element%3B factor binding to DnaA,No COG annotation,Op2091,"SigA,SknR",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26310
