locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b2141,0.264098560675,yohJ,conserved inner membrane protein,Function unknown,yohJK,yieP,https://ecocyc.org/gene?orgid=ECOLI&id=EG12023
b0306,0.23757477468899998,ykgE,predicted oxidoreductase,Energy production and conversion,ykgEFG,"lrp,yieP",https://ecocyc.org/gene?orgid=ECOLI&id=G6176
b2142,0.202428761614,yohK,inner membrane protein YohK,Cell wall/membrane/envelope biogenesis,yohJK,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12024
b0308,0.157886444645,ykgG,putative protein,Function unknown,ykgEFG,lrp,https://ecocyc.org/gene?orgid=ECOLI&id=G6178
b0307,0.157379287624,ykgF,predicted amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain,Energy production and conversion,ykgEFG,lrp,https://ecocyc.org/gene?orgid=ECOLI&id=G6177
b4116,0.137769460732,adiY,AdiY DNA-binding transcriptional activator,Transcription,adiY,h-NS,https://ecocyc.org/gene?orgid=ECOLI&id=EG11966
b4354,0.136131617956,yjiY,inner membrane protein - predicted transporter,Signal transduction mechanisms,btsT,"btsR,crp,rpoS",https://ecocyc.org/gene?orgid=ECOLI&id=G7942
b0447,0.0980460447648,ybaO,DecR DNA-binding transcriptional activator,Transcription,decR,"marA,rpoD,soxS,ybaO",https://ecocyc.org/gene?orgid=ECOLI&id=G6247
b2143,0.09372293181980001,cdd,cytidine deaminase,Nucleotide transport and metabolism,cdd,"crp,cytR,nsrR,rpoD",https://ecocyc.org/gene?orgid=ECOLI&id=EG10137
b1826,-0.124414015134,mgrB,negative feedback regulator of the PhoQP system,Function unknown,mgrB,phoP,https://ecocyc.org/gene?orgid=ECOLI&id=G7002
b3755,-0.34857723803199997,yieP,predicted transcriptional regulator,Transcription,yieP-hsrA,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11733
