locus,gene_weight,gene_name,gene_product,cog,regulator,Dnr,NarL,link
PA3877,0.2437600437,narK1,nitrite extrusion protein 1,Inorganic ion transport and metabolism,NarL,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3877&e1=1&assembly=complete
PA3914,0.2287085723,moeA1,molybdenum cofactor biosynthesis protein A,Coenzyme transport and metabolism,"Anr,Dnr",True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3914&e1=1&assembly=complete
PA3876,0.2140353547,narK2,nitrite extrusion protein 2,Inorganic ion transport and metabolism,NarL,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3876&e1=1&assembly=complete
PA3915,0.21053669160000002,moaB1,molybdopterin biosynthesis protein B,Coenzyme transport and metabolism,"Anr,Dnr",True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3915&e1=1&assembly=complete
PA3875,0.1434378714,narG,respiratory nitrate reductase subunit alpha,Energy production and conversion,NarL,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3875&e1=1&assembly=complete
PA3912,0.1057833972,PA3912,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3912&e1=1&assembly=complete
PA3911,0.0973883472,PA3911,hypothetical protein,Lipid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3911&e1=1&assembly=complete
PA4683,0.0635146831,PA4683,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4683&e1=1&assembly=complete
PA3458,0.0605572084,PA3458,transcriptional regulator,Transcription,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3458&e1=1&assembly=complete
PA4357,0.058528990700000005,PA4357,hypothetical protein,Transcription,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4357&e1=1&assembly=complete
