locus,gene_weight,gene_name,gene_product,cog,regulator,link
b2716,0.1877646327893496,ascB,6-phospho-beta-glucosidase AscB,Carbohydrate transport and metabolism,"RpoD,AscG,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10085
b2715,0.1693882879092921,ascF,beta-glucoside specific PTS enzyme IIBC component,Carbohydrate transport and metabolism,"RpoD,YcjW,AscG,Crp,spf",https://ecocyc.org/gene?orgid=ECOLI&id=EG10086
b0987,0.1509680349033804,gfcA,threonine-rich inner membrane protein GfcA,No COG annotation,"RpoD,YjjQ",https://ecocyc.org/gene?orgid=ECOLI&id=G6508
b3783,0.1044896306278822,rho,transcription termination factor Rho,Transcription,"YcjW,YcaN,ArcA,Rho",https://ecocyc.org/gene?orgid=ECOLI&id=EG10845
b4218,0.0830676176341889,ytfL,putative inner membrane protein,Inorganic ion transport and metabolism,"YddM,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G7873
b0815,0.0735036292828559,opgE,phosphoethanolamine transferase,Function unknown,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6418
b1285,0.0723363771918458,pdeR,cyclic di-GMP phosphodiesterase PdeR,Signal transduction mechanisms,"YciT,RutR,RpoS,FliZ",https://ecocyc.org/gene?orgid=ECOLI&id=G6639
b3453,0.0680403542993723,ugpB,sn-glycerol 3-phosphate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"RpoD,Crp,ppGpp,PhoB",https://ecocyc.org/gene?orgid=ECOLI&id=EG11047
b2713,0.067586868145003,hydN,putative electron transport protein HydN,Energy production and conversion,"RpoN,FlhDC,FhlA",https://ecocyc.org/gene?orgid=ECOLI&id=EG11552
b0009,0.0670811658577473,mog,molybdopterin adenylyltransferase,Nucleotide transport and metabolism,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11511
b3615,0.0660205846654036,waaH,UDP-glucuronate:LPS(HepIII) glycosyltransferase,Function unknown,"RpoD,PhoB,NsrR,ppGpp,BasR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11266
b4345,-0.0726612239535352,mcrC,5-methylcytosine-specific restriction enzyme subunit McrC,Defense mechanisms,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10575
b2136,-0.0735346230229793,yohD,DedA family protein YohD,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12017
b1861,-0.0810132261491474,ruvA,Holliday junction branch migration complex subunit RuvA,"Replication, recombination and repair",LexA,https://ecocyc.org/gene?orgid=ECOLI&id=RUVA
b4519,-0.085384021882701,icdC,protein IcdC,Energy production and conversion,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10556
