locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b2352,0.2836161405,yfdI,CPS-53 (KpLE1) prophage%3B serotype specific glucosyl transferase,No COG annotation,yfdGHI,,https://ecocyc.org/gene?orgid=ECOLI&id=G7221
b2642,0.19731852500000002,yfjW,CP4-57 prophage%3B uncharacterized protein YfjW,No COG annotation,yfjW,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7377
b3622,0.1866881424,waaL,O-antigen ligase,Cell wall/membrane/envelope biogenesis,rfaD-waaFCL,"RpoD,RpoH,RpoE",https://ecocyc.org/gene?orgid=ECOLI&id=EG11424
b4345,0.17436180680000002,mcrC,5-methylcytosine-specific restriction enzyme subunit McrC,Defense mechanisms,mcrBC,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10575
b2370,0.1515047706,evgS,sensory histidine kinase EvgS,Signal transduction mechanisms,evgAS,"RpoD,RpoS,ppGpp,EvgA,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11610
b2351,0.13271777240000002,yfdH,CPS-53 (KpLE1) prophage%3B bactoprenol glucosyl transferase,Cell wall/membrane/envelope biogenesis,yfdGHI,,https://ecocyc.org/gene?orgid=ECOLI&id=G7220
b4253,0.1295115829,yjgL,protein YjgL,No COG annotation,yjgL,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7884
b4346,0.12390723270000001,mcrB,5-methylcytosine-specific restriction enzyme subunit McrB,"Replication, recombination and repair",mcrBC,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG10574
b4279,0.092279156,yjhB,putative sialic acid transporter,Inorganic ion transport and metabolism,yjhBC,"RpoH,NanR,NanR,RpoH",https://ecocyc.org/gene?orgid=ECOLI&id=EG12544
b1138,0.0911753882,ymfE,e14 prophage%3B uncharacterized protein YmfE,No COG annotation,ymfED,,https://ecocyc.org/gene?orgid=ECOLI&id=G6583
b4348,0.0906288538,hsdS,type I restriction enzyme EcoKI specificity protein,Defense mechanisms,hsdRMS,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10460
b2847,0.0896149898,yqeI,putative transcriptional regulator YqeI,Transcription,yqeIJ,,https://ecocyc.org/gene?orgid=ECOLI&id=G7467
b3618,0.0891618767,htrL,protein HtrL,Function unknown,htrL,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11188
b2848,0.0855911835,yqeJ,protein YqeJ,No COG annotation,yqeIJ,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7468
b0564,0.08241368090000001,appY,DNA-binding transcriptional activator AppY,Transcription,appY,"RpoD,RpoS,ArcA,DpiA,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=EG10050
b3594,0.07789632190000001,yibA,putative lyase containing HEAT-repeat,Energy production and conversion,rhsA-yibA,RpoH,https://ecocyc.org/gene?orgid=ECOLI&id=EG11187
b1968,0.07787884440000001,hprS,sensory histidine kinase HprS,Signal transduction mechanisms,hprRS,,https://ecocyc.org/gene?orgid=ECOLI&id=G7056
b4280,0.0770162626,yjhC,KpLE2 phage-like element%3B putative oxidoreductase YjhC,Function unknown,yjhBC,"RpoD,RpoH,NanR,NanR,RpoH,RpoD",https://ecocyc.org/gene?orgid=ECOLI&id=G7901
b2269,0.0759803818,elaD,protease ElaD,"Post-translational modification, protein turnover,and chaperones",elaD,,https://ecocyc.org/gene?orgid=ECOLI&id=G7176
b2623,0.07197301810000001,yfjH,CP4-57 prophage%3B protein YfjH,No COG annotation,yfjH,YeiE,https://ecocyc.org/gene?orgid=ECOLI&id=G7359
b0833,0.07107318530000001,pdeI,putative c-di-GMP phosphodiesterase PdeI,Signal transduction mechanisms,pdeI-dgcI,CsrA,https://ecocyc.org/gene?orgid=ECOLI&id=G6433
b4061,0.06904733240000001,pdeC,c-di-GMP phosphodiesterase PdeC,Signal transduction mechanisms,pdeC,"RpoS,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11938
b0278,0.0689703843,yagL,CP4-6 prophage%3B resolvase-like catalytic domain-containing protein YagL,"Replication, recombination and repair",yagML,,https://ecocyc.org/gene?orgid=ECOLI&id=G6149
b2877,0.0679798417,mocA,molybdenum cofactor cytidylyltransferase,Function unknown,mocA,,https://ecocyc.org/gene?orgid=ECOLI&id=G7496
b1363,0.0673826726,trkG,Rac prophage%3B K(+) transporter TrkG,Inorganic ion transport and metabolism,trkG,YdcI,https://ecocyc.org/gene?orgid=ECOLI&id=EG11020
